Algorithm,Iteration,N,Evaluation,TrainingTime
MIMIC,30,600,428.0,5.606888433E9
RHC,30,700,659.0,6301525.0
SA,30,700,660.0,6975394.0
GA,30,700,387.0,1.0087953E7
MIMIC,30,700,506.0,7.935947364E9
RHC,60,100,100.0,2036574.0
SA,60,100,100.0,3393765.0
GA,60,100,55.0,2853409.0
MIMIC,60,100,91.0,4.26330449E8
RHC,60,200,200.0,5123534.0
SA,60,200,200.0,7223123.0
GA,60,200,105.0,7847761.0
MIMIC,60,200,177.0,1.236956237E9
RHC,60,300,300.0,6066005.0
SA,60,300,300.0,7146717.0
GA,60,300,151.0,8141964.0
MIMIC,60,300,256.0,2.322747953E9
RHC,60,400,400.0,6940736.0
SA,60,400,399.0,8092339.0
GA,60,400,222.0,1.1690904E7
MIMIC,60,400,329.0,3.626648833E9
RHC,60,500,500.0,9445198.0
SA,60,500,498.0,1.0667694E7
GA,60,500,279.0,1.3343872E7
MIMIC,60,500,391.0,5.364603469E9
RHC,60,600,599.0,9903634.0
SA,60,600,598.0,1.0903214E7
GA,60,600,329.0,1.306503E7
MIMIC,60,600,472.0,1.0406189594E10
RHC,60,700,695.0,1.1086351E7
SA,60,700,696.0,1.2207629E7
GA,60,700,366.0,1.5510416E7
MIMIC,60,700,539.0,1.4355885309E10
RHC,100,100,100.0,2867193.0
SA,100,100,100.0,4676125.0
GA,100,100,60.0,6444884.0
MIMIC,100,100,96.0,3.07647531E8
RHC,100,200,200.0,5487446.0
SA,100,200,200.0,1.1402216E7
GA,100,200,104.0,7579159.0
MIMIC,100,200,188.0,1.239539862E9
RHC,100,300,300.0,8921384.0
SA,100,300,300.0,1.0449898E7
GA,100,300,157.0,1.0520395E7
MIMIC,100,300,269.0,3.44116857E9
RHC,100,400,400.0,1.3369472E7
SA,100,400,400.0,2.6328165E7
GA,100,400,221.0,3.5941535E7
MIMIC,100,400,351.0,7.94456273E9
RHC,100,500,500.0,1.8959713E7
SA,100,500,499.0,1.7786448E7
GA,100,500,276.0,2.1299154E7
MIMIC,100,500,416.0,9.251642729E9
RHC,100,600,600.0,1.8680083E7
SA,100,600,599.0,3.2296102E7
GA,100,600,315.0,5.383117E7
MIMIC,100,600,482.0,1.7502847502E10
RHC,100,700,700.0,3.6012427E7
SA,100,700,700.0,4.4002366E7
GA,100,700,372.0,6.210074E7
MIMIC,100,700,554.0,2.3632700661E10
RHC,200,100,100.0,8066345.0
SA,200,100,100.0,1.7303988E7
GA,200,100,59.0,1.0632247E7
MIMIC,200,100,99.0,9.49882004E8
RHC,200,200,200.0,1.8940809E7
SA,200,200,200.0,2.9441906E7
GA,200,200,106.0,2.2614597E7
MIMIC,200,200,198.0,3.116569544E9
RHC,200,300,300.0,1.9760794E7
SA,200,300,300.0,3.1840029E7
GA,200,300,167.0,2.4627147E7
MIMIC,200,300,285.0,7.378453039E9
RHC,200,400,400.0,3.6368069E7
SA,200,400,400.0,4.4532089E7
GA,200,400,214.0,4.5086229E7
MIMIC,200,400,363.0,1.3269294875E10
RHC,200,500,500.0,3.0853841E7
SA,200,500,500.0,4.1599517E7
GA,200,500,251.0,4.0329759E7
MIMIC,200,500,437.0,2.0462643773E10
RHC,200,600,600.0,3.5832046E7
SA,200,600,600.0,4.6149611E7
GA,200,600,305.0,4.8276769E7
MIMIC,200,600,516.0,3.3734909817E10
RHC,200,700,700.0,4.720866E7
SA,200,700,700.0,5.2254213E7
GA,200,700,369.0,5.6178881E7
MIMIC,200,700,586.0,4.7065820214E10
RHC,400,100,100.0,1.3328119E7
SA,400,100,100.0,3.4337403E7
GA,400,100,64.0,1.692117E7
MIMIC,400,100,99.0,1.814172759E9
RHC,400,200,200.0,4.4122095E7
SA,400,200,200.0,7.9125096E7
GA,400,200,108.0,5.2453105E7
MIMIC,400,200,200.0,6.888344463E9
RHC,400,300,300.0,5.1542535E7
SA,400,300,300.0,7.1211169E7
GA,400,300,163.0,5.6532554E7
MIMIC,400,300,294.0,1.6075122052E10
RHC,400,400,400.0,8.0489771E7
SA,400,400,400.0,1.43917768E8
GA,400,400,210.0,1.27036377E8
MIMIC,400,400,379.0,2.6556724357E10
RHC,400,500,500.0,1.21248426E8
SA,400,500,500.0,1.62677014E8
GA,400,500,301.0,1.62441494E8
MIMIC,400,500,458.0,4.4896346218E10
RHC,400,600,600.0,9.8061966E7
SA,400,600,600.0,1.81385847E8
GA,400,600,290.0,1.58049332E8
MIMIC,400,600,532.0,5.9574400922E10
RHC,400,700,700.0,8.7173325E7
SA,400,700,700.0,1.0709599E8
GA,400,700,348.0,1.09776107E8
MIMIC,400,700,602.0,8.6920083275E10
RHC,10,100,100.0,311532.0
SA,10,100,98.0,489550.0
GA,10,100,58.0,444652.0
MIMIC,10,100,79.0,4.3352128E7
RHC,10,200,190.0,578559.0
SA,10,200,186.0,760515.0
GA,10,200,118.0,892453.0
MIMIC,10,200,149.0,1.72553472E8
RHC,10,300,277.0,926718.0
SA,10,300,260.0,1031087.0
GA,10,300,157.0,1389486.0
MIMIC,10,300,201.0,3.84053913E8
RHC,10,400,345.0,1261880.0
SA,10,400,320.0,1309535.0
GA,10,400,218.0,1698655.0
MIMIC,10,400,259.0,6.96066431E8
RHC,10,500,403.0,1384367.0
SA,10,500,393.0,1583652.0
GA,10,500,275.0,2121645.0
MIMIC,10,500,330.0,1.410922433E9
RHC,10,600,474.0,2055085.0
SA,10,600,445.0,2349681.0
GA,10,600,320.0,3502467.0
MIMIC,10,600,386.0,2.403273563E9
RHC,10,700,548.0,3113741.0
SA,10,700,520.0,3392977.0
GA,10,700,377.0,5816308.0
MIMIC,10,700,449.0,3.516614364E9
RHC,30,100,100.0,2040906.0
SA,30,100,100.0,3537519.0
GA,30,100,64.0,3257495.0
MIMIC,30,100,85.0,2.13207365E8
RHC,30,200,200.0,2647034.0
SA,30,200,200.0,3647402.0
GA,30,200,105.0,4191695.0
MIMIC,30,200,172.0,5.5921346E8
RHC,30,300,300.0,3002676.0
SA,30,300,299.0,3631647.0
GA,30,300,171.0,4411461.0
MIMIC,30,300,235.0,1.384880594E9
RHC,30,400,398.0,9148239.0
SA,30,400,394.0,8659083.0
GA,30,400,210.0,1.1982744E7
MIMIC,30,400,302.0,2.29442063E9
RHC,30,500,480.0,4669036.0
SA,30,500,492.0,5387016.0
GA,30,500,256.0,7203037.0
MIMIC,30,500,374.0,4.066705579E9
RHC,30,600,586.0,5702486.0
SA,30,600,566.0,6254657.0
GA,30,600,325.0,8538172.0
MIMIC,30,600,428.0,5.654732366E9
RHC,30,700,669.0,6315309.0
SA,30,700,655.0,7010841.0
GA,30,700,356.0,1.0053689E7
MIMIC,30,700,491.0,7.037687844E9
RHC,60,100,100.0,1680144.0
SA,60,100,100.0,2788031.0
GA,60,100,58.0,2347712.0
MIMIC,60,100,93.0,1.94298065E8
RHC,60,200,200.0,3420546.0
SA,60,200,200.0,4426033.0
GA,60,200,112.0,4526464.0
MIMIC,60,200,180.0,7.69885643E8
RHC,60,300,300.0,5303915.0
SA,60,300,300.0,6224725.0
GA,60,300,155.0,6632355.0
MIMIC,60,300,261.0,2.477834387E9
RHC,60,400,400.0,1.3274556E7
SA,60,400,400.0,1.5193764E7
GA,60,400,205.0,1.9556783E7
MIMIC,60,400,329.0,4.760321504E9
RHC,60,500,499.0,9439684.0
SA,60,500,500.0,1.081893E7
GA,60,500,265.0,1.3494716E7
MIMIC,60,500,400.0,6.321570356E9
RHC,60,600,599.0,1.0090317E7
SA,60,600,597.0,1.0837441E7
GA,60,600,310.0,1.3334814E7
MIMIC,60,600,470.0,8.203455362E9
RHC,60,700,694.0,1.459118E7
SA,60,700,696.0,1.592159E7
GA,60,700,382.0,2.1949786E7
MIMIC,60,700,543.0,1.595128685E10
RHC,100,100,100.0,5793858.0
SA,100,100,100.0,1.0133639E7
GA,100,100,52.0,8164807.0
MIMIC,100,100,98.0,4.91067588E8
RHC,100,200,200.0,6566189.0
SA,100,200,200.0,9000547.0
GA,100,200,116.0,8704375.0
MIMIC,100,200,184.0,1.859763504E9
RHC,100,300,300.0,1.6009418E7
SA,100,300,300.0,2.0177877E7
GA,100,300,146.0,2.369846E7
MIMIC,100,300,272.0,4.03393253E9
RHC,100,400,400.0,1.331906E7
SA,100,400,400.0,1.5406835E7
GA,100,400,210.0,1.6949132E7
MIMIC,100,400,343.0,7.275024142E9
RHC,100,500,500.0,1.7413477E7
SA,100,500,500.0,3.1339846E7
GA,100,500,268.0,4.4921208E7
MIMIC,100,500,416.0,1.2110189645E10
RHC,100,600,600.0,2.5253755E7
SA,100,600,600.0,1.8526089E7
GA,100,600,313.0,2.0884041E7
MIMIC,100,600,489.0,1.5382153215E10
RHC,100,700,700.0,2.3779986E7
SA,100,700,700.0,2.0802909E7
GA,100,700,373.0,2.565784E7
MIMIC,100,700,553.0,2.2230573974E10
RHC,200,100,100.0,5570942.0
SA,200,100,100.0,1.1503433E7
GA,200,100,57.0,6990360.0
MIMIC,200,100,98.0,6.7700353E8
RHC,200,200,200.0,2.3913499E7
SA,200,200,200.0,4.015883E7
GA,200,200,110.0,3.283252E7
MIMIC,200,200,197.0,2.894647564E9
RHC,200,300,300.0,2.1842267E7
SA,200,300,300.0,2.3602755E7
GA,200,300,172.0,2.0619377E7
MIMIC,200,300,283.0,7.336089856E9
RHC,200,400,400.0,2.667593E7
SA,200,400,400.0,5.8157166E7
GA,200,400,212.0,6.8863063E7
MIMIC,200,400,363.0,1.3810186651E10
RHC,200,500,500.0,3.1567094E7
SA,200,500,500.0,3.9424702E7
GA,200,500,257.0,4.651313E7
MIMIC,200,500,439.0,2.2095321984E10
RHC,200,600,600.0,6.9663751E7
SA,200,600,600.0,8.4158833E7
GA,200,600,310.0,8.5503027E7
MIMIC,200,600,508.0,3.19245546E10
RHC,200,700,700.0,4.2410443E7
SA,200,700,700.0,9.5909995E7
GA,200,700,351.0,1.17687671E8
MIMIC,200,700,585.0,4.3024550347E10
RHC,400,100,100.0,1.6199251E7
SA,400,100,100.0,2.9013796E7
GA,400,100,59.0,1.4078394E7
MIMIC,400,100,99.0,1.192714807E9
RHC,400,200,200.0,2.6530995E7
SA,400,200,200.0,4.0020196E7
GA,400,200,116.0,2.7681417E7
MIMIC,400,200,200.0,7.110028955E9
RHC,400,300,300.0,7.2335203E7
SA,400,300,300.0,1.16621926E8
GA,400,300,162.0,1.02218216E8
MIMIC,400,300,294.0,1.5909412036E10
RHC,400,400,400.0,9.1300824E7
SA,400,400,400.0,1.41375496E8
GA,400,400,201.0,1.1094819E8
MIMIC,400,400,380.0,2.5855860497E10
RHC,400,500,500.0,6.0768361E7
SA,400,500,500.0,1.64002697E8
GA,400,500,263.0,1.68457481E8
MIMIC,400,500,462.0,4.336157401E10
RHC,400,600,600.0,1.42386498E8
SA,400,600,600.0,1.8623487E8
GA,400,600,295.0,1.71354214E8
MIMIC,400,600,532.0,6.2130679053E10
RHC,400,700,700.0,9.9233262E7
SA,400,700,700.0,1.72657841E8
GA,400,700,387.0,2.04150893E8
MIMIC,400,700,606.0,8.3407091106E10
RHC,10,100,100.0,343827.0
SA,10,100,99.0,539568.0
GA,10,100,60.0,558473.0
MIMIC,10,100,79.0,5.3266395E7
RHC,10,200,196.0,684503.0
SA,10,200,191.0,847555.0
GA,10,200,124.0,1092133.0
MIMIC,10,200,144.0,2.00536181E8
RHC,10,300,272.0,1030693.0
SA,10,300,271.0,1210287.0
GA,10,300,165.0,1586802.0
MIMIC,10,300,207.0,4.66622004E8
RHC,10,400,344.0,1409178.0
SA,10,400,335.0,1553326.0
GA,10,400,227.0,2107466.0
MIMIC,10,400,258.0,7.9424143E8
RHC,10,500,412.0,3830540.0
SA,10,500,405.0,1584440.0
GA,10,500,261.0,2271306.0
MIMIC,10,500,326.0,1.139876915E9
RHC,10,600,468.0,1699443.0
SA,10,600,467.0,1774667.0
GA,10,600,329.0,2520216.0
MIMIC,10,600,381.0,2.485164241E9
RHC,10,700,527.0,3108621.0
SA,10,700,513.0,3438664.0
GA,10,700,358.0,5802523.0
MIMIC,10,700,431.0,2.713532288E9
RHC,30,100,100.0,900724.0
SA,30,100,100.0,1421782.0
GA,30,100,58.0,1262668.0
MIMIC,30,100,87.0,1.01868087E8
RHC,30,200,200.0,1736858.0
SA,30,200,200.0,2232315.0
GA,30,200,117.0,2448536.0
MIMIC,30,200,160.0,4.15430387E8
RHC,30,300,299.0,2614739.0
SA,30,300,299.0,3107439.0
GA,30,300,172.0,3646614.0
MIMIC,30,300,235.0,9.43842386E8
RHC,30,400,399.0,3563118.0
SA,30,400,399.0,4101111.0
GA,30,400,208.0,4829331.0
MIMIC,30,400,308.0,2.811141332E9
RHC,30,500,487.0,4866746.0
SA,30,500,487.0,5641834.0
GA,30,500,252.0,7723306.0
MIMIC,30,500,370.0,3.302142755E9
RHC,30,600,576.0,8362123.0
SA,30,600,560.0,9110429.0
GA,30,600,332.0,1.3149313E7
MIMIC,30,600,427.0,6.491690652E9
RHC,30,700,655.0,8279416.0
SA,30,700,653.0,9444804.0
GA,30,700,364.0,1.4256806E7
MIMIC,30,700,490.0,8.413277628E9
RHC,60,100,100.0,2015306.0
SA,60,100,100.0,3436694.0
GA,60,100,58.0,2858923.0
MIMIC,60,100,94.0,2.33782632E8
RHC,60,200,200.0,4032976.0
SA,60,200,200.0,5120776.0
GA,60,200,117.0,5429945.0
MIMIC,60,200,181.0,8.56156275E8
RHC,60,300,300.0,5115263.0
SA,60,300,300.0,6127839.0
GA,60,300,165.0,6652441.0
MIMIC,60,300,257.0,2.609087665E9
RHC,60,400,400.0,8061620.0
SA,60,400,400.0,9173839.0
GA,60,400,218.0,1.0778365E7
MIMIC,60,400,332.0,4.05330578E9
RHC,60,500,500.0,8185681.0
SA,60,500,500.0,9188017.0
GA,60,500,263.0,1.0870525E7
MIMIC,60,500,405.0,7.251225647E9
RHC,60,600,598.0,1.2639283E7
SA,60,600,598.0,1.3879896E7
GA,60,600,317.0,1.7429624E7
MIMIC,60,600,470.0,9.343461853E9
RHC,60,700,697.0,1.2628649E7
SA,60,700,694.0,1.3970874E7
GA,60,700,345.0,1.8779725E7
MIMIC,60,700,535.0,1.3770749346E10
RHC,100,100,100.0,2945569.0
SA,100,100,100.0,4680064.0
GA,100,100,57.0,3663943.0
MIMIC,100,100,95.0,3.09447404E8
RHC,100,200,200.0,5592603.0
SA,100,200,200.0,7527172.0
GA,100,200,106.0,7154594.0
MIMIC,100,200,186.0,1.512608958E9
RHC,100,300,300.0,1.2466385E7
SA,100,300,300.0,1.4570701E7
GA,100,300,159.0,1.5876298E7
MIMIC,100,300,274.0,3.078012877E9
RHC,100,400,400.0,1.1748406E7
SA,100,400,400.0,1.7160234E7
GA,100,400,227.0,1.4669949E7
MIMIC,100,400,342.0,6.488990055E9
RHC,100,500,500.0,2.0088474E7
SA,100,500,500.0,1.7788811E7
GA,100,500,248.0,2.0964386E7
MIMIC,100,500,416.0,1.1504203905E10
RHC,100,600,600.0,2.8874374E7
SA,100,600,600.0,3.9252986E7
GA,100,600,294.0,5.352594E7
MIMIC,100,600,492.0,1.8525303379E10
RHC,100,700,700.0,2.1199904E7
SA,100,700,699.0,2.3110842E7
GA,100,700,357.0,2.9410792E7
MIMIC,100,700,553.0,2.3319421536E10
RHC,200,100,100.0,1.1252554E7
SA,200,100,100.0,2.5531022E7
GA,200,100,52.0,1.4705396E7
MIMIC,200,100,98.0,8.32815033E8
RHC,200,200,200.0,1.2978384E7
SA,200,200,200.0,2.0397642E7
GA,200,200,112.0,1.6916443E7
MIMIC,200,200,198.0,3.00668513E9
RHC,200,300,300.0,2.4922137E7
SA,200,300,300.0,2.7076077E7
GA,200,300,166.0,2.46685E7
MIMIC,200,300,284.0,7.752607256E9
RHC,200,400,400.0,2.6756668E7
SA,200,400,400.0,2.8586474E7
GA,200,400,214.0,2.6777936E7
MIMIC,200,400,368.0,1.3442180359E10
RHC,200,500,500.0,3.5030965E7
SA,200,500,500.0,4.0617265E7
GA,200,500,276.0,4.0306128E7
MIMIC,200,500,438.0,2.1546304392E10
RHC,200,600,600.0,6.1908543E7
SA,200,600,600.0,6.4489411E7
GA,200,600,306.0,6.9023752E7
MIMIC,200,600,511.0,3.0163120483E10
RHC,200,700,700.0,3.7036818E7
SA,200,700,700.0,4.7452057E7
GA,200,700,354.0,4.5806177E7
MIMIC,200,700,589.0,4.3011596775E10
RHC,400,100,100.0,1.1573538E7
SA,400,100,100.0,2.8566388E7
GA,400,100,52.0,1.402168E7
MIMIC,400,100,100.0,2.219186725E9
RHC,400,200,200.0,2.7530968E7
SA,400,200,200.0,4.7136981E7
GA,400,200,112.0,3.2938464E7
MIMIC,400,200,200.0,6.174013851E9
RHC,400,300,300.0,3.5106976E7
SA,400,300,300.0,5.4547574E7
GA,400,300,139.0,3.9421945E7
MIMIC,400,300,295.0,1.8149148033E10
RHC,400,400,400.0,9.6648455E7
SA,400,400,400.0,1.47582105E8
GA,400,400,210.0,1.12920568E8
MIMIC,400,400,376.0,2.8959608408E10
RHC,400,500,500.0,1.20694286E8
SA,400,500,500.0,1.66174754E8
GA,400,500,246.0,1.57628311E8
MIMIC,400,500,454.0,3.7229581879E10
RHC,400,600,600.0,7.6956584E7
SA,400,600,600.0,1.06941603E8
GA,400,600,328.0,9.4381875E7
MIMIC,400,600,530.0,5.6450531455E10
RHC,400,700,700.0,9.5647695E7
SA,400,700,700.0,2.0013761E8
GA,400,700,356.0,1.89318679E8
MIMIC,400,700,610.0,8.3795245736E10
RHC,10,100,98.0,476947.0
SA,10,100,99.0,694743.0
GA,10,100,61.0,721918.0
MIMIC,10,100,78.0,6.3681241E7
RHC,10,200,191.0,751850.0
SA,10,200,187.0,1023604.0
GA,10,200,109.0,1279209.0
MIMIC,10,200,144.0,2.21777046E8
RHC,10,300,277.0,1045660.0
SA,10,300,268.0,1169721.0
GA,10,300,163.0,1594286.0
MIMIC,10,300,201.0,4.47456311E8
RHC,10,400,342.0,1293782.0
SA,10,400,332.0,1581289.0
GA,10,400,220.0,2110617.0
MIMIC,10,400,269.0,8.29195201E8
RHC,10,500,410.0,1619886.0
SA,10,500,385.0,1783726.0
GA,10,500,267.0,2596622.0
MIMIC,10,500,322.0,1.560448952E9
RHC,10,600,458.0,1873915.0
SA,10,600,443.0,2163392.0
GA,10,600,319.0,3111378.0
MIMIC,10,600,392.0,2.242262122E9
RHC,10,700,529.0,2153152.0
SA,10,700,525.0,2365041.0
GA,10,700,356.0,3669850.0
MIMIC,10,700,445.0,2.425765281E9
RHC,30,100,100.0,921992.0
SA,30,100,100.0,1432021.0
GA,30,100,56.0,1252034.0
MIMIC,30,100,89.0,1.0343441E8
RHC,30,200,200.0,1723073.0
SA,30,200,200.0,2218136.0
GA,30,200,99.0,2430026.0
MIMIC,30,200,169.0,4.14409146E8
RHC,30,300,299.0,2690358.0
SA,30,300,300.0,3193691.0
GA,30,300,160.0,3691906.0
MIMIC,30,300,231.0,1.24048194E9
RHC,30,400,393.0,4434698.0
SA,30,400,394.0,5008531.0
GA,30,400,209.0,6495690.0
MIMIC,30,400,303.0,2.576738E9
RHC,30,500,488.0,4643436.0
SA,30,500,490.0,1.3187123E7
GA,30,500,265.0,1.5233937E7
MIMIC,30,500,363.0,3.819723221E9
RHC,30,600,575.0,4907313.0
SA,30,600,576.0,5298795.0
GA,30,600,310.0,1.0236827E7
MIMIC,30,600,425.0,5.549280287E9
RHC,30,700,666.0,6248749.0
SA,30,700,655.0,6917893.0
GA,30,700,372.0,1.0058416E7
MIMIC,30,700,495.0,7.897490339E9
RHC,60,100,100.0,3134221.0
SA,60,100,100.0,5387804.0
GA,60,100,61.0,4598144.0
MIMIC,60,100,93.0,3.00903324E8
RHC,60,200,200.0,4196422.0
SA,60,200,200.0,5621748.0
GA,60,200,117.0,5865932.0
MIMIC,60,200,176.0,9.40367883E8
RHC,60,300,300.0,1.0748826E7
SA,60,300,300.0,9240792.0
GA,60,300,160.0,9087193.0
MIMIC,60,300,255.0,2.641716173E9
RHC,60,400,400.0,7865485.0
SA,60,400,400.0,9372731.0
GA,60,400,239.0,1.0828383E7
MIMIC,60,400,325.0,4.618782561E9
RHC,60,500,499.0,1.3874776E7
SA,60,500,499.0,9542478.0
GA,60,500,286.0,1.1581021E7
MIMIC,60,500,396.0,6.642207298E9
RHC,60,600,596.0,1.6262266E7
SA,60,600,597.0,1.8544993E7
GA,60,600,321.0,2.3770533E7
MIMIC,60,600,471.0,9.876951306E9
RHC,60,700,697.0,1.2629831E7
SA,60,700,695.0,2.7961834E7
GA,60,700,357.0,4.0062732E7
MIMIC,60,700,535.0,1.5126305795E10
RHC,100,100,100.0,2870345.0
SA,100,100,100.0,7029745.0
GA,100,100,63.0,4624532.0
MIMIC,100,100,94.0,3.22489591E8
RHC,100,200,200.0,5622142.0
SA,100,200,200.0,7360969.0
GA,100,200,106.0,7017535.0
MIMIC,100,200,189.0,1.57156563E9
RHC,100,300,300.0,1.0739768E7
SA,100,300,300.0,1.3151676E7
GA,100,300,168.0,1.342146E7
MIMIC,100,300,270.0,3.575276834E9
RHC,100,400,400.0,1.737094E7
SA,100,400,400.0,1.9439022E7
GA,100,400,218.0,2.2917464E7
MIMIC,100,400,343.0,5.913012963E9
RHC,100,500,500.0,1.3703847E7
SA,100,500,500.0,1.5149653E7
GA,100,500,251.0,1.7238215E7
MIMIC,100,500,420.0,9.645005963E9
RHC,100,600,600.0,1.8816353E7
SA,100,600,600.0,2.3629143E7
GA,100,600,315.0,2.5141115E7
MIMIC,100,600,492.0,1.4489906533E10
RHC,100,700,700.0,2.1066785E7
SA,100,700,699.0,2.0099895E7
GA,100,700,364.0,2.4362482E7
MIMIC,100,700,557.0,2.4074811703E10
RHC,200,100,100.0,1.2939E7
SA,200,100,100.0,2.6547536E7
GA,200,100,62.0,1.5814858E7
MIMIC,200,100,98.0,1.020561876E9
RHC,200,200,200.0,2.1280643E7
SA,200,200,200.0,3.1584424E7
GA,200,200,110.0,2.6716102E7
MIMIC,200,200,198.0,3.649823085E9
RHC,200,300,300.0,2.3210485E7
SA,200,300,300.0,2.6635758E7
GA,200,300,167.0,2.4662199E7
MIMIC,200,300,283.0,8.260109221E9
RHC,200,400,400.0,3.2535167E7
SA,200,400,400.0,3.5292083E7
GA,200,400,205.0,3.7560632E7
MIMIC,200,400,369.0,1.4869485181E10
RHC,200,500,500.0,5.5399855E7
SA,200,500,500.0,7.5307947E7
GA,200,500,278.0,8.5957131E7
MIMIC,200,500,447.0,2.0520430331E10
RHC,200,600,600.0,3.3134599E7
SA,200,600,600.0,6.7032076E7
GA,200,600,309.0,1.02443495E8
MIMIC,200,600,520.0,3.070702557E10
RHC,200,700,700.0,4.0726361E7
SA,200,700,700.0,4.1852759E7
GA,200,700,371.0,4.5767187E7
MIMIC,200,700,584.0,4.5851049283E10
RHC,400,100,100.0,1.3558125E7
SA,400,100,100.0,3.4993549E7
GA,400,100,54.0,1.6906598E7
MIMIC,400,100,100.0,1.647788873E9
RHC,400,200,200.0,3.5709165E7
SA,400,200,200.0,5.9466308E7
GA,400,200,118.0,3.97768E7
MIMIC,400,200,200.0,7.033815952E9
RHC,400,300,300.0,5.5143856E7
SA,400,300,300.0,1.13723224E8
GA,400,300,171.0,1.02119754E8
MIMIC,400,300,297.0,1.479776477E10
RHC,400,400,400.0,6.2747827E7
SA,400,400,400.0,1.4462669E8
GA,400,400,208.0,1.34786859E8
MIMIC,400,400,377.0,2.5326652536E10
RHC,400,500,500.0,1.10771354E8
SA,400,500,500.0,1.60877534E8
GA,400,500,282.0,1.70480665E8
MIMIC,400,500,463.0,4.0611563771E10
RHC,400,600,600.0,8.2161644E7
SA,400,600,600.0,1.33376893E8
GA,400,600,309.0,1.93543064E8
MIMIC,400,600,534.0,6.3464412138E10
RHC,400,700,700.0,1.35955398E8
SA,400,700,700.0,1.50207872E8
GA,400,700,359.0,1.38039234E8
MIMIC,400,700,607.0,8.8787313692E10
RHC,10,100,100.0,385181.0
SA,10,100,99.0,545476.0
GA,10,100,59.0,562017.0
MIMIC,10,100,78.0,5.1244787E7
RHC,10,200,195.0,669143.0
SA,10,200,193.0,890878.0
GA,10,200,115.0,1092527.0
MIMIC,10,200,144.0,2.05775505E8
RHC,10,300,272.0,1050385.0
SA,10,300,268.0,1205167.0
GA,10,300,164.0,1578139.0
MIMIC,10,300,207.0,4.59626524E8
RHC,10,400,346.0,1402483.0
SA,10,400,336.0,1534422.0
GA,10,400,222.0,2116131.0
MIMIC,10,400,257.0,8.45039203E8
RHC,10,500,398.0,1380428.0
SA,10,500,412.0,1550569.0
GA,10,500,279.0,2194900.0
MIMIC,10,500,325.0,1.123352742E9
RHC,10,600,465.0,1811689.0
SA,10,600,457.0,1843590.0
GA,10,600,326.0,2618678.0
MIMIC,10,600,385.0,1.680951829E9
RHC,10,700,518.0,1862495.0
SA,10,700,518.0,2042482.0
GA,10,700,361.0,2962111.0
MIMIC,10,700,439.0,3.166991589E9
RHC,30,100,100.0,1026361.0
SA,30,100,100.0,1675812.0
GA,30,100,56.0,1497400.0
MIMIC,30,100,90.0,1.27736634E8
RHC,30,200,200.0,1945596.0
SA,30,200,200.0,2593471.0
GA,30,200,109.0,2979439.0
MIMIC,30,200,165.0,5.38781946E8
RHC,30,300,299.0,5482721.0
SA,30,300,297.0,6783592.0
GA,30,300,167.0,9273482.0
MIMIC,30,300,238.0,1.351135928E9
RHC,30,400,396.0,3937272.0
SA,30,400,393.0,4516618.0
GA,30,400,224.0,5858449.0
MIMIC,30,400,302.0,1.852362362E9
RHC,30,500,486.0,4142859.0
SA,30,500,487.0,4588691.0
GA,30,500,277.0,6014018.0
MIMIC,30,500,360.0,2.996131651E9
RHC,30,600,579.0,7714642.0
SA,30,600,570.0,8882393.0
GA,30,600,321.0,1.3045338E7
MIMIC,30,600,436.0,6.373544151E9
RHC,30,700,652.0,6316097.0
SA,30,700,652.0,6974212.0
GA,30,700,368.0,1.0009973E7
MIMIC,30,700,498.0,8.327355155E9
RHC,60,100,100.0,2428450.0
SA,60,100,100.0,4084569.0
GA,60,100,60.0,3457568.0
MIMIC,60,100,92.0,2.49254451E8
RHC,60,200,200.0,3860866.0
SA,60,200,200.0,5218057.0
GA,60,200,103.0,5576061.0
MIMIC,60,200,178.0,1.200414088E9
RHC,60,300,300.0,5974240.0
SA,60,300,300.0,7079369.0
GA,60,300,152.0,1.4651439E7
MIMIC,60,300,258.0,2.603288293E9
RHC,60,400,399.0,7945435.0
SA,60,400,400.0,9379032.0
GA,60,400,212.0,1.0838623E7
MIMIC,60,400,333.0,4.277723559E9
RHC,60,500,500.0,8048229.0
SA,60,500,500.0,9100977.0
GA,60,500,265.0,1.1042634E7
MIMIC,60,500,400.0,6.655418051E9
RHC,60,600,597.0,1.1301391E7
SA,60,600,599.0,1.2644797E7
GA,60,600,304.0,1.5815252E7
MIMIC,60,600,463.0,8.299358662E9
RHC,60,700,694.0,1.093472E7
SA,60,700,695.0,1.1912245E7
GA,60,700,371.0,1.5697492E7
MIMIC,60,700,516.0,1.4794199682E10
RHC,100,100,100.0,2909729.0
SA,100,100,100.0,4790735.0
GA,100,100,67.0,3718687.0
MIMIC,100,100,97.0,3.15489778E8
RHC,100,200,200.0,5732418.0
SA,100,200,200.0,7635873.0
GA,100,200,105.0,7455098.0
MIMIC,100,200,189.0,1.233223766E9
RHC,100,300,300.0,8686258.0
SA,100,300,300.0,1.0219498E7
GA,100,300,161.0,1.0493615E7
MIMIC,100,300,269.0,3.578285418E9
RHC,100,400,400.0,1.8342951E7
SA,100,400,400.0,1.9779699E7
GA,100,400,215.0,2.2984418E7
MIMIC,100,400,348.0,6.467978408E9
RHC,100,500,500.0,1.6599791E7
SA,100,500,500.0,1.9215712E7
