Algorithm,Iteration,N,Evaluation,TrainingTime
RHC,400,400,400.0,1.07995138E8
SA,400,400,400.0,1.45658171E8
GA,400,400,202.0,1.23573689E8
MIMIC,400,400,380.0,2.8073393859E10
RHC,400,500,500.0,8.6588859E7
SA,400,500,500.0,1.66258643E8
GA,400,500,259.0,1.57963473E8
MIMIC,400,500,464.0,3.985671396E10
RHC,400,600,600.0,6.8422745E7
SA,400,600,600.0,1.26397166E8
GA,400,600,319.0,1.94334299E8
MIMIC,400,600,535.0,5.8753013705E10
RHC,400,700,700.0,1.42894952E8
SA,400,700,700.0,1.91541148E8
GA,400,700,384.0,1.66335443E8
MIMIC,400,700,603.0,8.0100648348E10
RHC,10,100,100.0,364700.0
SA,10,100,100.0,557291.0
GA,10,100,66.0,553746.0
MIMIC,10,100,74.0,5.0394869E7
RHC,10,200,189.0,686472.0
SA,10,200,179.0,813685.0
GA,10,200,114.0,1083075.0
MIMIC,10,200,144.0,2.00810691E8
RHC,10,300,272.0,1045660.0
SA,10,300,256.0,1192958.0
GA,10,300,169.0,1589953.0
MIMIC,10,300,211.0,5.44043327E8
RHC,10,400,349.0,2397730.0
SA,10,400,346.0,2908154.0
GA,10,400,229.0,4465024.0
MIMIC,10,400,270.0,1.026344706E9
RHC,10,500,413.0,6772170.0
SA,10,500,414.0,3458749.0
GA,10,500,287.0,5529588.0
MIMIC,10,500,318.0,1.591839998E9
RHC,10,600,466.0,2016094.0
SA,10,600,450.0,2083442.0
GA,10,600,323.0,3116104.0
MIMIC,10,600,389.0,1.738676554E9
RHC,10,700,535.0,1895972.0
SA,10,700,531.0,1990100.0
GA,10,700,368.0,2985347.0
MIMIC,10,700,449.0,2.350374626E9
RHC,30,100,100.0,906632.0
SA,30,100,100.0,1395000.0
GA,30,100,60.0,1213438.0
MIMIC,30,100,89.0,1.05569445E8
RHC,30,200,200.0,1692747.0
SA,30,200,200.0,2292968.0
GA,30,200,112.0,2415059.0
MIMIC,30,200,163.0,4.10478963E8
RHC,30,300,299.0,2655699.0
SA,30,300,298.0,3121618.0
GA,30,300,169.0,3719081.0
MIMIC,30,300,232.0,9.38459703E8
RHC,30,400,394.0,3403217.0
SA,30,400,395.0,4013283.0
GA,30,400,233.0,4891952.0
MIMIC,30,400,302.0,2.522458635E9
RHC,30,500,491.0,4702513.0
SA,30,500,483.0,5334635.0
GA,30,500,270.0,7197917.0
MIMIC,30,500,369.0,3.120370546E9
RHC,30,600,582.0,8625606.0
SA,30,600,573.0,9822502.0
GA,30,600,284.0,1.4779439E7
MIMIC,30,600,431.0,6.252091712E9
RHC,30,700,653.0,6313734.0
SA,30,700,653.0,6961215.0
GA,30,700,369.0,1.0050144E7
MIMIC,30,700,491.0,7.982103276E9
RHC,60,100,100.0,2281546.0
SA,60,100,100.0,3863229.0
GA,60,100,62.0,3116892.0
MIMIC,60,100,92.0,2.4709224E8
RHC,60,200,200.0,3870318.0
SA,60,200,200.0,5374807.0
GA,60,200,104.0,5536283.0
MIMIC,60,200,178.0,1.183941116E9
RHC,60,300,300.0,7034471.0
SA,60,300,300.0,7876513.0
GA,60,300,170.0,9075377.0
MIMIC,60,300,256.0,2.619762842E9
RHC,60,400,400.0,8231760.0
SA,60,400,400.0,9021814.0
GA,60,400,194.0,1.0748826E7
MIMIC,60,400,328.0,4.951991045E9
RHC,60,500,499.0,9403056.0
SA,60,500,498.0,1.0799238E7
GA,60,500,280.0,1.3355688E7
MIMIC,60,500,396.0,6.750060258E9
RHC,60,600,599.0,1.1343138E7
SA,60,600,598.0,1.6035806E7
GA,60,600,303.0,1.6118906E7
MIMIC,60,600,460.0,1.1231740938E10
RHC,60,700,698.0,1.0780728E7
SA,60,700,695.0,1.2000466E7
GA,60,700,365.0,1.5253629E7
MIMIC,60,700,533.0,1.3774577128E10
RHC,100,100,100.0,2873890.0
SA,100,100,100.0,4917946.0
GA,100,100,62.0,3853776.0
MIMIC,100,100,97.0,3.57954179E8
RHC,100,200,200.0,1.2382102E7
SA,100,200,200.0,1.7238609E7
GA,100,200,104.0,1.8489068E7
MIMIC,100,200,184.0,2.180148385E9
RHC,100,300,300.0,1.3180821E7
SA,100,300,300.0,1.491886E7
GA,100,300,151.0,1.6593096E7
MIMIC,100,300,269.0,4.443194511E9
RHC,100,400,400.0,1.8463861E7
SA,100,400,400.0,2.931233E7
GA,100,400,214.0,3.614279E7
MIMIC,100,400,345.0,7.581526371E9
RHC,100,500,500.0,2.7383276E7
SA,100,500,500.0,3.1238234E7
GA,100,500,265.0,4.0878385E7
MIMIC,100,500,422.0,1.1733066621E10
RHC,100,600,600.0,2.9847172E7
SA,100,600,599.0,3.2487511E7
GA,100,600,311.0,4.0458546E7
MIMIC,100,600,488.0,1.5281181126E10
RHC,100,700,700.0,2.3909167E7
SA,100,700,699.0,2.9797941E7
GA,100,700,385.0,3.3479213E7
MIMIC,100,700,551.0,2.2820198198E10
RHC,200,100,100.0,6787136.0
SA,200,100,100.0,1.4258381E7
GA,200,100,68.0,8628363.0
MIMIC,200,100,99.0,1.117832606E9
RHC,200,200,200.0,2.1126256E7
SA,200,200,200.0,3.453275E7
GA,200,200,118.0,2.6771634E7
MIMIC,200,200,192.0,3.918335783E9
RHC,200,300,300.0,2.8337563E7
SA,200,300,300.0,4.2632966E7
GA,200,300,158.0,3.5975011E7
MIMIC,200,300,282.0,7.386035742E9
RHC,200,400,400.0,4.7953028E7
SA,200,400,400.0,6.6952914E7
GA,200,400,217.0,6.7524383E7
MIMIC,200,400,362.0,1.5000444258E10
RHC,200,500,500.0,5.8299345E7
SA,200,500,500.0,7.2969294E7
GA,200,500,240.0,8.522064E7
MIMIC,200,500,439.0,2.2431538659E10
RHC,200,600,600.0,3.3203916E7
SA,200,600,600.0,4.2296228E7
GA,200,600,303.0,4.0836244E7
MIMIC,200,600,510.0,2.7499586069E10
RHC,200,700,700.0,3.5979737E7
SA,200,700,700.0,4.1800377E7
GA,200,700,379.0,4.9222391E7
MIMIC,200,700,578.0,4.1379291142E10
RHC,400,100,100.0,1.3211935E7
SA,400,100,100.0,3.8972174E7
GA,400,100,58.0,1.6808136E7
MIMIC,400,100,100.0,1.430979793E9
RHC,400,200,200.0,2.6316349E7
SA,400,200,200.0,5.0553589E7
GA,400,200,116.0,3.2942009E7
MIMIC,400,200,200.0,7.631753856E9
RHC,400,300,300.0,6.9343554E7
SA,400,300,300.0,1.20478066E8
GA,400,300,162.0,9.3825372E7
MIMIC,400,300,292.0,1.6915573352E10
RHC,400,400,400.0,9.1034584E7
SA,400,400,400.0,1.43813793E8
GA,400,400,208.0,1.30737341E8
MIMIC,400,400,378.0,2.7421238423E10
RHC,400,500,500.0,1.09696156E8
SA,400,500,500.0,1.61907834E8
GA,400,500,258.0,1.52168434E8
MIMIC,400,500,456.0,4.0454621538E10
RHC,400,600,600.0,1.10937163E8
SA,400,600,600.0,1.88498299E8
GA,400,600,322.0,1.7956195E8
MIMIC,400,600,537.0,6.4207808535E10
RHC,400,700,700.0,1.53477575E8
SA,400,700,700.0,2.07012179E8
GA,400,700,346.0,1.85648435E8
MIMIC,400,700,604.0,8.8822299363E10
RHC,10,100,100.0,380455.0
SA,10,100,98.0,539568.0
GA,10,100,62.0,554928.0
MIMIC,10,100,79.0,5.2034841E7
RHC,10,200,198.0,688048.0
SA,10,200,191.0,900331.0
GA,10,200,127.0,1081105.0
MIMIC,10,200,150.0,3.68491509E8
RHC,10,300,279.0,1499763.0
SA,10,300,270.0,1757732.0
GA,10,300,167.0,2550148.0
MIMIC,10,300,209.0,7.75995365E8
RHC,10,400,360.0,1687233.0
SA,10,400,328.0,1888094.0
GA,10,400,223.0,2706112.0
MIMIC,10,400,263.0,1.107528038E9
RHC,10,500,416.0,1583652.0
SA,10,500,404.0,1782544.0
GA,10,500,264.0,2595047.0
MIMIC,10,500,331.0,1.325395775E9
RHC,10,600,479.0,1708107.0
SA,10,600,455.0,1779787.0
GA,10,600,302.0,2621435.0
MIMIC,10,600,393.0,1.60300433E9
RHC,10,700,523.0,1818777.0
SA,10,700,540.0,2009398.0
GA,10,700,365.0,3004252.0
MIMIC,10,700,452.0,3.038320754E9
RHC,30,100,100.0,1113007.0
SA,30,100,100.0,1813264.0
GA,30,100,59.0,1627369.0
MIMIC,30,100,88.0,1.27351848E8
RHC,30,200,200.0,1938112.0
SA,30,200,199.0,2682874.0
GA,30,200,113.0,2947538.0
MIMIC,30,200,166.0,5.1662618E8
RHC,30,300,300.0,2978258.0
SA,30,300,299.0,3572965.0
GA,30,300,171.0,4387436.0
MIMIC,30,300,231.0,1.407102134E9
RHC,30,400,394.0,4026280.0
SA,30,400,395.0,4718660.0
GA,30,400,198.0,5772196.0
MIMIC,30,400,299.0,2.057627051E9
RHC,30,500,483.0,4752531.0
SA,30,500,492.0,5396468.0
GA,30,500,283.0,6600059.0
MIMIC,30,500,370.0,3.728531887E9
RHC,30,600,577.0,5748172.0
SA,30,600,567.0,6302706.0
GA,30,600,335.0,8570074.0
MIMIC,30,600,436.0,6.005116444E9
RHC,30,700,661.0,6329882.0
SA,30,700,658.0,7004145.0
GA,30,700,364.0,9938686.0
MIMIC,30,700,494.0,6.732866548E9
RHC,60,100,100.0,1720316.0
SA,60,100,100.0,2838049.0
GA,60,100,54.0,2235859.0
MIMIC,60,100,94.0,1.97048287E8
RHC,60,200,200.0,3481986.0
SA,60,200,200.0,4440999.0
GA,60,200,115.0,4576483.0
MIMIC,60,200,176.0,7.77350587E8
RHC,60,300,300.0,5241293.0
SA,60,300,300.0,6236934.0
GA,60,300,167.0,6784773.0
MIMIC,60,300,253.0,1.74907919E9
RHC,60,400,400.0,7140416.0
SA,60,400,400.0,7933620.0
GA,60,400,204.0,9168719.0
MIMIC,60,400,329.0,3.415587924E9
RHC,60,500,499.0,1.2967356E7
SA,60,500,500.0,1.503977E7
GA,60,500,248.0,2.0041999E7
MIMIC,60,500,393.0,6.794626611E9
RHC,60,600,595.0,1.1299422E7
SA,60,600,599.0,1.2601081E7
GA,60,600,300.0,1.609567E7
MIMIC,60,600,461.0,1.0669623657E10
RHC,60,700,695.0,1.8413844E7
SA,60,700,697.0,1.3995293E7
GA,60,700,387.0,1.8770667E7
MIMIC,60,700,537.0,1.2995457783E10
RHC,100,100,100.0,3388645.0
SA,100,100,100.0,5788344.0
GA,100,100,57.0,4472113.0
MIMIC,100,100,95.0,4.28280771E8
RHC,100,200,200.0,1.2154854E7
SA,100,200,200.0,1.7231126E7
GA,100,200,122.0,1.857847E7
MIMIC,100,200,184.0,1.671151777E9
RHC,100,300,300.0,1.00722E7
SA,100,300,300.0,1.208593E7
GA,100,300,150.0,1.2699542E7
MIMIC,100,300,272.0,2.914729342E9
RHC,100,400,400.0,1.1445932E7
SA,100,400,400.0,1.3230445E7
GA,100,400,204.0,1.4860965E7
MIMIC,100,400,347.0,5.599801187E9
RHC,100,500,500.0,1.3351355E7
SA,100,500,500.0,1.5016533E7
GA,100,500,255.0,1.7278781E7
MIMIC,100,500,415.0,1.0152838758E10
RHC,100,600,600.0,1.8905362E7
SA,100,600,600.0,2.0936029E7
GA,100,600,286.0,2.5067072E7
MIMIC,100,600,499.0,1.4101860998E10
RHC,100,700,699.0,1.8122397E7
SA,100,700,699.0,2.663497E7
GA,100,700,362.0,6.2112949E7
MIMIC,100,700,561.0,2.3057493931E10
RHC,200,100,100.0,5807249.0
SA,200,100,100.0,1.1948479E7
GA,200,100,59.0,9623216.0
MIMIC,200,100,99.0,6.05162997E8
RHC,200,200,200.0,1.1748799E7
SA,200,200,200.0,2.0568571E7
GA,200,200,104.0,1.4551403E7
MIMIC,200,200,194.0,3.695765139E9
RHC,200,300,300.0,3.2087759E7
SA,200,300,300.0,4.5596652E7
GA,200,300,172.0,3.9991052E7
MIMIC,200,300,285.0,7.629503424E9
RHC,200,400,400.0,3.0634469E7
SA,200,400,400.0,3.6214863E7
GA,200,400,202.0,3.2474514E7
MIMIC,200,400,359.0,1.3233363187E10
RHC,200,500,500.0,3.2667105E7
SA,200,500,500.0,3.3602093E7
GA,200,500,254.0,3.3497725E7
MIMIC,200,500,434.0,2.3735123281E10
RHC,200,600,600.0,6.1422144E7
SA,200,600,600.0,8.4293134E7
GA,200,600,305.0,1.02620332E8
MIMIC,200,600,509.0,3.0037692965E10
RHC,200,700,700.0,4.0242325E7
SA,200,700,700.0,4.5456049E7
GA,200,700,358.0,4.6804182E7
MIMIC,200,700,592.0,4.4293286356E10
RHC,400,100,100.0,1.0682266E7
SA,400,100,100.0,3.3675742E7
GA,400,100,58.0,1.3911404E7
MIMIC,400,100,100.0,2.189217855E9
RHC,400,200,200.0,3.271673E7
SA,400,200,200.0,5.0040802E7
GA,400,200,118.0,3.5269241E7
MIMIC,400,200,200.0,7.044096102E9
RHC,400,300,300.0,6.3007372E7
SA,400,300,300.0,1.17265469E8
GA,400,300,163.0,1.00665284E8
MIMIC,400,300,292.0,1.5263199725E10
RHC,400,400,400.0,5.1370818E7
SA,400,400,400.0,6.5557126E7
GA,400,400,186.0,6.8119483E7
MIMIC,400,400,383.0,2.602762746E10
RHC,400,500,500.0,1.17319426E8
SA,400,500,500.0,1.6362815E8
GA,400,500,260.0,1.59383286E8
MIMIC,400,500,458.0,4.4434043515E10
RHC,400,600,600.0,1.13984344E8
SA,400,600,600.0,1.85207328E8
GA,400,600,301.0,1.62492694E8
MIMIC,400,600,533.0,6.1297310273E10
RHC,400,700,700.0,8.8406061E7
SA,400,700,700.0,1.3303149E8
GA,400,700,367.0,2.21691188E8
MIMIC,400,700,609.0,8.4501447382E10
RHC,10,100,99.0,341858.0
SA,10,100,100.0,550990.0
GA,10,100,65.0,556503.0
MIMIC,10,100,77.0,5.0294833E7
RHC,10,200,195.0,581315.0
SA,10,200,192.0,743974.0
GA,10,200,109.0,858976.0
MIMIC,10,200,143.0,1.64891212E8
RHC,10,300,270.0,914115.0
SA,10,300,269.0,1045265.0
GA,10,300,174.0,1325289.0
MIMIC,10,300,215.0,4.54565218E8
RHC,10,400,352.0,2406001.0
SA,10,400,338.0,2972350.0
GA,10,400,213.0,4477234.0
MIMIC,10,400,263.0,1.030123258E9
RHC,10,500,405.0,1607676.0
SA,10,500,403.0,1782150.0
GA,10,500,261.0,2602530.0
MIMIC,10,500,323.0,1.614951234E9
RHC,10,600,460.0,1882974.0
SA,10,600,462.0,2056267.0
GA,10,600,330.0,3102713.0
MIMIC,10,600,385.0,2.241393693E9
RHC,10,700,539.0,2233497.0
SA,10,700,532.0,2417423.0
GA,10,700,372.0,3766737.0
MIMIC,10,700,443.0,3.110968671E9
RHC,30,100,100.0,1001548.0
SA,30,100,100.0,1727406.0
GA,30,100,61.0,1538360.0
MIMIC,30,100,93.0,1.19160652E8
RHC,30,200,200.0,1704169.0
SA,30,200,200.0,2194900.0
GA,30,200,112.0,2438690.0
MIMIC,30,200,160.0,4.17699329E8
RHC,30,300,299.0,2612770.0
SA,30,300,299.0,3105864.0
GA,30,300,156.0,3596201.0
MIMIC,30,300,228.0,9.31741489E8
RHC,30,400,393.0,1.0224618E7
SA,30,400,395.0,8633089.0
GA,30,400,212.0,1.2337597E7
MIMIC,30,400,306.0,2.611410171E9
RHC,30,500,484.0,4722205.0
SA,30,500,488.0,5411828.0
GA,30,500,269.0,7190828.0
MIMIC,30,500,362.0,3.768201166E9
RHC,30,600,575.0,5745021.0
SA,30,600,568.0,6368872.0
GA,30,600,337.0,8579133.0
MIMIC,30,600,422.0,5.973668291E9
RHC,30,700,662.0,5450819.0
SA,30,700,654.0,6056159.0
GA,30,700,353.0,8160474.0
MIMIC,30,700,509.0,8.141979262E9
RHC,60,100,100.0,1969226.0
SA,60,100,100.0,3399279.0
GA,60,100,62.0,2790001.0
MIMIC,60,100,94.0,2.4034055E8
RHC,60,200,200.0,3841567.0
SA,60,200,200.0,5373625.0
GA,60,200,114.0,5496505.0
MIMIC,60,200,179.0,1.221011804E9
RHC,60,300,300.0,6058523.0
SA,60,300,300.0,1.1179299E7
GA,60,300,156.0,8171502.0
MIMIC,60,300,256.0,2.643977633E9
RHC,60,400,400.0,7989152.0
SA,60,400,399.0,9252214.0
GA,60,400,218.0,1.0640912E7
MIMIC,60,400,328.0,6.268802175E9
RHC,60,500,500.0,1.7414658E7
SA,60,500,498.0,1.9779305E7
GA,60,500,247.0,2.4229757E7
MIMIC,60,500,407.0,7.224660387E9
RHC,60,600,600.0,9906390.0
SA,60,600,597.0,1.3394678E7
GA,60,600,317.0,1.4024438E7
MIMIC,60,600,471.0,1.0888042384E10
RHC,60,700,695.0,1.3874383E7
SA,60,700,694.0,1.3877533E7
GA,60,700,355.0,1.8845104E7
MIMIC,60,700,541.0,1.3591884502E10
RHC,100,100,100.0,3398097.0
SA,100,100,100.0,5814732.0
GA,100,100,57.0,4483142.0
MIMIC,100,100,97.0,6.18904259E8
RHC,100,200,200.0,7321584.0
SA,100,200,200.0,1.0294722E7
GA,100,200,113.0,1.0222648E7
MIMIC,100,200,192.0,1.711607566E9
RHC,100,300,300.0,1.2715296E7
SA,100,300,300.0,1.5859757E7
GA,100,300,165.0,1.6600185E7
MIMIC,100,300,269.0,3.042901963E9
RHC,100,400,400.0,1.161883E7
SA,100,400,400.0,1.6764812E7
GA,100,400,195.0,1.4192609E7
MIMIC,100,400,344.0,6.084584973E9
RHC,100,500,500.0,1.6721884E7
SA,100,500,500.0,1.5968064E7
GA,100,500,255.0,1.8120428E7
MIMIC,100,500,422.0,1.0637544957E10
RHC,100,600,599.0,2.0023882E7
SA,100,600,600.0,1.8309081E7
GA,100,600,306.0,2.122393E7
MIMIC,100,600,484.0,1.6270979746E10
RHC,100,700,700.0,2.5746455E7
SA,100,700,700.0,2.0969112E7
GA,100,700,368.0,2.4131689E7
MIMIC,100,700,555.0,2.1451734258E10
RHC,200,100,100.0,6418497.0
SA,200,100,100.0,1.5304828E7
GA,200,100,56.0,8594098.0
MIMIC,200,100,97.0,7.3261685E8
RHC,200,200,200.0,1.6609244E7
SA,200,200,200.0,2.0530367E7
GA,200,200,107.0,1.6799866E7
MIMIC,200,200,194.0,2.45336911E9
RHC,200,300,300.0,1.7370153E7
SA,200,300,300.0,2.316283E7
GA,200,300,156.0,4.5184296E7
MIMIC,200,300,282.0,7.908885071E9
RHC,200,400,400.0,4.8888412E7
SA,200,400,400.0,6.0392239E7
GA,200,400,193.0,5.9470246E7
MIMIC,200,400,361.0,1.4374965145E10
RHC,200,500,500.0,2.6847647E7
SA,200,500,500.0,3.6298752E7
GA,200,500,280.0,3.3903779E7
MIMIC,200,500,443.0,2.1363778757E10
RHC,200,600,600.0,4.0059187E7
SA,200,600,600.0,8.6585314E7
GA,200,600,318.0,1.03125241E8
MIMIC,200,600,520.0,3.3308795195E10
RHC,200,700,700.0,5.0051043E7
SA,200,700,700.0,5.5195843E7
GA,200,700,356.0,5.8057917E7
MIMIC,200,700,574.0,4.2342947097E10
RHC,400,100,100.0,1.7044443E7
SA,400,100,100.0,2.8426572E7
GA,400,100,73.0,1.4050825E7
MIMIC,400,100,100.0,1.176611261E9
RHC,400,200,200.0,2.3570066E7
SA,400,200,200.0,4.2162321E7
GA,400,200,115.0,2.741951E7
MIMIC,400,200,200.0,5.742212497E9
RHC,400,300,300.0,4.0472331E7
SA,400,300,300.0,5.1616972E7
GA,400,300,161.0,4.008203E7
MIMIC,400,300,291.0,1.5398766398E10
RHC,400,400,400.0,8.7058322E7
SA,400,400,400.0,1.45506146E8
GA,400,400,195.0,1.3799276E8
MIMIC,400,400,378.0,2.6160734963E10
RHC,400,500,500.0,1.03621486E8
SA,400,500,500.0,1.59463236E8
GA,400,500,256.0,1.54528749E8
MIMIC,400,500,458.0,4.1210617045E10
RHC,400,600,600.0,1.29276569E8
SA,400,600,600.0,1.80922685E8
GA,400,600,290.0,1.52249959E8
MIMIC,400,600,533.0,6.5055489258E10
RHC,400,700,700.0,1.3711921E8
SA,400,700,700.0,2.02506589E8
GA,400,700,360.0,2.02675549E8
MIMIC,400,700,608.0,8.1974834073E10
RHC,10,100,100.0,323347.0
SA,10,100,99.0,451741.0
GA,10,100,62.0,487975.0
MIMIC,10,100,79.0,4.3332435E7
RHC,10,200,192.0,555322.0
SA,10,200,188.0,754213.0
GA,10,200,114.0,935777.0
MIMIC,10,200,142.0,1.71895751E8
RHC,10,300,271.0,892454.0
SA,10,300,259.0,1038177.0
GA,10,300,170.0,1318594.0
MIMIC,10,300,208.0,3.72061717E8
RHC,10,400,341.0,1118915.0
SA,10,400,346.0,1315050.0
GA,10,400,216.0,1724649.0
MIMIC,10,400,267.0,6.93513919E8
RHC,10,500,407.0,1394606.0
SA,10,500,399.0,1462347.0
GA,10,500,273.0,2142518.0
MIMIC,10,500,318.0,1.373402367E9
RHC,10,600,473.0,2452475.0
SA,10,600,457.0,2589139.0
GA,10,600,313.0,4254317.0
MIMIC,10,600,387.0,1.937875236E9
RHC,10,700,544.0,1858556.0
SA,10,700,498.0,1932205.0
GA,10,700,359.0,2945569.0
MIMIC,10,700,451.0,2.970906254E9
RHC,30,100,100.0,1068108.0
SA,30,100,100.0,1670297.0
GA,30,100,58.0,1493461.0
MIMIC,30,100,88.0,1.2484384E8
RHC,30,200,200.0,2012944.0
SA,30,200,200.0,2684056.0
GA,30,200,120.0,2968018.0
MIMIC,30,200,164.0,4.92788693E8
RHC,30,300,300.0,2621435.0
SA,30,300,300.0,3094443.0
GA,30,300,171.0,3627709.0
MIMIC,30,300,238.0,9.30658415E8
RHC,30,400,392.0,3491439.0
SA,30,400,395.0,4123560.0
GA,30,400,217.0,4801368.0
MIMIC,30,400,296.0,1.715562167E9
RHC,30,500,495.0,4181456.0
SA,30,500,487.0,4591842.0
GA,30,500,264.0,9525936.0
MIMIC,30,500,367.0,3.618293799E9
RHC,30,600,579.0,5622142.0
SA,30,600,579.0,6157771.0
GA,30,600,319.0,8613397.0
MIMIC,30,600,421.0,4.806021737E9
RHC,30,700,658.0,7082914.0
SA,30,700,661.0,7819798.0
GA,30,700,379.0,1.1796848E7
MIMIC,30,700,484.0,7.902930524E9
RHC,60,100,100.0,1728587.0
SA,60,100,100.0,2718320.0
GA,60,100,63.0,2395367.0
MIMIC,60,100,93.0,1.98896209E8
RHC,60,200,200.0,3521765.0
SA,60,200,200.0,4497320.0
GA,60,200,125.0,4526071.0
MIMIC,60,200,178.0,9.73020416E8
RHC,60,300,300.0,9168718.0
SA,60,300,300.0,1.0819718E7
GA,60,300,159.0,1.2131223E7
MIMIC,60,300,261.0,3.150307121E9
RHC,60,400,399.0,1.0456593E7
SA,60,400,400.0,1.2406521E7
GA,60,400,213.0,1.5249691E7
MIMIC,60,400,326.0,4.085536504E9
RHC,60,500,500.0,8032475.0
SA,60,500,499.0,9236854.0
GA,60,500,258.0,1.1221046E7
MIMIC,60,500,406.0,5.734029573E9
RHC,60,600,599.0,1.3573091E7
SA,60,600,599.0,1.1227348E7
GA,60,600,305.0,1.3532919E7
MIMIC,60,600,461.0,1.1414894757E10
RHC,60,700,694.0,1.0933146E7
SA,60,700,696.0,1.2121377E7
GA,60,700,353.0,1.5357997E7
MIMIC,60,700,531.0,1.2697496483E10
RHC,100,100,100.0,2899883.0
SA,100,100,100.0,4628470.0
GA,100,100,57.0,3646220.0
MIMIC,100,100,95.0,3.13429967E8
RHC,100,200,200.0,5785981.0
SA,100,200,200.0,7692980.0
GA,100,200,118.0,7121117.0
MIMIC,100,200,187.0,1.642744503E9
RHC,100,300,300.0,9828804.0
SA,100,300,300.0,1.2033549E7
GA,100,300,168.0,1.293703E7
MIMIC,100,300,275.0,3.251068109E9
RHC,100,400,400.0,1.3207996E7
SA,100,400,400.0,1.5166589E7
GA,100,400,230.0,1.7038535E7
MIMIC,100,400,349.0,6.772442093E9
RHC,100,500,500.0,1.3792856E7
SA,100,500,500.0,1.5590367E7
GA,100,500,262.0,1.7258695E7
MIMIC,100,500,415.0,1.1178303614E10
RHC,100,600,600.0,2.0090049E7
SA,100,600,600.0,1.8760033E7
GA,100,600,302.0,2.1148312E7
MIMIC,100,600,491.0,1.5073149676E10
RHC,100,700,700.0,2.6611733E7
SA,100,700,700.0,3.3282685E7
GA,100,700,331.0,3.9043853E7
MIMIC,100,700,552.0,2.2994716959E10
RHC,200,100,100.0,5693034.0
SA,200,100,100.0,1.1420333E7
GA,200,100,59.0,6980120.0
MIMIC,200,100,100.0,6.04534026E8
RHC,200,200,200.0,1.5842427E7
SA,200,200,200.0,4.1056403E7
GA,200,200,113.0,3.5662692E7
MIMIC,200,200,195.0,2.906315625E9
RHC,200,300,300.0,3.761971E7
SA,200,300,300.0,5.2696107E7
GA,200,300,163.0,5.2012786E7
MIMIC,200,300,284.0,7.718553028E9
RHC,200,400,400.0,2.6337223E7
SA,200,400,400.0,3.3109393E7
GA,200,400,201.0,3.2571006E7
MIMIC,200,400,361.0,1.4463387353E10
RHC,200,500,500.0,3.0359959E7
SA,200,500,500.0,7.444582E7
GA,200,500,251.0,8.5496332E7
MIMIC,200,500,447.0,1.9695743871E10
RHC,200,600,600.0,4.2899205E7
SA,200,600,600.0,4.461007E7
GA,200,600,328.0,1.02068554E8
MIMIC,200,600,511.0,2.9849301791E10
RHC,200,700,700.0,4.5337501E7
SA,200,700,700.0,5.1592947E7
GA,200,700,360.0,5.6186364E7
MIMIC,200,700,581.0,4.3731266355E10
RHC,400,100,100.0,1.1433329E7
SA,400,100,100.0,3.2533197E7
GA,400,100,61.0,3.5878125E7
MIMIC,400,100,100.0,2.293494306E9
RHC,400,200,200.0,4.3561654E7
SA,400,200,200.0,9.5362944E7
GA,400,200,113.0,6.9722433E7
MIMIC,400,200,198.0,7.517660023E9
RHC,400,300,300.0,5.1330252E7
SA,400,300,300.0,6.9782298E7
GA,400,300,176.0,1.02677045E8
MIMIC,400,300,294.0,1.8188570374E10
RHC,400,400,400.0,6.9626336E7
SA,400,400,400.0,9.4615426E7
GA,400,400,216.0,1.35565885E8
MIMIC,400,400,376.0,2.6026962256E10
RHC,400,500,500.0,7.1160757E7
SA,400,500,500.0,8.5746817E7
GA,400,500,279.0,7.8846254E7
MIMIC,400,500,461.0,4.0724747427E10
RHC,400,600,600.0,7.9459471E7
SA,400,600,600.0,1.77460391E8
GA,400,600,322.0,1.7223367E8
MIMIC,400,600,534.0,5.9592630052E10
RHC,400,700,700.0,1.01521503E8
SA,400,700,700.0,2.03007561E8
GA,400,700,369.0,2.18143035E8
MIMIC,400,700,615.0,7.969661939E10
RHC,10,100,100.0,5023497.0
SA,10,100,100.0,516725.0
GA,10,100,62.0,505697.0
MIMIC,10,100,79.0,4.3708163E7
RHC,10,200,191.0,606128.0
SA,10,200,191.0,744761.0
GA,10,200,104.0,874336.0
MIMIC,10,200,146.0,1.67523674E8
RHC,10,300,271.0,898361.0
SA,10,300,261.0,1057081.0
GA,10,300,154.0,1361523.0
MIMIC,10,300,208.0,3.77277804E8
RHC,10,400,334.0,1185081.0
SA,10,400,340.0,1328441.0
GA,10,400,211.0,1802629.0
MIMIC,10,400,268.0,1.009606674E9
RHC,10,500,401.0,1871947.0
SA,10,500,401.0,1868009.0
GA,10,500,262.0,2921150.0
MIMIC,10,500,319.0,1.369465489E9
RHC,10,600,460.0,1932993.0
SA,10,600,470.0,1927479.0
GA,10,600,315.0,3123981.0
MIMIC,10,600,389.0,2.258171896E9
RHC,10,700,527.0,3923487.0
SA,10,700,513.0,4226748.0
GA,10,700,380.0,7747331.0
MIMIC,10,700,456.0,3.098867379E9
RHC,30,100,100.0,1252428.0
SA,30,100,100.0,1971590.0
GA,30,100,53.0,1872734.0
MIMIC,30,100,88.0,1.47433231E8
RHC,30,200,200.0,2133066.0
SA,30,200,200.0,2966837.0
GA,30,200,117.0,3075144.0
MIMIC,30,200,167.0,6.28505027E8
