Algorithm,Iteration,NumberOfPoints,Evaluation,TrainingTime
MIMIC,400,20,0.19645065154262134,6.65861122E8
RHC,400,40,0.14136891032230584,2046027.0
SA,400,40,0.12509503744188605,3425274.0
GA,400,40,0.16754028000287083,1.86162082E8
MIMIC,400,40,0.1230087046021546,5.375203963E9
RHC,400,60,0.09342038196370472,2993619.0
SA,400,60,0.0813339058194705,4332694.0
GA,400,60,0.13631942053853607,2.70680136E8
MIMIC,400,60,0.0739910544523918,2.3963496434E10
RHC,400,80,0.06283622422312873,4474872.0
SA,400,80,0.06282095123826113,6019140.0
GA,400,80,0.11410878249141942,3.52812667E8
MIMIC,400,80,0.05611523466750768,5.9730328108E10
RHC,10,10,0.4126284739212218,26782.0
SA,10,10,0.26681633935357746,28357.0
GA,10,10,0.4281013665191163,1719529.0
MIMIC,10,10,0.32414822552988315,5354723.0
RHC,10,20,0.14731507389432205,32689.0
SA,10,20,0.10477496482638518,37022.0
GA,10,20,0.22276963759671636,3059391.0
MIMIC,10,20,0.12770623685314875,2.0026648E7
RHC,10,40,0.07271427653337602,56714.0
SA,10,40,0.05185209072619872,63015.0
GA,10,40,0.11514803189519282,6083337.0
MIMIC,10,40,0.07217021791183446,1.30019018E8
RHC,10,60,0.04409963971468185,83496.0
SA,10,60,0.03433992396422433,87434.0
GA,10,60,0.07729321948983187,9396365.0
MIMIC,10,60,0.04679776256697657,5.0742694E8
RHC,10,80,0.032699970648863465,109883.0
SA,10,80,0.02271225399544691,112246.0
GA,10,80,0.05073935848062692,1.3123718E7
MIMIC,10,80,0.029394941040507005,1.403158325E9
RHC,30,10,0.336235787721967,63409.0
SA,30,10,0.2080706150509295,78770.0
GA,30,10,0.3335525140171586,4792311.0
MIMIC,30,10,0.2494401631055686,1.3907077E7
RHC,30,20,0.19259834092949735,94523.0
SA,30,20,0.08239147170793319,108307.0
GA,30,20,0.23969884830418817,8235309.0
MIMIC,30,20,0.2064118790771415,5.4061591E7
RHC,30,40,0.09080932896125277,164234.0
SA,30,40,0.05151081540583426,174868.0
GA,30,40,0.1341087981984744,1.669117E7
MIMIC,30,40,0.09069183202886404,3.57233976E8
RHC,30,60,0.05528592728039855,238670.0
SA,30,60,0.03454078771468743,244184.0
GA,30,60,0.10472934460240435,2.6347867E7
MIMIC,30,60,0.052388645498517454,1.792723075E9
RHC,30,80,0.03883049856646618,466313.0
SA,30,80,0.024155160883294283,482855.0
GA,30,80,0.07610491863706206,5.344286E7
MIMIC,30,80,0.036655359961650674,4.414532582E9
RHC,60,10,0.2887813263890296,118547.0
SA,60,10,0.2993514407369635,154387.0
GA,60,10,0.33912166413876244,9221498.0
MIMIC,60,10,0.2726874926729209,2.6804334E7
RHC,60,20,0.20759049380236227,182350.0
SA,60,20,0.10971843541981982,215040.0
GA,60,20,0.2705272596324307,1.5118546E7
MIMIC,60,20,0.18617183131185674,1.02067019E8
RHC,60,40,0.10378194783053342,315076.0
SA,60,40,0.0460467160447481,351704.0
GA,60,40,0.17355057258861187,3.0506482E7
MIMIC,60,40,0.09715712068586575,8.61876429E8
RHC,60,60,0.06416770106163264,734522.0
SA,60,60,0.03467589312836911,793992.0
GA,60,60,0.12316959640619009,7.1591652E7
MIMIC,60,60,0.055166123756192606,3.890151777E9
RHC,60,80,0.046472992353059954,606128.0
SA,60,80,0.027634355283376034,635666.0
GA,60,80,0.09744332436940212,6.6977753E7
MIMIC,60,80,0.043640101530093636,9.685007525E9
RHC,100,10,0.30307392846440734,261907.0
SA,100,10,0.27776991709501414,434018.0
GA,100,10,0.3030739284644074,1.7236252E7
MIMIC,100,10,0.2392171745136915,5.4703165E7
RHC,100,20,0.18253465070270317,369033.0
SA,100,20,0.17856493822427824,528147.0
GA,100,20,0.24226083226050837,2.9701461E7
MIMIC,100,20,0.19268646941966033,1.82573362E8
RHC,100,40,0.1208344845139411,521845.0
SA,100,40,0.08637956511223455,632516.0
GA,100,40,0.15179792130479128,5.0624895E7
MIMIC,100,40,0.10220536829314605,1.619118755E9
RHC,100,60,0.07213315902521532,759334.0
SA,100,60,0.050714750407518314,848343.0
GA,100,60,0.11361962675992315,7.6284321E7
MIMIC,100,60,0.052828400291851596,5.555586363E9
RHC,100,80,0.05110179835968441,1978285.0
SA,100,80,0.037080372601795634,2126372.0
GA,100,80,0.10471656259858952,1.80731741E8
MIMIC,100,80,0.04393584598734804,1.6104781796E10
RHC,200,10,0.3340712453765037,810141.0
SA,200,10,0.3340712453765037,1973954.0
GA,200,10,0.33297623794766573,6.302827E7
MIMIC,200,10,0.31895365724083985,1.54328342E8
RHC,200,20,0.209763631094165,956257.0
SA,200,20,0.20650900661056976,1816416.0
GA,200,20,0.2699134556144886,7.103948E7
MIMIC,200,20,0.22043541254956533,3.90723836E8
RHC,200,40,0.11277496946406532,1031875.0
SA,200,40,0.10981338506654795,1552933.0
GA,200,40,0.19801187072270834,8.8606563E7
MIMIC,200,40,0.10645509972425365,2.9749853E9
RHC,200,60,0.08271068100548824,1766791.0
SA,200,60,0.08407575587290035,2380008.0
GA,200,60,0.14471268707952079,1.57806391E8
MIMIC,200,60,0.0793362368264232,1.0431551038E10
RHC,200,80,0.0704292099150972,4305125.0
SA,200,80,0.053824070326836,5270440.0
GA,200,80,0.1071018898533963,3.44361531E8
MIMIC,200,80,0.05056419770126098,3.1190146223E10
RHC,400,10,0.2671242067005008,740823.0
SA,400,10,0.2671242067005008,2096045.0
GA,400,10,0.26264227171113597,5.9705001E7
MIMIC,400,10,0.2671242067005008,1.7859828E8
RHC,400,20,0.22881040016160786,1169327.0
SA,400,20,0.2204401677192698,2563147.0
GA,400,20,0.2439523178340405,9.8876871E7
MIMIC,400,20,0.21936055524616532,6.6403998E8
RHC,400,40,0.12297466581113407,2039726.0
SA,400,40,0.11458287148824386,3427243.0
GA,400,40,0.15540307169069995,1.51081873E8
MIMIC,400,40,0.10889850525937485,4.761973985E9
RHC,400,60,0.0986417849541704,2456414.0
SA,400,60,0.08354497463676869,3635193.0
GA,400,60,0.14512455212380165,2.12237802E8
MIMIC,400,60,0.10324737185509936,2.0961066801E10
RHC,400,80,0.06893312433098107,3919944.0
SA,400,80,0.07435674100408937,5283043.0
GA,400,80,0.11493830514640233,3.79278294E8
MIMIC,400,80,0.06563715339846272,6.5768265272E10
RHC,10,10,0.3086320942611106,27175.0
SA,10,10,0.21186425157698083,28751.0
GA,10,10,0.3613377357607264,1707320.0
MIMIC,10,10,0.32614500280019404,5275954.0
RHC,10,20,0.16570271884511587,32689.0
SA,10,20,0.09978746670415028,37415.0
GA,10,20,0.19753009974381172,3003860.0
MIMIC,10,20,0.16159283955316978,2.0158586E7
RHC,10,40,0.05206175930102659,57895.0
SA,10,40,0.04465278477631634,61046.0
GA,10,40,0.10256313783290054,6053405.0
MIMIC,10,40,0.06032391274492006,1.31527841E8
RHC,10,60,0.04813575145363883,83102.0
SA,10,60,0.029499116141372777,87434.0
GA,10,60,0.07586362873464388,9393608.0
MIMIC,10,60,0.043209485995326855,5.16111233E8
RHC,10,80,0.031020003833792414,153206.0
SA,10,80,0.022500617093227333,159113.0
GA,10,80,0.05211457553488388,1.846505E7
MIMIC,10,80,0.03025213877062131,1.464068888E9
RHC,30,10,0.3199599283620527,63015.0
SA,30,10,0.16108814079930783,79163.0
GA,30,10,0.35521045510151084,4561124.0
MIMIC,30,10,0.330562205894029,1.3988996E7
RHC,30,20,0.1876210050262642,94129.0
SA,30,20,0.10500349515401224,109095.0
GA,30,20,0.20097404655365944,8270361.0
MIMIC,30,20,0.16436072918905026,5.3288472E7
RHC,30,40,0.07931921564031051,163839.0
SA,30,40,0.04586609208862747,177231.0
GA,30,40,0.15286612180401624,1.650882E7
MIMIC,30,40,0.0703011124689367,6.81989881E8
RHC,30,60,0.05864363423290849,500971.0
SA,30,60,0.031494556397368444,542325.0
GA,30,60,0.10464119674822144,5.8707785E7
MIMIC,30,60,0.049211896033902656,1.597389514E9
RHC,30,80,0.0409710140537888,311532.0
SA,30,80,0.02502339769132323,328467.0
GA,30,80,0.08806823208040948,3.6022681E7
MIMIC,30,80,0.04000812584690636,4.881343422E9
RHC,60,10,0.3117756909249236,120123.0
SA,60,10,0.19491838614212642,154387.0
GA,60,10,0.3117756909249236,9368402.0
MIMIC,60,10,0.27069840376559356,2.7014253E7
RHC,60,20,0.22020662048501885,181562.0
SA,60,20,0.11262303301306315,216615.0
GA,60,20,0.2497418480946962,1.5693954E7
MIMIC,60,20,0.1655266653417276,1.02453776E8
RHC,60,40,0.10646954304723039,315077.0
SA,60,40,0.051902389180253014,343434.0
GA,60,40,0.15316100088787651,3.0907022E7
MIMIC,60,40,0.09506314947978145,1.096873379E9
RHC,60,60,0.06646707836646057,990916.0
SA,60,60,0.03223899844172915,1057475.0
GA,60,60,0.11934840900387687,1.05487173E8
MIMIC,60,60,0.059474783832595135,3.093926628E9
RHC,60,80,0.041342571054131465,610066.0
SA,60,80,0.02307897789953963,639998.0
GA,60,80,0.09143573235255303,6.7898169E7
MIMIC,60,80,0.03653389510817547,9.261721333E9
RHC,100,10,0.31181311786761895,249698.0
SA,100,10,0.3118131178676189,422202.0
GA,100,10,0.311813117867619,1.7777003E7
MIMIC,100,10,0.2898424781780929,5.4854007E7
RHC,100,20,0.23962887676922864,351310.0
SA,100,20,0.18758015248827248,496246.0
GA,100,20,0.270966096987449,2.9054373E7
MIMIC,100,20,0.19921906292302027,3.28534852E8
RHC,100,40,0.11625945671886033,845192.0
SA,100,40,0.09959960892181287,1013364.0
GA,100,40,0.16019954070738351,7.8443381E7
MIMIC,100,40,0.08683400175858226,1.195615161E9
RHC,100,60,0.07051003236495076,753033.0
SA,100,60,0.05905909606965959,861734.0
GA,100,60,0.13399570182142084,7.3596325E7
MIMIC,100,60,0.06420124822381995,5.639599112E9
RHC,100,80,0.05423357925937333,1127580.0
SA,100,80,0.03914972790784224,1242583.0
GA,100,80,0.1155266720391826,1.11317662E8
MIMIC,100,80,0.0382237810065812,1.4857797372E10
RHC,200,10,0.3393527450319941,377304.0
SA,200,10,0.2828604573673695,906239.0
GA,200,10,0.3393527450319941,2.7048912E7
MIMIC,200,10,0.3216867437520486,8.7320264E7
RHC,200,20,0.22223513944245407,584073.0
SA,200,20,0.2191971190556182,1118915.0
GA,200,20,0.23376180973203456,4.902155E7
MIMIC,200,20,0.20459665458076765,3.38974513E8
RHC,200,40,0.14067718483256028,1030299.0
SA,200,40,0.11703351869009923,1548207.0
GA,200,40,0.1580497335297521,8.7593986E7
MIMIC,200,40,0.11959535974458892,2.036158557E9
RHC,200,60,0.09661533153587358,1289843.0
SA,200,60,0.0797654176383678,1677782.0
GA,200,60,0.13806061618698512,1.20560427E8
MIMIC,200,60,0.0743753697032407,1.0789182011E10
RHC,200,80,0.05683638088589025,4253137.0
SA,200,80,0.057720103819910246,5246809.0
GA,200,80,0.11434028634631153,3.10880336E8
MIMIC,200,80,0.05429887187385748,2.8223399776E10
RHC,400,10,0.41248842564107935,729402.0
SA,400,10,0.37828377875492464,2101953.0
GA,400,10,0.41248842564107935,5.9881838E7
MIMIC,400,10,0.3325540337542536,1.78057925E8
RHC,400,20,0.21879766552483668,1164995.0
SA,400,20,0.23741865734392884,2546605.0
GA,400,20,0.24683049799745127,9.8991874E7
MIMIC,400,20,0.2143299498857767,6.78084115E8
RHC,400,40,0.14422214971553649,4426036.0
SA,400,40,0.15531121183014393,7412959.0
GA,400,40,0.1630525278732745,3.54223027E8
MIMIC,400,40,0.12511414216255104,4.97449378E9
RHC,400,60,0.08378008362574979,3855748.0
SA,400,60,0.09745266143073432,5611117.0
GA,400,60,0.1509490717904165,2.8225486E8
MIMIC,400,60,0.07711352648423382,2.0049371679E10
RHC,400,80,0.06757430644974599,3920338.0
SA,400,80,0.06773533282637961,5371658.0
GA,400,80,0.1268760664571322,3.16905383E8
MIMIC,400,80,0.0577369407624524,6.0433939711E10
RHC,10,10,0.2661978722934438,26387.0
SA,10,10,0.16318866245667718,29144.0
GA,10,10,0.313698369299883,1733314.0
MIMIC,10,10,0.272316219758258,5390169.0
RHC,10,20,0.16878214251555632,32296.0
SA,10,20,0.09056267629277175,37021.0
GA,10,20,0.1989678151597563,3019219.0
MIMIC,10,20,0.1382365566947715,2.0134168E7
RHC,10,40,0.06469032904884901,57502.0
SA,10,40,0.04604681586120891,61046.0
GA,10,40,0.12419438470890169,6003780.0
MIMIC,10,40,0.06640657115726462,1.30853972E8
RHC,10,60,0.04126464186081239,83889.0
SA,10,60,0.033298465909810115,86646.0
GA,10,60,0.07194498465281628,9409756.0
MIMIC,10,60,0.04258753189221326,7.30185142E8
RHC,10,80,0.03466340522409343,129575.0
SA,10,80,0.02495686645610386,131150.0
GA,10,80,0.05285387957848413,1.3953944E7
MIMIC,10,80,0.03050022030947631,1.776771546E9
RHC,30,10,0.3379830999571112,113427.0
SA,30,10,0.19260548522711463,143754.0
GA,30,10,0.3379830999571112,9021031.0
MIMIC,30,10,0.2876772413654727,2.4051748E7
RHC,30,20,0.23343570485875803,150056.0
SA,30,20,0.08192889843483318,175655.0
GA,30,20,0.23699172317347655,1.3209183E7
MIMIC,30,20,0.1643689578370831,8.2750475E7
RHC,30,40,0.09563796509664359,233156.0
SA,30,40,0.04962383133667281,251273.0
GA,30,40,0.1501331690273842,2.4071047E7
MIMIC,30,40,0.07786819493313896,5.1912612E8
RHC,30,60,0.05795675431395737,428504.0
SA,30,60,0.031865772688162514,456074.0
GA,30,60,0.0986464537807151,4.6190983E7
MIMIC,30,60,0.052549062311485435,1.463291831E9
RHC,30,80,0.03837837589272774,312319.0
SA,30,80,0.022544228565421976,326104.0
GA,30,80,0.07239247032455522,3.6344059E7
MIMIC,30,80,0.03745333454292494,5.530435786E9
RHC,60,10,0.3183327168828827,257969.0
SA,60,10,0.1488320537574307,325711.0
GA,60,10,0.3183327168828827,1.9790735E7
MIMIC,60,10,0.26441424030265387,5.538688E7
RHC,60,20,0.22399068150997073,363913.0
SA,60,20,0.09531366509161396,430867.0
GA,60,20,0.23499772441088385,3.2140546E7
MIMIC,60,20,0.18706859014557697,1.71091586E8
RHC,60,40,0.09611253059247646,480885.0
SA,60,40,0.044450886894403206,530116.0
GA,60,40,0.15593635875155706,4.6197678E7
MIMIC,60,40,0.09044588560822125,1.118876343E9
RHC,60,60,0.06485851555738611,667174.0
SA,60,60,0.03225973015035493,699469.0
GA,60,60,0.13089804275109176,6.9215976E7
MIMIC,60,60,0.052326537386530036,4.179868826E9
RHC,60,80,0.043383866602220156,1102373.0
SA,60,80,0.02138143274292525,1157906.0
GA,60,80,0.08925737391692552,1.1400093E8
MIMIC,60,80,0.04559478708276832,8.844300288E9
RHC,100,10,0.3761470193343156,191803.0
SA,100,10,0.37614701933431566,310744.0
GA,100,10,0.3491437192946048,1.3900776E7
MIMIC,100,10,0.37279602242522863,4.4741238E7
RHC,100,20,0.21000854138720615,296172.0
SA,100,20,0.1864464675561252,412750.0
GA,100,20,0.222203755609852,2.603988E7
MIMIC,100,20,0.18813294235682532,1.72243584E8
RHC,100,40,0.1153775172854036,523027.0
SA,100,40,0.08965240180319921,631334.0
GA,100,40,0.1578891193234552,5.0122348E7
MIMIC,100,40,0.09724080627847442,1.13192208E9
RHC,100,60,0.07754091599011215,760910.0
SA,100,60,0.06165977591549277,852676.0
GA,100,60,0.12889139365985391,8.2006107E7
MIMIC,100,60,0.07021395626037794,4.433080734E9
RHC,100,80,0.05385244467492166,1046448.0
SA,100,80,0.03907857052109145,1070866.0
GA,100,80,0.11366240784379433,1.02792482E8
MIMIC,100,80,0.0482804297020277,1.4676094014E10
RHC,200,10,0.3451632725911671,373366.0
SA,200,10,0.3451632725911671,906632.0
GA,200,10,0.34516327259116714,2.6913035E7
MIMIC,200,10,0.3451632725911671,9.3283478E7
RHC,200,20,0.25115523170986825,588011.0
SA,200,20,0.24574648555807768,1116946.0
GA,200,20,0.3081662567422996,4.8972713E7
MIMIC,200,20,0.28165967378984064,3.31640323E8
RHC,200,40,0.14397730163721226,1037783.0
SA,200,40,0.12327571570468372,1553327.0
GA,200,40,0.1668123570062488,9.2484759E7
MIMIC,200,40,0.14043349927686447,2.473727948E9
RHC,200,60,0.09146954827688,1507641.0
SA,200,60,0.08305042276008617,2022003.0
GA,200,60,0.12213455850627356,1.45148986E8
MIMIC,200,60,0.07275897433798438,1.0675071985E10
RHC,200,80,0.06614782920015636,4230294.0
SA,200,80,0.05656011344297119,5326366.0
GA,200,80,0.09897458739638669,3.58760521E8
MIMIC,200,80,0.048695428782559405,2.9927489901E10
RHC,400,10,0.40453108337992577,774300.0
SA,400,10,0.4003145483976583,2174814.0
GA,400,10,0.3988332362638857,5.6807087E7
MIMIC,400,10,0.3283816062242355,1.96126766E8
RHC,400,20,0.19091412725022755,2517460.0
SA,400,20,0.21680075896977677,5534710.0
GA,400,20,0.27706724574351854,2.04999316E8
MIMIC,400,20,0.2202062481368966,1.042621168E9
RHC,400,40,0.1488479861985127,2656881.0
SA,400,40,0.14136000837516036,4476841.0
GA,400,40,0.1774319822281349,2.07908653E8
MIMIC,400,40,0.1356439601178213,5.511340189E9
RHC,400,60,0.09927471624544235,4309851.0
SA,400,60,0.08882147919557233,6230635.0
GA,400,60,0.11747490677769432,3.50801299E8
MIMIC,400,60,0.09107465184795882,2.3628770331E10
RHC,400,80,0.07472239761661131,7275507.0
SA,400,80,0.06746364694808553,9799269.0
GA,400,80,0.10743890252760434,4.86953672E8
MIMIC,400,80,0.05774995376956686,6.3032706895E10
RHC,10,10,0.2995947606908302,25994.0
SA,10,10,0.2041174365833855,29539.0
GA,10,10,0.3265695523342513,1743948.0
MIMIC,10,10,0.28123220435922924,5212938.0
RHC,10,20,0.16899284512438534,32689.0
SA,10,20,0.08449553372434951,37809.0
GA,10,20,0.20950037750133532,2990862.0
MIMIC,10,20,0.13503132545279437,2.0199152E7
RHC,10,40,0.08259015825324144,57501.0
SA,10,40,0.05208852361578874,60259.0
GA,10,40,0.11982764538234979,6015989.0
MIMIC,10,40,0.07843781585352456,1.29836275E8
RHC,10,60,0.051627804180453894,83495.0
SA,10,60,0.0336375257951096,85465.0
GA,10,60,0.07038823433820064,9327442.0
MIMIC,10,60,0.04009501577223377,5.0255586E8
RHC,10,80,0.03229870313242896,108307.0
SA,10,80,0.023558900150786374,111064.0
GA,10,80,0.05627166214578765,1.2915768E7
MIMIC,10,80,0.02791279787498225,2.022408231E9
RHC,30,10,0.36744573471888603,89009.0
SA,30,10,0.21921738363943408,116972.0
GA,30,10,0.373397409744559,6940738.0
MIMIC,30,10,0.3594115765080151,2.0124715E7
RHC,30,20,0.2105893825829782,134301.0
SA,30,20,0.09241030343568576,157144.0
GA,30,20,0.2838857060759974,1.1913431E7
MIMIC,30,20,0.1662292779306529,6.8638598E7
RHC,30,40,0.09592103499614053,212676.0
SA,30,40,0.04218288586280808,226067.0
GA,30,40,0.16077911131683867,2.158982E7
MIMIC,30,40,0.09820359631277807,5.88976187E8
RHC,30,60,0.06202090533969522,302079.0
SA,30,60,0.03558443631279282,322166.0
GA,30,60,0.11844126150054907,3.442997E7
MIMIC,30,60,0.06239668689338102,1.96395487E9
RHC,30,80,0.03985130358615012,532085.0
SA,30,80,0.021700903720912473,541932.0
GA,30,80,0.08271926015105818,5.94939E7
MIMIC,30,80,0.0356235538558388,4.95910742E9
RHC,60,10,0.31004574153327064,251667.0
SA,60,10,0.19686040563758464,332011.0
GA,60,10,0.31921054484827793,1.857257E7
MIMIC,60,10,0.3075794102574656,4.9773007E7
RHC,60,20,0.24613047933604282,339101.0
SA,60,20,0.09618466036887462,400541.0
GA,60,20,0.2805502747794266,2.9842851E7
MIMIC,60,20,0.16846738159358018,2.05043428E8
RHC,60,40,0.10547661020187035,706952.0
SA,60,40,0.048847677150310465,749488.0
GA,60,40,0.14215305424491564,6.6377926E7
MIMIC,60,40,0.0992555186808174,1.054804383E9
RHC,60,60,0.0698645173111031,462768.0
SA,60,60,0.02942645028234993,492307.0
GA,60,60,0.1396937346692673,4.8693477E7
MIMIC,60,60,0.05131992974090508,2.930555594E9
RHC,60,80,0.05000000164794326,615580.0
SA,60,80,0.023969183531035436,638029.0
GA,60,80,0.09704739944333811,6.7476755E7
MIMIC,60,80,0.041102260209177205,8.798070709E9
RHC,100,10,0.39590929179804146,194166.0
SA,100,10,0.39590929179804135,322560.0
GA,100,10,0.39590929179804146,1.5231186E7
MIMIC,100,10,0.3196162976082547,4.4248143E7
RHC,100,20,0.1913684414987335,297353.0
SA,100,20,0.1963411969199032,443470.0
GA,100,20,0.21975248475632866,2.6161579E7
MIMIC,100,20,0.18268895737083427,1.71685505E8
RHC,100,40,0.12168666000826577,524602.0
SA,100,40,0.10631414078010629,627790.0
GA,100,40,0.14949635395095337,4.9405155E7
MIMIC,100,40,0.10082283969042648,1.375111016E9
RHC,100,60,0.08060678114697994,752639.0
SA,100,60,0.06102954757281824,864097.0
GA,100,60,0.1266565517995934,7.8901817E7
MIMIC,100,60,0.06328534136453615,4.01680381E9
RHC,100,80,0.05297585784491876,793598.0
SA,100,80,0.03969623056207385,869610.0
GA,100,80,0.10261024709940969,9.0989721E7
MIMIC,100,80,0.04698471788338883,1.3048978228E10
RHC,200,10,0.4057273189605919,377697.0
SA,200,10,0.4057273189605919,910177.0
GA,200,10,0.40572731896059194,3.0576192E7
MIMIC,200,10,0.38140909992623134,8.758611E7
RHC,200,20,0.24132942113047756,587617.0
SA,200,20,0.26817475575262206,1113795.0
GA,200,20,0.23447401908557117,4.9055026E7
MIMIC,200,20,0.22544117752372073,5.28978952E8
RHC,200,40,0.1354989730286243,1671874.0
SA,200,40,0.12703048581482454,2523368.0
GA,200,40,0.1638226685456015,1.34385977E8
MIMIC,200,40,0.12767105848284205,2.708837537E9
RHC,200,60,0.07526368944968234,2589928.0
SA,200,60,0.07130689152877133,3436302.0
GA,200,60,0.1357735708845718,1.991834E8
MIMIC,200,60,0.07030781629538699,9.495330765E9
RHC,200,80,0.060414560400745304,2315812.0
SA,200,80,0.052222091449665435,2934937.0
GA,200,80,0.11266851768342769,2.01526781E8
MIMIC,200,80,0.053511708194511134,2.9701049244E10
RHC,400,10,0.42262342131776215,737672.0
SA,400,10,0.42262342131776215,2110618.0
GA,400,10,0.4226234213177622,5.3017506E7
MIMIC,400,10,0.3433115598975274,1.73476321E8
RHC,400,20,0.23207158331751884,1167358.0
SA,400,20,0.22939747939377877,2554481.0
GA,400,20,0.27188194750994243,9.4272817E7
MIMIC,400,20,0.19212744758111422,6.67881548E8
RHC,400,40,0.12441877879993402,2047209.0
SA,400,40,0.13485064427355253,3428818.0
GA,400,40,0.15465669845064797,1.80273698E8
MIMIC,400,40,0.1260796075299093,4.464058255E9
RHC,400,60,0.09589932006302532,2972351.0
SA,400,60,0.09279776908401423,4354749.0
GA,400,60,0.12973719530886468,2.66900007E8
MIMIC,400,60,0.08052909197564079,2.0331900261E10
RHC,400,80,0.07849033482062111,3977446.0
SA,400,80,0.06449915365728229,5305492.0
GA,400,80,0.12248886422009275,3.69278558E8
MIMIC,400,80,0.06276812665257187,6.1231882814E10
RHC,10,10,0.28848912717201985,26387.0
SA,10,10,0.1628509069532677,29144.0
GA,10,10,0.34254558895900616,1701806.0
MIMIC,10,10,0.2692228193344626,5277529.0
RHC,10,20,0.13414434656305851,32689.0
SA,10,20,0.08082029534730369,37022.0
GA,10,20,0.19348183058938032,3003071.0
MIMIC,10,20,0.16379231667260644,1.9988838E7
RHC,10,40,0.08403271584386904,59076.0
SA,10,40,0.04997106743304965,61440.0
GA,10,40,0.1176662366601453,6052223.0
MIMIC,10,40,0.07506322182717574,1.30944556E8
RHC,10,60,0.04148455653134306,85070.0
SA,10,60,0.03006417104161901,84282.0
GA,10,60,0.07142095383496072,9452291.0
MIMIC,10,60,0.04356630292472503,4.99847779E8
RHC,10,80,0.03296687984668841,109489.0
SA,10,80,0.027065680130018515,110276.0
GA,10,80,0.058966682980393356,1.3023682E7
MIMIC,10,80,0.0340406836355539,1.658929442E9
RHC,30,10,0.2960086383630697,64985.0
SA,30,10,0.18108547856144142,80738.0
GA,30,10,0.30780020367031413,4825395.0
MIMIC,30,10,0.2965730722827759,1.4130387E7
RHC,30,20,0.21425037133428862,92159.0
SA,30,20,0.0981151657009336,108702.0
GA,30,20,0.3007600211948815,8310533.0
MIMIC,30,20,0.243544644802301,5.2863906E7
RHC,30,40,0.0870205938934022,165022.0
SA,30,40,0.04264590570876556,175261.0
GA,30,40,0.14266962924378912,1.663997E7
MIMIC,30,40,0.0658195496739347,3.59408396E8
RHC,30,60,0.053938140475354515,235520.0
SA,30,60,0.032499235965730545,255999.0
GA,30,60,0.10990450271286908,2.6202538E7
MIMIC,30,60,0.053027279590057146,1.377086544E9
RHC,30,80,0.04009401093249819,306412.0
SA,30,80,0.024319973010190087,321772.0
GA,30,80,0.10310043076016008,3.6378717E7
MIMIC,30,80,0.042048035689608916,4.830087981E9
RHC,60,10,0.2769800832341121,118154.0
SA,60,10,0.17378150592082633,155962.0
GA,60,10,0.27689227009289613,9536967.0
MIMIC,60,10,0.27689227009289613,2.6909884E7
RHC,60,20,0.18971851582757723,182744.0
SA,60,20,0.08967133334446349,218191.0
GA,60,20,0.2303015401515103,1.5521449E7
MIMIC,60,20,0.13495491685238953,1.01944927E8
RHC,60,40,0.11653783398495113,318228.0
SA,60,40,0.04587935224748152,347765.0
GA,60,40,0.17613530274437603,3.1311108E7
MIMIC,60,40,0.0991801229031326,6.88063765E8
RHC,60,60,0.06585684496673298,464344.0
SA,60,60,0.03116695183413287,484824.0
GA,60,60,0.12867833439608803,4.9650915E7
MIMIC,60,60,0.06185301375943154,2.681898509E9
RHC,60,80,0.042572732545934334,612824.0
SA,60,80,0.024059334438860644,635667.0
GA,60,80,0.10077628995674326,6.5923034E7
MIMIC,60,80,0.03852437841350562,8.678937185E9
RHC,100,10,0.34123108605829144,273723.0
SA,100,10,0.34123108605829144,454104.0
GA,100,10,0.35692540418567714,2.230465E7
MIMIC,100,10,0.2690121514049491,6.333862E7
RHC,100,20,0.18314819204019864,386362.0
SA,100,20,0.20320159855387313,548626.0
GA,100,20,0.2402944103630187,3.260174E7
MIMIC,100,20,0.1864958544444577,1.97727748E8
RHC,100,40,0.13256184221792888,562411.0
SA,100,40,0.09663404933984612,685291.0
GA,100,40,0.1895221921798889,5.0892709E7
MIMIC,100,40,0.10576205717954949,1.597416689E9
RHC,100,60,0.07906666271471949,824713.0
SA,100,60,0.060983512444646566,925930.0
GA,100,60,0.12862408032195538,7.6868393E7
MIMIC,100,60,0.05914185321166672,4.887313332E9
RHC,100,80,0.054444555269937196,1182324.0
SA,100,80,0.041677624728520414,1288662.0
GA,100,80,0.10557546183215516,1.11663458E8
MIMIC,100,80,0.048606404787761424,1.6427316806E10
RHC,200,10,0.335047177884164,809352.0
SA,200,10,0.33504717788416405,1974741.0
GA,200,10,0.3313394271347195,6.1000359E7
MIMIC,200,10,0.3313394271347194,1.50973567E8
RHC,200,20,0.21180477617839816,949562.0
SA,200,20,0.21988405226002178,1840046.0
GA,200,20,0.24786454194609403,7.3241864E7
MIMIC,200,20,0.22857837870116657,3.80424778E8
RHC,200,40,0.12442620819550426,1040146.0
SA,200,40,0.11372293590129345,1553327.0
GA,200,40,0.15199489679417827,9.266002E7
MIMIC,200,40,0.09717127886426954,3.012994931E9
RHC,200,60,0.08174373462043633,1511579.0
SA,200,60,0.08441602832098934,2049177.0
GA,200,60,0.1317913277411723,1.42344806E8
MIMIC,200,60,0.07283543354434405,9.730128036E9
RHC,200,80,0.05933508035140812,2001522.0
SA,200,80,0.057675532375736346,2485558.0
GA,200,80,0.10556737951514726,1.82697424E8
MIMIC,200,80,0.05843429597709587,2.8730911394E10
