Algorithm,Iteration,NumberOfPoints,Evaluation,TrainingTime
RHC,400,10,0.413885277435695,1585622.0
SA,400,10,0.413885277435695,4598146.0
GA,400,10,0.41388527743569503,1.07119268E8
MIMIC,400,10,0.3480170795000048,2.65358102E8
RHC,400,20,0.2275841062582076,1519456.0
SA,400,20,0.24018066041633235,3307514.0
GA,400,20,0.24729867765536756,1.17292297E8
MIMIC,400,20,0.17517017373574384,7.88191095E8
RHC,400,40,0.11307198712156533,3866774.0
SA,400,40,0.11898930561922591,6383054.0
GA,400,40,0.1597237155266186,2.80237189E8
MIMIC,400,40,0.10819939007182192,5.008258939E9
RHC,400,60,0.09025566453252075,6433071.0
SA,400,60,0.08794813472241371,9432992.0
GA,400,60,0.14274863084922876,4.0643827E8
MIMIC,400,60,0.07331347135148633,2.2053659868E10
RHC,400,80,0.07313719954353971,3999107.0
SA,400,80,0.06510358987428719,5268077.0
GA,400,80,0.09614437442555239,3.79923019E8
MIMIC,400,80,0.061095508734910535,6.2054453466E10
RHC,10,10,0.3473248257449599,39384.0
SA,10,10,0.18439618656708848,45686.0
GA,10,10,0.3388786069996914,2606469.0
MIMIC,10,10,0.33162313407578053,7900146.0
RHC,10,20,0.17796194607017585,48837.0
SA,10,20,0.11171420822221884,56714.0
GA,10,20,0.21528983433001797,4624533.0
MIMIC,10,20,0.15901949904879117,3.0838887E7
RHC,10,40,0.0801040924416892,89009.0
SA,10,40,0.05167381066102804,92947.0
GA,10,40,0.10586538571584654,9283725.0
MIMIC,10,40,0.07396321512364167,1.68619024E8
RHC,10,60,0.05104287293269036,102794.0
SA,10,60,0.0351011341862341,106338.0
GA,10,60,0.07543505630138342,1.1640103E7
MIMIC,10,60,0.04241141981380505,6.3578275E8
RHC,10,80,0.03376105759575907,198498.0
SA,10,80,0.02248141913920205,204406.0
GA,10,80,0.05417330669740567,2.38052E7
MIMIC,10,80,0.02948686362690619,1.964243165E9
RHC,30,10,0.27621281644589163,64197.0
SA,30,10,0.16292347582753816,81133.0
GA,30,10,0.2694090111767128,4832484.0
MIMIC,30,10,0.26450406427858614,1.3992935E7
RHC,30,20,0.19241432102615139,93735.0
SA,30,20,0.1028855798017582,109883.0
GA,30,20,0.2526900089485632,8309746.0
MIMIC,30,20,0.18165270743451037,5.3159291E7
RHC,30,40,0.08285132346581486,164628.0
SA,30,40,0.04564001016000744,175655.0
GA,30,40,0.13682664484172619,1.6704955E7
MIMIC,30,40,0.07299311137622914,3.58767216E8
RHC,30,60,0.05724620031318555,237489.0
SA,30,60,0.031093510589112975,248516.0
GA,30,60,0.09267983579628579,2.6593627E7
MIMIC,30,60,0.04667717521575864,2.115013113E9
RHC,30,80,0.03560570523353502,660479.0
SA,30,80,0.022644476434140456,697894.0
GA,30,80,0.07830547589040134,7.8039689E7
MIMIC,30,80,0.035511520287468075,5.363558346E9
RHC,60,10,0.518838164361266,118941.0
SA,60,10,0.2996337908877069,154782.0
GA,60,10,0.5152295329456501,9222285.0
MIMIC,60,10,0.518838164361266,2.7497502E7
RHC,60,20,0.1896844684224637,181563.0
SA,60,20,0.09405075024809431,217009.0
GA,60,20,0.22955871477388592,1.4862546E7
MIMIC,60,20,0.16626898568920087,1.01998883E8
RHC,60,40,0.11214081764721795,316652.0
SA,60,40,0.05639661906620347,348553.0
GA,60,40,0.14402232925810074,3.1788449E7
MIMIC,60,40,0.1109639938562461,6.93347989E8
RHC,60,60,0.06161325997704646,455285.0
SA,60,60,0.032781781985274684,493094.0
GA,60,60,0.10602212994010639,5.001916E7
MIMIC,60,60,0.0633739521449335,2.947380672E9
RHC,60,80,0.0426093370033502,605340.0
SA,60,80,0.023861221750857444,647876.0
GA,60,80,0.10413806557615259,7.1468772E7
MIMIC,60,80,0.044430957997903454,9.621861495E9
RHC,100,10,0.3499241362907852,191803.0
SA,100,10,0.3499241362907852,313895.0
GA,100,10,0.3499241362907852,1.5254816E7
MIMIC,100,10,0.3487392370850382,4.4224119E7
RHC,100,20,0.26194937927086054,297354.0
SA,100,20,0.2360571367705065,428503.0
GA,100,20,0.2597476774514004,2.557081E7
MIMIC,100,20,0.2114423588464926,1.67563125E8
RHC,100,40,0.10655264166704151,520664.0
SA,100,40,0.08304199237725764,641180.0
GA,100,40,0.1506857536312619,4.7672235E7
MIMIC,100,40,0.08894350717796479,1.165556876E9
RHC,100,60,0.0672133904248871,756183.0
SA,100,60,0.05213652223848409,858977.0
GA,100,60,0.13769551427056434,7.1159997E7
MIMIC,100,60,0.05674703141352644,5.560707142E9
RHC,100,80,0.05593366347357015,1003912.0
SA,100,80,0.04235194576435299,1078349.0
GA,100,80,0.10271572644447002,1.05402496E8
MIMIC,100,80,0.047783753374003674,1.57480098E10
RHC,200,10,0.3148386224734681,378091.0
SA,200,10,0.31483862247346805,916478.0
GA,200,10,0.308977405499782,3.0072858E7
MIMIC,200,10,0.30900004632335637,8.8506133E7
RHC,200,20,0.19135139732565626,587224.0
SA,200,20,0.22262173703609223,1127580.0
GA,200,20,0.2376048581762042,5.1396438E7
MIMIC,200,20,0.2149414609702215,5.72066433E8
RHC,200,40,0.1272695149667401,1324109.0
SA,200,40,0.11720868072867424,1920390.0
GA,200,40,0.1567153698588732,1.08146811E8
MIMIC,200,40,0.11453446828496845,2.509553707E9
RHC,200,60,0.08644035309190151,1498188.0
SA,200,60,0.08287571748385401,2015307.0
GA,200,60,0.12152803278073505,1.39794657E8
MIMIC,200,60,0.06633546307610425,1.1278551531E10
RHC,200,80,0.06370021539173681,3585569.0
SA,200,80,0.052560574978811246,4589874.0
GA,200,80,0.11106886637418757,2.79638938E8
MIMIC,200,80,0.05376309865257616,3.1250240344E10
RHC,400,10,0.2907686469919325,634485.0
SA,400,10,0.2907686469919325,1707714.0
GA,400,10,0.28731183320451387,4.8348469E7
MIMIC,400,10,0.2907686469919325,1.52851028E8
RHC,400,20,0.24654642844701674,979100.0
SA,400,20,0.2401330590320956,2137006.0
GA,400,20,0.2768599215028472,7.8165326E7
MIMIC,400,20,0.2226306304198953,5.48992208E8
RHC,400,40,0.12582234051809846,1680145.0
SA,400,40,0.13716987685433543,2867983.0
GA,400,40,0.16550513769253208,1.45216728E8
MIMIC,400,40,0.1267673875803542,4.9443264E9
RHC,400,60,0.09915344885756258,2975109.0
SA,400,60,0.09598068896911861,4349629.0
GA,400,60,0.15388991836145324,2.68326516E8
MIMIC,400,60,0.08155640578302113,2.209926796E10
RHC,400,80,0.07643285821770071,4684004.0
SA,400,80,0.06144768570701641,6005749.0
GA,400,80,0.10817311688909666,3.78748572E8
MIMIC,400,80,0.056017017556556234,5.880201901E10
RHC,10,10,0.31688446185126345,46079.0
SA,10,10,0.1835933212960209,56714.0
GA,10,10,0.3186797432486677,3123983.0
MIMIC,10,10,0.29055521379506605,9877644.0
RHC,10,20,0.18667830642091054,60652.0
SA,10,20,0.10818262043791378,68530.0
GA,10,20,0.21382764824409525,5577246.0
MIMIC,10,20,0.1784762787843935,3.7218002E7
RHC,10,40,0.08267449791932653,104763.0
SA,10,40,0.05107107041985449,111852.0
GA,10,40,0.111583429805671,1.1154491E7
MIMIC,10,40,0.07246068080053301,1.95622644E8
RHC,10,60,0.04808503466581562,107913.0
SA,10,60,0.03324477211645571,111064.0
GA,10,60,0.0775056511773786,1.2122563E7
MIMIC,10,60,0.04596278406510853,5.34917747E8
RHC,10,80,0.03050151895014175,111458.0
SA,10,80,0.022304402811350404,113428.0
GA,10,80,0.05170039662472477,1.2811793E7
MIMIC,10,80,0.031353093940856884,1.8683544E9
RHC,30,10,0.4434664432869054,64197.0
SA,30,10,0.22585283700851425,79163.0
GA,30,10,0.4434664432869054,4765530.0
MIMIC,30,10,0.4245365396739335,1.4219003E7
RHC,30,20,0.1729983779692328,94523.0
SA,30,20,0.07345271432760968,109883.0
GA,30,20,0.2870289641400624,8072650.0
MIMIC,30,20,0.1748627664575837,5.8432881E7
RHC,30,40,0.10026317283087506,161082.0
SA,30,40,0.05286171117716928,178018.0
GA,30,40,0.14783067757836307,1.6719133E7
MIMIC,30,40,0.09200366341870204,3.56569953E8
RHC,30,60,0.057739757144920634,235520.0
SA,30,60,0.03276456121524608,246941.0
GA,30,60,0.108053837209987,2.6497922E7
MIMIC,30,60,0.05348489618403178,1.385069004E9
RHC,30,80,0.0389326331043892,312319.0
SA,30,80,0.022101269148937383,317046.0
GA,30,80,0.0903350813033596,3.5892318E7
MIMIC,30,80,0.03931234905817745,3.886416546E9
RHC,60,10,0.33469864408809014,118154.0
SA,60,10,0.18962764551273678,151237.0
GA,60,10,0.33469864408809014,9289238.0
MIMIC,60,10,0.3035959038023246,2.7094599E7
RHC,60,20,0.21323303405389765,180775.0
SA,60,20,0.10904420741489425,217403.0
GA,60,20,0.24033628667873852,1.5720341E7
MIMIC,60,20,0.17417522708076574,1.02409271E8
RHC,60,40,0.11148463452004527,314682.0
SA,60,40,0.04823507226220362,347372.0
GA,60,40,0.15437286695887995,3.2013334E7
MIMIC,60,40,0.09076973701986274,8.93065839E8
RHC,60,60,0.0634514000136638,592344.0
SA,60,60,0.03387161757675869,632515.0
GA,60,60,0.12461438332098865,6.4009732E7
MIMIC,60,60,0.06410012997193226,2.939120157E9
RHC,60,80,0.049359244342201875,628577.0
SA,60,80,0.02428773925338219,632909.0
GA,60,80,0.10914605573622786,6.6839906E7
MIMIC,60,80,0.040824660601651915,9.706210588E9
RHC,100,10,0.3381700699530538,414719.0
SA,100,10,0.30661823932137017,681747.0
GA,100,10,0.35307182144679067,3.320708E7
MIMIC,100,10,0.32717808604683485,9.6472838E7
RHC,100,20,0.20487481113196218,648663.0
SA,100,20,0.1959956708523726,908995.0
GA,100,20,0.2180978534584289,5.5660603E7
MIMIC,100,20,0.19920420647242673,2.7543385E8
RHC,100,40,0.13797572429365854,850312.0
SA,100,40,0.09338207400508985,812897.0
GA,100,40,0.16533054149941018,6.4355529E7
MIMIC,100,40,0.10883541013585646,1.669920487E9
RHC,100,60,0.07086158773761388,766029.0
SA,100,60,0.06044608972162173,853857.0
GA,100,60,0.11506926542321298,7.9753311E7
MIMIC,100,60,0.06874104089176836,4.68940599E9
RHC,100,80,0.05422951518803691,1012182.0
SA,100,80,0.039470043721676236,1095678.0
GA,100,80,0.10714583041684167,1.01794478E8
MIMIC,100,80,0.046008595503159035,1.5007124664E10
RHC,200,10,0.2847867096023511,577771.0
SA,200,10,0.2871596752441061,1393819.0
GA,200,10,0.29073984440865497,4.5903869E7
MIMIC,200,10,0.25374064711126665,1.22245691E8
RHC,200,20,0.19584336354697512,859371.0
SA,200,20,0.18563149410790009,1396576.0
GA,200,20,0.20519122782180138,6.187706E7
MIMIC,200,20,0.19145617291849756,5.50680624E8
RHC,200,40,0.1115929717715241,1586016.0
SA,200,40,0.11006148395502463,2355196.0
GA,200,40,0.19381005926174225,1.26757584E8
MIMIC,200,40,0.11766105279757492,3.124502819E9
RHC,200,60,0.08654914562031434,1514336.0
SA,200,60,0.07083219357768133,2023972.0
GA,200,60,0.1247938769398262,1.39822226E8
MIMIC,200,60,0.0659805184120133,1.2263530659E10
RHC,200,80,0.062382795229160036,1947566.0
SA,200,80,0.05618830250222475,2492254.0
GA,200,80,0.12458819873991561,1.98897469E8
MIMIC,200,80,0.0488063665489324,2.8835963761E10
RHC,400,10,0.4591601007186594,737279.0
SA,400,10,0.5192334445080523,2100771.0
GA,400,10,0.5192334445080523,6.1934954E7
MIMIC,400,10,0.5192334445080523,1.6571402E8
RHC,400,20,0.23078615267272912,978312.0
SA,400,20,0.26925862571151565,2159454.0
GA,400,20,0.3115229294083748,7.523039E7
MIMIC,400,20,0.28482159549285246,5.53491105E8
RHC,400,40,0.1231497599865212,1637609.0
SA,400,40,0.12985203907279255,2773460.0
GA,400,40,0.17516540674232958,1.48641214E8
MIMIC,400,40,0.12140467719033698,7.124535509E9
RHC,400,60,0.09123341055799798,6514991.0
SA,400,60,0.08062310370726276,9526727.0
GA,400,60,0.14766330617379655,4.4352197E8
MIMIC,400,60,0.09280212298146572,2.242152649E10
RHC,400,80,0.07500421933682301,8612612.0
SA,400,80,0.06916702520553161,1.1326602E7
GA,400,80,0.10499356177903867,5.54990474E8
MIMIC,400,80,0.06489298263154318,6.374388742E10
RHC,10,10,0.3261256811657002,31508.0
SA,10,10,0.2233322659176679,36234.0
GA,10,10,0.3175939774936429,2047996.0
MIMIC,10,10,0.32605479990320685,6408653.0
RHC,10,20,0.14687561796916396,38597.0
SA,10,20,0.0951264782428741,44505.0
GA,10,20,0.20085706245960197,3532400.0
MIMIC,10,20,0.15726999141714865,2.3146692E7
RHC,10,40,0.0740080686522405,64591.0
SA,10,40,0.04676391614007186,66166.0
GA,10,40,0.1081376702615804,6485059.0
MIMIC,10,40,0.06803467799664466,1.40304686E8
RHC,10,60,0.047869182948465684,84677.0
SA,10,60,0.028268736547061406,85464.0
GA,10,60,0.07133097794864117,9387307.0
MIMIC,10,60,0.04307388043959793,4.93227237E8
RHC,10,80,0.035073316041240504,107913.0
SA,10,80,0.02356339349490642,113821.0
GA,10,80,0.055355566488120754,1.2839756E7
MIMIC,10,80,0.030560812592084475,1.640384046E9
RHC,30,10,0.33243312968624794,63410.0
SA,30,10,0.18660040204480266,79951.0
GA,30,10,0.332433129686248,4771831.0
MIMIC,30,10,0.32097080714272946,1.4063433E7
RHC,30,20,0.19044012446945915,92948.0
SA,30,20,0.10496307197888914,110671.0
GA,30,20,0.25094285947214795,8332982.0
MIMIC,30,20,0.16248613254548133,5.3255783E7
RHC,30,40,0.10121393592036994,163052.0
SA,30,40,0.04702662544007114,176837.0
GA,30,40,0.1664954122055006,2.0884837E7
MIMIC,30,40,0.08122402301185279,3.51272338E8
RHC,30,60,0.057570524713281286,236307.0
SA,30,60,0.03407326553355867,248517.0
GA,30,60,0.11264299811604399,2.6144643E7
MIMIC,30,60,0.04778786058251066,1.909746769E9
RHC,30,80,0.043193560142120946,655753.0
SA,30,80,0.022981972308541466,675445.0
GA,30,80,0.07352718076388853,7.862455E7
MIMIC,30,80,0.03957557791648792,4.950863841E9
RHC,60,10,0.3303781669965356,120517.0
SA,60,10,0.16467713017131427,153993.0
GA,60,10,0.3303781669965356,8855221.0
MIMIC,60,10,0.31099362624400556,3.0764056E7
RHC,60,20,0.2060429805402702,181169.0
SA,60,20,0.10103644010960455,217008.0
GA,60,20,0.21755098150413618,1.6428082E7
MIMIC,60,20,0.18566393626745145,1.03300149E8
RHC,60,40,0.11104827790593567,316258.0
SA,60,40,0.05401030087316262,346977.0
GA,60,40,0.14450189136826522,3.1354431E7
MIMIC,60,40,0.10179293807557648,6.93251103E8
RHC,60,60,0.06875919021080489,457648.0
SA,60,60,0.029113497944555988,491913.0
GA,60,60,0.12468344778999314,4.8624554E7
MIMIC,60,60,0.058241173786766014,3.357138272E9
RHC,60,80,0.04197728749217798,903481.0
SA,60,80,0.02184362195921916,959801.0
GA,60,80,0.11741310650252236,9.4648546E7
MIMIC,60,80,0.039231838692365795,9.359877466E9
RHC,100,10,0.3499381765769431,235913.0
SA,100,10,0.34993817657694315,398572.0
GA,100,10,0.3499381765769432,1.6838862E7
MIMIC,100,10,0.3246600759456845,4.9561906E7
RHC,100,20,0.19704565659058793,335556.0
SA,100,20,0.21639108610014524,471433.0
GA,100,20,0.25339017757470605,2.9114632E7
MIMIC,100,20,0.19861513533429825,1.70884817E8
RHC,100,40,0.12028362307052402,523027.0
SA,100,40,0.10958265674343821,629759.0
GA,100,40,0.19457886212017939,4.721695E7
MIMIC,100,40,0.10081866114402843,1.394492544E9
RHC,100,60,0.07513700487003053,793992.0
SA,100,60,0.05553194233605755,853464.0
GA,100,60,0.1381960820436438,7.5194156E7
MIMIC,100,60,0.06863953212249253,5.621231736E9
RHC,100,80,0.050767481922527745,1013364.0
SA,100,80,0.04360450481783032,1081893.0
GA,100,80,0.10500398775221766,1.05507259E8
MIMIC,100,80,0.044813679314876814,1.4818637319E10
RHC,200,10,0.3394956770342571,375729.0
SA,200,10,0.33949567703425715,904269.0
GA,200,10,0.32693663895799036,2.6824421E7
MIMIC,200,10,0.29680362677623107,9.2842765E7
RHC,200,20,0.23695819521756795,701045.0
SA,200,20,0.2338905514642915,1274090.0
GA,200,20,0.2752029403819625,5.7605411E7
MIMIC,200,20,0.18473302973370168,3.43206776E8
RHC,200,40,0.12995135020309445,1027937.0
SA,200,40,0.12199602834420896,1554115.0
GA,200,40,0.16110643674269412,9.4244067E7
MIMIC,200,40,0.10185337526391089,2.080297605E9
RHC,200,60,0.08442720946252669,1353253.0
SA,200,60,0.0839943763444271,1666754.0
GA,200,60,0.12806981024048333,1.19212294E8
MIMIC,200,60,0.08141484480600707,1.1595201702E10
RHC,200,80,0.06451351090633393,3273250.0
SA,200,80,0.055126512856248276,4023131.0
GA,200,80,0.10616818084150915,2.559385E8
MIMIC,200,80,0.048905151850593444,3.1207795225E10
RHC,400,10,0.3243488356477225,738460.0
SA,400,10,0.32434883564772243,2102347.0
GA,400,10,0.3153896891332183,5.9467513E7
MIMIC,400,10,0.3086385245877319,1.75672403E8
RHC,400,20,0.2669038429466009,1167358.0
SA,400,20,0.2572833011398634,2543848.0
GA,400,20,0.2847582551345405,9.4992767E7
MIMIC,400,20,0.1809526858140072,6.6761334E8
RHC,400,40,0.10877404329222982,2053510.0
SA,400,40,0.15150946160151296,3446541.0
GA,400,40,0.1714017005454803,1.6732918E8
MIMIC,400,40,0.12056254491688244,5.206001259E9
RHC,400,60,0.09204469575740261,2977078.0
SA,400,60,0.08336754548195656,4339389.0
GA,400,60,0.14593298685040593,2.60149102E8
MIMIC,400,60,0.07713837199102505,2.3790772358E10
RHC,400,80,0.07377355167248152,3936091.0
SA,400,80,0.07547854752366656,5317702.0
GA,400,80,0.12390611189603337,3.8349953E8
MIMIC,400,80,0.0626987099077946,6.049269397E10
RHC,10,10,0.32359960649083,25994.0
SA,10,10,0.1628328198458136,29932.0
GA,10,10,0.3120141423747312,1684871.0
MIMIC,10,10,0.2600477413722956,5225148.0
RHC,10,20,0.14604816087017,32295.0
SA,10,20,0.09560705385804506,37415.0
GA,10,20,0.21874401123860918,3010949.0
MIMIC,10,20,0.15051332979622195,2.0409466E7
RHC,10,40,0.0672195820425375,57501.0
SA,10,40,0.04618741843936498,61046.0
GA,10,40,0.1098240351655991,5973061.0
MIMIC,10,40,0.06404469931648671,2.07664075E8
RHC,10,60,0.05016391042919673,178805.0
SA,10,60,0.03425877783830168,185895.0
GA,10,60,0.07437612037744643,2.0345662E7
MIMIC,10,60,0.0436025037529714,8.17219474E8
RHC,10,80,0.03309109655465357,170535.0
SA,10,80,0.023727794285920218,175655.0
GA,10,80,0.0549397924910194,1.9683609E7
MIMIC,10,80,0.03490704911048446,1.939377732E9
RHC,30,10,0.2854739400176074,63803.0
SA,30,10,0.17778169538076907,79951.0
GA,30,10,0.2854739400176074,4748988.0
MIMIC,30,10,0.278260224231111,1.3710941E7
RHC,30,20,0.1787078780505972,91766.0
SA,30,20,0.07333088632425168,111065.0
GA,30,20,0.23013993990919096,8258546.0
MIMIC,30,20,0.13487299899863833,5.7922457E7
RHC,30,40,0.10299897474903727,164627.0
SA,30,40,0.052715487302546195,174868.0
GA,30,40,0.15500555827600937,1.6887306E7
MIMIC,30,40,0.08605174738216323,3.56490002E8
RHC,30,60,0.05642009564367239,236701.0
SA,30,60,0.030113025598471906,247729.0
GA,30,60,0.10624225212188777,2.6364803E7
MIMIC,30,60,0.049839032812801935,1.640484477E9
RHC,30,80,0.03957951430781981,313107.0
SA,30,80,0.026609847058265787,321772.0
GA,30,80,0.0771323837863512,3.620897E7
MIMIC,30,80,0.042002233298400374,5.944950251E9
RHC,60,10,0.3403822097204446,117759.0
SA,60,10,0.18645299228074919,153600.0
GA,60,10,0.3403822097204446,9110433.0
MIMIC,60,10,0.3007908763813946,2.674762E7
RHC,60,20,0.2071090735168216,181169.0
SA,60,20,0.08420207441707338,216221.0
GA,60,20,0.2406390271527816,1.6088193E7
MIMIC,60,20,0.21808401717878595,1.70644572E8
RHC,60,40,0.09796296731656569,679383.0
SA,60,40,0.04562471750305061,749881.0
GA,60,40,0.15840132316838756,6.5655219E7
MIMIC,60,40,0.0699700986793508,8.30878035E8
RHC,60,60,0.058516880688305066,458042.0
SA,60,60,0.03079372077985422,486005.0
GA,60,60,0.11666052155550838,4.7798266E7
MIMIC,60,60,0.05300154466032913,3.368683852E9
RHC,60,80,0.04512515243544151,590374.0
SA,60,80,0.023283274122332834,635667.0
GA,60,80,0.08927576552899505,6.7679191E7
MIMIC,60,80,0.03746929824997621,7.852201615E9
RHC,100,10,0.29223388694615027,412751.0
SA,100,10,0.32066603971898017,692380.0
GA,100,10,0.31851442383672707,3.2373309E7
MIMIC,100,10,0.28955054550346554,9.4919118E7
RHC,100,20,0.20111145555726553,647876.0
SA,100,20,0.17975027109857397,903481.0
GA,100,20,0.2412796987058946,4.77577E7
MIMIC,100,20,0.1836354805337558,2.57200775E8
RHC,100,40,0.11806321390895623,722706.0
SA,100,40,0.09212032642968557,816442.0
GA,100,40,0.1673411536935231,6.2458769E7
MIMIC,100,40,0.1045729551243124,1.900136546E9
RHC,100,60,0.07544662284880677,1215800.0
SA,100,60,0.05237917289659936,1391850.0
GA,100,60,0.12676299391904713,1.1055557E8
MIMIC,100,60,0.06594571182646979,6.775239488E9
RHC,100,80,0.05392009360284393,1007063.0
SA,100,80,0.042771414976861676,1093708.0
GA,100,80,0.11079578250581476,1.06088969E8
MIMIC,100,80,0.04719339922395524,1.5015269389E10
RHC,200,10,0.4219694404395201,487580.0
SA,200,10,0.4219694404395201,1181536.0
GA,200,10,0.4219694404395202,3.8689802E7
MIMIC,200,10,0.4219694404395202,1.06512353E8
RHC,200,20,0.27003230376829884,691593.0
SA,200,20,0.2703498011039005,1331985.0
GA,200,20,0.2811719198955539,5.2976152E7
MIMIC,200,20,0.20469704922069834,5.33016656E8
RHC,200,40,0.14518585374257995,1596255.0
SA,200,40,0.12267746233737632,2383947.0
GA,200,40,0.16430997555016952,1.36568275E8
MIMIC,200,40,0.15701468253339798,2.985235128E9
RHC,200,60,0.07795681364682719,1498188.0
SA,200,60,0.07474658757485897,2003886.0
GA,200,60,0.13889352553170234,1.43049396E8
MIMIC,200,60,0.07204030968858899,1.057413806E10
RHC,200,80,0.059499881084500696,1978680.0
SA,200,80,0.04952956669531681,2485165.0
GA,200,80,0.12238226491029973,1.96251615E8
MIMIC,200,80,0.051131500508363,3.1753905667E10
RHC,400,10,0.3424590606699846,733734.0
SA,400,10,0.34060177583788886,2085805.0
GA,400,10,0.3424590606699846,5.9928313E7
MIMIC,400,10,0.32035964109001797,1.79793995E8
RHC,400,20,0.2534633190942749,1175628.0
SA,400,20,0.2545611955139208,2552512.0
GA,400,20,0.3124496058436971,9.4229495E7
MIMIC,400,20,0.21117008467188497,6.66555865E8
RHC,400,40,0.12836564349032797,2057448.0
SA,400,40,0.15852572990738495,3430788.0
GA,400,40,0.16547521506366267,1.76369115E8
MIMIC,400,40,0.1205801331629574,6.391444574E9
RHC,400,60,0.09314070018568255,5503991.0
SA,400,60,0.08234030130762561,7866669.0
GA,400,60,0.11789135945540524,3.71462825E8
MIMIC,400,60,0.07939729700689253,2.2922925232E10
RHC,400,80,0.07070576033558797,8496822.0
SA,400,80,0.06508624726402591,1.1394342E7
GA,400,80,0.11378571928055793,5.72576068E8
MIMIC,400,80,0.05689001011433576,6.5041461686E10
RHC,10,10,0.336087808149533,53957.0
SA,10,10,0.1705820860083236,63409.0
GA,10,10,0.3451064372278976,3735625.0
MIMIC,10,10,0.25331541920582973,1.1521949E7
RHC,10,20,0.17367056617164384,69316.0
SA,10,20,0.10216169380684119,81920.0
GA,10,20,0.21593262357786167,6560284.0
MIMIC,10,20,0.16351229058979636,4.1671606E7
RHC,10,40,0.0738443451878448,106338.0
SA,10,40,0.04683791192034275,112640.0
GA,10,40,0.11025350639009583,1.1144251E7
MIMIC,10,40,0.07365121444256707,2.09211887E8
RHC,10,60,0.04302708472079884,118547.0
SA,10,60,0.02999361853686309,185895.0
GA,10,60,0.07421880714112015,1.3487238E7
MIMIC,10,60,0.041330224131611686,6.64353087E8
RHC,10,80,0.03373038580928937,113428.0
SA,10,80,0.023083720171165053,117760.0
GA,10,80,0.05197211647665857,1.3307644E7
MIMIC,10,80,0.03222675377875388,1.41374174E9
RHC,30,10,0.2779262425719864,64197.0
SA,30,10,0.17765541843679453,79163.0
GA,30,10,0.2779262425719864,4875019.0
MIMIC,30,10,0.2779262425719864,1.4049649E7
RHC,30,20,0.2053689882458253,92159.0
SA,30,20,0.09321533736674624,110277.0
GA,30,20,0.2797936825142064,8315653.0
MIMIC,30,20,0.15533977221139778,5.2750479E7
RHC,30,40,0.08478372962045946,162658.0
SA,30,40,0.046797256173139894,178412.0
GA,30,40,0.155087250144175,1.6706924E7
MIMIC,30,40,0.08291904086791753,3.55437253E8
RHC,30,60,0.05384696117825018,236307.0
SA,30,60,0.03382482505912047,248123.0
GA,30,60,0.09631351604920427,2.608596E7
MIMIC,30,60,0.05209066895675244,1.385208032E9
RHC,30,80,0.03986396695973501,300504.0
SA,30,80,0.023720045389352396,320196.0
GA,30,80,0.07402574529962679,3.6529166E7
MIMIC,30,80,0.03364015501684768,4.360682881E9
RHC,60,10,0.34155617180197995,117366.0
SA,60,10,0.21069327407203428,155963.0
GA,60,10,0.34155617180197995,8590163.0
MIMIC,60,10,0.31277528962228296,2.733445E7
RHC,60,20,0.1763158920126549,181957.0
SA,60,20,0.08841526051834407,217403.0
GA,60,20,0.24167742817037763,1.5341462E7
MIMIC,60,20,0.16712544156646844,1.06559614E8
RHC,60,40,0.10069305218647694,316651.0
SA,60,40,0.04750243434749397,348159.0
GA,60,40,0.1628210232217273,3.1194529E7
MIMIC,60,40,0.08214930031263509,6.90246851E8
RHC,60,60,0.06377753917036186,461981.0
SA,60,60,0.030888292595425054,495851.0
GA,60,60,0.13355817680366516,4.7605676E7
MIMIC,60,60,0.05208005075103924,2.686881047E9
RHC,60,80,0.04696752874917231,594313.0
SA,60,80,0.026518695084428515,627790.0
GA,60,80,0.10713563827515594,6.6500805E7
MIMIC,60,80,0.040432921156820886,1.0568749859E10
RHC,100,10,0.3032599364507634,207163.0
SA,100,10,0.3012224871193707,345009.0
GA,100,10,0.30325993645076343,1.6652968E7
MIMIC,100,10,0.2910405709088712,4.7882549E7
RHC,100,20,0.2593253865371753,319802.0
SA,100,20,0.2334168222548702,452529.0
GA,100,20,0.2673335910100784,2.5360496E7
MIMIC,100,20,0.19933523531079875,1.68012502E8
RHC,100,40,0.10326152450610157,521845.0
SA,100,40,0.0855406390737231,623851.0
GA,100,40,0.13806484716728873,5.1138075E7
MIMIC,100,40,0.087468259723951,1.141433447E9
RHC,100,60,0.07683157294855104,762878.0
SA,100,60,0.058141913687815856,864491.0
GA,100,60,0.1596061743598865,7.8023541E7
MIMIC,100,60,0.07577852380276065,5.926602173E9
RHC,100,80,0.05264438990070684,1175629.0
SA,100,80,0.039769336423479414,1296145.0
GA,100,80,0.1281330252888882,1.18456897E8
MIMIC,100,80,0.04780550280758983,1.4838890821E10
RHC,200,10,0.3361810612191879,372184.0
SA,200,10,0.3361810612191879,906632.0
GA,200,10,0.3361810612191879,2.6931546E7
MIMIC,200,10,0.3361810612191879,8.8438785E7
RHC,200,20,0.23931804444678725,589980.0
SA,200,20,0.17602217240183882,1127579.0
GA,200,20,0.22884429497630657,4.8456382E7
MIMIC,200,20,0.1789865827466892,3.34487432E8
RHC,200,40,0.12765450797325406,1038177.0
SA,200,40,0.11905074838709592,1558841.0
GA,200,40,0.16498416051006512,9.1461942E7
MIMIC,200,40,0.09819338464763107,2.699374219E9
RHC,200,60,0.09239586762495484,1936538.0
