Algorithm,Iteration,N,Evaluation,TrainingTime
RHC,20,60,6.0,76800.0
SA,20,60,2.0,104369.0
GA,20,60,9.0,3838810.0
MIMIC,20,60,20.0,1.43596784E8
RHC,20,80,3.0,81920.0
SA,20,80,2.0,109095.0
GA,20,80,10.0,3678515.0
MIMIC,20,80,22.0,1.81968344E8
RHC,20,100,4.0,75618.0
SA,20,100,1.0,92553.0
GA,20,100,14.0,3430393.0
MIMIC,20,100,18.0,2.21415496E8
RHC,20,120,1.0,80344.0
SA,20,120,1.0,94916.0
GA,20,120,10.0,3280338.0
MIMIC,20,120,13.0,2.47322639E8
RHC,20,140,4.0,78769.0
SA,20,140,0.0,87827.0
GA,20,140,10.0,3159427.0
MIMIC,20,140,11.0,3.17072642E8
RHC,20,160,5.0,89797.0
SA,20,160,0.0,91766.0
GA,20,160,8.0,3502467.0
MIMIC,20,160,18.0,6.0520632E8
RHC,20,180,0.0,168959.0
SA,20,180,2.0,183138.0
GA,20,180,9.0,7273929.0
MIMIC,20,180,12.0,7.59687019E8
RHC,20,200,8.0,103975.0
SA,20,200,2.0,114609.0
GA,20,200,10.0,9397543.0
MIMIC,20,200,22.0,1.055814181E9
RHC,30,20,13.0,41354.0
SA,30,20,4.0,69317.0
GA,30,20,35.0,2330382.0
MIMIC,30,20,34.0,2.3282165E7
RHC,30,40,6.0,51200.0
SA,30,40,3.0,80739.0
GA,30,40,52.0,2731711.0
MIMIC,30,40,57.0,6.1724617E7
RHC,30,60,8.0,64197.0
SA,30,60,0.0,90978.0
GA,30,60,73.0,2936511.0
MIMIC,30,60,24.0,1.85175033E8
RHC,30,80,8.0,123668.0
SA,30,80,1.0,178018.0
GA,30,80,8.0,6100270.0
MIMIC,30,80,14.0,3.31060453E8
RHC,30,100,3.0,146116.0
SA,30,100,2.0,195742.0
GA,30,100,7.0,6866693.0
MIMIC,30,100,22.0,3.59638654E8
RHC,30,120,3.0,117760.0
SA,30,120,0.0,132332.0
GA,30,120,15.0,7878875.0
MIMIC,30,120,17.0,4.85210321E8
RHC,30,140,8.0,168960.0
SA,30,140,0.0,225673.0
GA,30,140,11.0,8239244.0
MIMIC,30,140,14.0,7.53773431E8
RHC,30,160,11.0,129182.0
SA,30,160,1.0,165415.0
GA,30,160,13.0,5696578.0
MIMIC,30,160,22.0,5.74934188E8
RHC,30,180,4.0,130756.0
SA,30,180,2.0,150843.0
GA,30,180,7.0,5249564.0
MIMIC,30,180,16.0,7.09779731E8
RHC,30,200,5.0,150449.0
SA,30,200,0.0,161083.0
GA,30,200,10.0,5852147.0
MIMIC,30,200,13.0,1.113601527E9
RHC,40,20,20.0,92159.0
SA,40,20,2.0,152418.0
GA,40,20,33.0,5048309.0
MIMIC,40,20,35.0,5.1096701E7
RHC,40,40,10.0,113821.0
SA,40,40,1.0,174080.0
GA,40,40,56.0,5869871.0
MIMIC,40,40,19.0,1.29287203E8
RHC,40,60,4.0,114215.0
SA,40,60,2.0,172504.0
GA,40,60,18.0,5893107.0
MIMIC,40,60,17.0,1.97281837E8
RHC,40,80,6.0,109489.0
SA,40,80,1.0,166990.0
GA,40,80,15.0,5433884.0
MIMIC,40,80,19.0,2.45931184E8
RHC,40,100,6.0,109489.0
SA,40,100,0.0,139421.0
GA,40,100,15.0,4797036.0
MIMIC,40,100,22.0,4.83261575E8
RHC,40,120,14.0,201649.0
SA,40,120,1.0,225280.0
GA,40,120,18.0,1.2839356E7
MIMIC,40,120,15.0,6.53670166E8
RHC,40,140,3.0,142178.0
SA,40,140,1.0,175655.0
GA,40,140,21.0,6181796.0
MIMIC,40,140,17.0,7.37712421E8
RHC,40,160,4.0,272935.0
SA,40,160,2.0,335163.0
GA,40,160,12.0,1.2410459E7
MIMIC,40,160,21.0,1.173891759E9
RHC,40,180,5.0,171716.0
SA,40,180,0.0,202437.0
GA,40,180,10.0,1.0584986E7
MIMIC,40,180,23.0,8.6755337E8
RHC,40,200,2.0,212676.0
SA,40,200,0.0,213071.0
GA,40,200,12.0,7539380.0
MIMIC,40,200,16.0,1.050620542E9
RHC,50,20,20.0,50018.0
SA,50,20,4.0,87434.0
GA,50,20,35.0,2917606.0
MIMIC,50,20,31.0,2.8606559E7
RHC,50,40,7.0,61440.0
SA,50,40,2.0,107914.0
GA,50,40,51.0,3335870.0
MIMIC,50,40,17.0,8.1904068E7
RHC,50,60,7.0,86646.0
SA,50,60,2.0,118548.0
GA,50,60,16.0,3968385.0
MIMIC,50,60,17.0,1.47933415E8
RHC,50,80,14.0,109489.0
SA,50,80,6.0,143360.0
GA,50,80,14.0,4702119.0
MIMIC,50,80,18.0,2.39991603E8
RHC,50,100,7.0,128000.0
SA,50,100,1.0,174474.0
GA,50,100,11.0,8910356.0
MIMIC,50,100,10.0,3.75492504E8
RHC,50,120,7.0,158720.0
SA,50,120,2.0,185895.0
GA,50,120,15.0,6550829.0
MIMIC,50,120,16.0,4.9023815E8
RHC,50,140,3.0,165808.0
SA,50,140,4.0,208344.0
GA,50,140,14.0,7056526.0
MIMIC,50,140,24.0,6.31391519E8
RHC,50,160,13.0,180775.0
SA,50,160,0.0,185501.0
GA,50,160,14.0,6892687.0
MIMIC,50,160,10.0,1.062634006E9
RHC,50,180,4.0,343433.0
SA,50,180,11.0,454103.0
GA,50,180,9.0,1.6128358E7
MIMIC,50,180,22.0,1.710547335E9
RHC,50,200,2.0,317439.0
SA,50,200,2.0,359975.0
GA,50,200,11.0,1.3652253E7
MIMIC,50,200,25.0,1.622665482E9
RHC,60,20,35.0,66559.0
SA,60,20,9.0,107519.0
GA,60,20,35.0,3422122.0
MIMIC,60,20,34.0,3.4342129E7
RHC,60,40,28.0,87433.0
SA,60,40,3.0,119335.0
GA,60,40,13.0,4008164.0
MIMIC,60,40,16.0,9.6999765E7
RHC,60,60,13.0,95310.0
SA,60,60,3.0,143753.0
GA,60,60,15.0,4747017.0
MIMIC,60,60,21.0,1.75562057E8
RHC,60,80,14.0,132332.0
SA,60,80,2.0,176837.0
GA,60,80,24.0,5641440.0
MIMIC,60,80,15.0,2.87676817E8
RHC,60,100,11.0,161083.0
SA,60,100,3.0,181563.0
GA,60,100,18.0,6475211.0
MIMIC,60,100,25.0,4.13240606E8
RHC,60,120,3.0,195741.0
SA,60,120,4.0,235125.0
GA,60,120,15.0,7615392.0
MIMIC,60,120,31.0,5.77964434E8
RHC,60,140,10.0,199680.0
SA,60,140,3.0,246941.0
GA,60,140,12.0,8407021.0
MIMIC,60,140,25.0,8.30366497E8
RHC,60,160,4.0,392270.0
SA,60,160,5.0,480491.0
GA,60,160,14.0,1.7409932E7
MIMIC,60,160,10.0,1.428700216E9
RHC,60,180,2.0,248516.0
SA,60,180,5.0,285538.0
GA,60,180,11.0,9850465.0
MIMIC,60,180,23.0,1.233321045E9
RHC,60,200,5.0,278843.0
SA,60,200,6.0,336344.0
GA,60,200,16.0,1.0931964E7
MIMIC,60,200,20.0,2.170438523E9
RHC,10,20,11.0,19692.0
SA,10,20,5.0,28356.0
GA,10,20,33.0,945228.0
MIMIC,10,20,33.0,1.332418E7
RHC,10,40,4.0,20479.0
SA,10,40,5.0,32295.0
GA,10,40,11.0,1189019.0
MIMIC,10,40,17.0,2.967073E7
RHC,10,60,7.0,26781.0
SA,10,60,0.0,35446.0
GA,10,60,10.0,1272514.0
MIMIC,10,60,18.0,5.2423567E7
RHC,10,80,4.0,34264.0
SA,10,80,3.0,40172.0
GA,10,80,11.0,1519849.0
MIMIC,10,80,25.0,8.0568145E7
RHC,10,100,10.0,38203.0
SA,10,100,5.0,42536.0
GA,10,100,10.0,1639185.0
MIMIC,10,100,14.0,1.13201379E8
RHC,10,120,3.0,45292.0
SA,10,120,5.0,50806.0
GA,10,120,14.0,1786088.0
MIMIC,10,120,20.0,2.8931797E8
RHC,10,140,4.0,62227.0
SA,10,140,3.0,74043.0
GA,10,140,13.0,3114528.0
MIMIC,10,140,21.0,2.99311007E8
RHC,10,160,5.0,79951.0
SA,10,160,1.0,95705.0
GA,10,160,10.0,4049911.0
MIMIC,10,160,14.0,4.46596941E8
RHC,10,180,1.0,59865.0
SA,10,180,3.0,68529.0
GA,10,180,10.0,2736438.0
MIMIC,10,180,16.0,3.6151966E8
RHC,10,200,2.0,59471.0
SA,10,200,2.0,65378.0
GA,10,200,11.0,2446567.0
MIMIC,10,200,20.0,3.76559825E8
RHC,20,20,3.0,21267.0
SA,20,20,2.0,36628.0
GA,20,20,35.0,1221708.0
MIMIC,20,20,27.0,1.2510102E7
RHC,20,40,7.0,28751.0
SA,20,40,1.0,45686.0
GA,20,40,52.0,1455652.0
MIMIC,20,40,8.0,4.0210818E7
RHC,20,60,9.0,41748.0
SA,20,60,0.0,52775.0
GA,20,60,11.0,1741584.0
MIMIC,20,60,11.0,6.9685806E7
RHC,20,80,4.0,48837.0
SA,20,80,0.0,64591.0
GA,20,80,9.0,2088562.0
MIMIC,20,80,13.0,1.15246618E8
RHC,20,100,3.0,61440.0
SA,20,100,4.0,72074.0
GA,20,100,12.0,2424906.0
MIMIC,20,100,16.0,1.70276259E8
RHC,20,120,1.0,84677.0
SA,20,120,2.0,80738.0
GA,20,120,16.0,8763058.0
MIMIC,20,120,14.0,4.48362155E8
RHC,20,140,7.0,122880.0
SA,20,140,1.0,131938.0
GA,20,140,8.0,4479596.0
MIMIC,20,140,14.0,3.78718097E8
RHC,20,160,0.0,82708.0
SA,20,160,7.0,98068.0
GA,20,160,12.0,3505223.0
MIMIC,20,160,20.0,7.16230523E8
RHC,20,180,2.0,138634.0
SA,20,180,1.0,163840.0
GA,20,180,15.0,6322399.0
MIMIC,20,180,26.0,5.98012736E8
RHC,20,200,1.0,107520.0
SA,20,200,2.0,111064.0
GA,20,200,9.0,4160975.0
MIMIC,20,200,16.0,7.27736319E8
RHC,30,20,12.0,61046.0
SA,30,20,0.0,105551.0
GA,30,20,33.0,3467808.0
MIMIC,30,20,33.0,3.5965953E7
RHC,30,40,22.0,144147.0
SA,30,40,2.0,107126.0
GA,30,40,62.0,3621014.0
MIMIC,30,40,10.0,8.7627823E7
RHC,30,60,9.0,78769.0
SA,30,60,2.0,113822.0
GA,30,60,12.0,8636633.0
MIMIC,30,60,14.0,2.02300214E8
RHC,30,80,2.0,120910.0
SA,30,80,4.0,174473.0
GA,30,80,16.0,6056947.0
MIMIC,30,80,15.0,3.04230134E8
RHC,30,100,5.0,143753.0
SA,30,100,1.0,190621.0
GA,30,100,9.0,6917499.0
MIMIC,30,100,16.0,4.38187162E8
RHC,30,120,8.0,177231.0
SA,30,120,4.0,231581.0
GA,30,120,12.0,8036808.0
MIMIC,30,120,18.0,6.08000652E8
RHC,30,140,2.0,149661.0
SA,30,140,0.0,175261.0
GA,30,140,13.0,6750902.0
MIMIC,30,140,33.0,6.62975548E8
RHC,30,160,0.0,129181.0
SA,30,160,1.0,164627.0
GA,30,160,15.0,5720603.0
MIMIC,30,160,15.0,7.60658635E8
RHC,30,180,9.0,182744.0
SA,30,180,1.0,207951.0
GA,30,180,12.0,1.1679877E7
MIMIC,30,180,26.0,7.65261111E8
RHC,30,200,1.0,147298.0
SA,30,200,2.0,165415.0
GA,30,200,13.0,5810793.0
MIMIC,30,200,20.0,8.3716663E8
RHC,40,20,19.0,40959.0
SA,40,20,1.0,70498.0
GA,40,20,35.0,2337472.0
MIMIC,40,20,35.0,2.2950547E7
RHC,40,40,9.0,59076.0
SA,40,40,4.0,86252.0
GA,40,40,55.0,2725803.0
MIMIC,40,40,17.0,6.5756411E7
RHC,40,60,8.0,71680.0
SA,40,60,2.0,98855.0
GA,40,60,8.0,3198417.0
MIMIC,40,60,14.0,1.23715474E8
RHC,40,80,6.0,95310.0
SA,40,80,1.0,112246.0
GA,40,80,11.0,3810847.0
MIMIC,40,80,8.0,2.0609255E8
RHC,40,100,4.0,107126.0
SA,40,100,2.0,131938.0
GA,40,100,19.0,4448877.0
MIMIC,40,100,17.0,2.92463612E8
RHC,40,120,8.0,130756.0
SA,40,120,5.0,153206.0
GA,40,120,13.0,5294069.0
MIMIC,40,120,19.0,3.92420763E8
RHC,40,140,6.0,139027.0
SA,40,140,3.0,172110.0
GA,40,140,9.0,5761956.0
MIMIC,40,140,21.0,5.43585284E8
RHC,40,160,1.0,146511.0
SA,40,160,1.0,190228.0
GA,40,160,11.0,9153752.0
MIMIC,40,160,16.0,7.05166227E8
RHC,40,180,3.0,165021.0
SA,40,180,1.0,198104.0
GA,40,180,9.0,6800527.0
MIMIC,40,180,14.0,8.66251712E8
RHC,40,200,2.0,189439.0
SA,40,200,1.0,204799.0
GA,40,200,13.0,7572463.0
MIMIC,40,200,21.0,1.315602024E9
RHC,50,20,20.0,52775.0
SA,50,20,6.0,88615.0
GA,50,20,35.0,2862073.0
MIMIC,50,20,34.0,3.5843073E7
RHC,50,40,16.0,136271.0
SA,50,40,0.0,211101.0
GA,50,40,52.0,7264477.0
MIMIC,50,40,64.0,1.62168953E8
RHC,50,60,31.0,174867.0
SA,50,60,0.0,244972.0
GA,50,60,11.0,8398751.0
MIMIC,50,60,20.0,2.55026253E8
RHC,50,80,3.0,133120.0
SA,50,80,1.0,203224.0
GA,50,80,10.0,6584305.0
MIMIC,50,80,26.0,2.85259394E8
RHC,50,100,10.0,139815.0
SA,50,100,0.0,173686.0
GA,50,100,14.0,9526724.0
MIMIC,50,100,23.0,3.53923172E8
RHC,50,120,4.0,162264.0
SA,50,120,4.0,187865.0
GA,50,120,10.0,6445672.0
MIMIC,50,120,18.0,4.88233478E8
RHC,50,140,5.0,172110.0
SA,50,140,0.0,195347.0
GA,50,140,10.0,7076219.0
MIMIC,50,140,16.0,9.4675566E8
RHC,50,160,3.0,201649.0
SA,50,160,4.0,215040.0
GA,50,160,14.0,7907626.0
MIMIC,50,160,14.0,8.41099963E8
RHC,50,180,5.0,216221.0
SA,50,180,2.0,233157.0
GA,50,180,11.0,8333373.0
MIMIC,50,180,18.0,1.199362522E9
RHC,50,200,0.0,334769.0
SA,50,200,9.0,420626.0
GA,50,200,13.0,1.444467E7
MIMIC,50,200,16.0,1.875873352E9
RHC,60,20,20.0,69316.0
SA,60,20,13.0,115397.0
GA,60,20,35.0,3810453.0
MIMIC,60,20,35.0,3.5622126E7
RHC,60,40,13.0,80345.0
SA,60,40,7.0,126425.0
GA,60,40,28.0,4076299.0
MIMIC,60,40,54.0,9.2617449E7
RHC,60,60,10.0,101218.0
SA,60,60,6.0,153599.0
GA,60,60,90.0,4765922.0
MIMIC,60,60,12.0,2.76495155E8
RHC,60,80,10.0,213858.0
SA,60,80,1.0,324134.0
GA,60,80,22.0,1.0642094E7
MIMIC,60,80,22.0,5.34446104E8
RHC,60,100,8.0,224886.0
SA,60,100,2.0,291051.0
GA,60,100,14.0,9980040.0
MIMIC,60,100,17.0,4.88155891E8
RHC,60,120,5.0,189834.0
SA,60,120,2.0,205194.0
GA,60,120,19.0,7679983.0
MIMIC,60,120,20.0,7.16936687E8
RHC,60,140,1.0,304049.0
SA,60,140,2.0,342251.0
GA,60,140,8.0,1.2454964E7
MIMIC,60,140,16.0,1.280778222E9
RHC,60,160,13.0,247729.0
SA,60,160,3.0,319409.0
GA,60,160,16.0,1.0701958E7
MIMIC,60,160,23.0,1.203800765E9
RHC,60,180,5.0,310744.0
SA,60,180,5.0,364307.0
GA,60,180,13.0,1.6943224E7
MIMIC,60,180,21.0,1.274842974E9
RHC,60,200,2.0,270965.0
SA,60,200,4.0,334768.0
GA,60,200,11.0,1.0894549E7
MIMIC,60,200,17.0,1.468599896E9
