gridWorld,iteration,learningRate,lastMaxDelta,rewards,numOfActions,runningTime
small,153,0.1,0.09589344241735187,-4,4,1.2740507E7
small,157,0.1,0.09595152488824965,-4,4,1.293231E7
small,1,0.1,0.11881,-60,60,302473.0
small,5,0.1,0.11098584420021085,-28,28,1321352.0
small,9,0.1,0.12374358540437663,-46,46,2062569.0
small,13,0.1,0.15039972331035223,-12,12,2479257.0
small,17,0.1,0.14023947893246147,-21,21,3417791.0
small,21,0.1,0.12715401870074838,-9,9,3748227.0
small,25,0.1,0.09755309374503973,-5,5,4607598.0
small,29,0.1,0.13123173840375457,-46,46,5524076.0
small,33,0.1,0.045253546747582085,-3,3,6218032.0
small,37,0.1,0.1961404343983777,-7,7,6475607.0
small,41,0.1,0.09678057576958299,-5,5,7623273.0
small,45,0.1,0.1382469558044459,-35,35,8174262.0
small,49,0.1,0.09658557902733333,-4,4,8768181.0
small,53,0.1,0.1363589616624874,-55,55,9981619.0
small,57,0.1,0.02893360715477522,-3,3,1.0229348E7
small,61,0.1,0.0964529982061797,-5,5,1.0604289E7
small,65,0.1,0.04099577249770636,-3,3,1.0831538E7
small,69,0.1,0.23750526459742471,-26,26,1.1205297E7
small,73,0.1,0.24830239418942845,-5,5,1.1447118E7
small,77,0.1,0.09585291672209006,-6,6,1.1833874E7
small,81,0.1,0.0971069658053727,-7,7,1.2017406E7
small,85,0.1,0.08130638576721605,-5,5,1.2172188E7
small,89,0.1,0.0973550492424069,-4,4,1.2285615E7
small,93,0.1,0.05639270260021778,-3,3,1.2408889E7
small,97,0.1,0.22572060458390975,-5,5,1.2536101E7
small,101,0.1,0.028650359520632884,-3,3,1.2649135E7
small,105,0.1,0.17796265904643493,-5,5,1.2830303E7
small,109,0.1,0.09872962892666792,-4,4,1.3070943E7
small,113,0.1,0.19963351279808705,-5,5,1.3389564E7
small,117,0.1,0.08590270757329455,-7,7,1.3541588E7
small,121,0.1,0.15395531620280467,-50,50,1.3860997E7
small,125,0.1,0.19831807641923183,-5,5,1.4219003E7
small,129,0.1,0.10592719655859528,-7,7,1.4408442E7
small,133,0.1,0.21924095782734065,-9,9,1.4546682E7
small,137,0.1,0.05668207847894724,-4,4,1.468374E7
small,141,0.1,0.05701308417454465,-4,4,1.4805438E7
small,145,0.1,0.10319167938822238,-4,4,1.4992515E7
small,149,0.1,0.06926288366261257,-3,3,1.5304834E7
small,153,0.1,0.055266909534252395,-3,3,1.5451345E7
small,157,0.1,0.16708970828659275,-6,6,1.5619517E7
small,1,0.1,0.1099,-85,85,409993.0
small,5,0.1,0.13407785368626313,-34,34,1238250.0
small,9,0.1,0.12584540550295564,-37,37,1828230.0
small,13,0.1,0.1335219858238721,-5,5,2362285.0
small,17,0.1,0.13038526516361104,-29,29,2706505.0
small,21,0.1,0.14111458460583082,-77,77,3642676.0
small,25,0.1,0.16319263435365672,-49,49,4263377.0
small,29,0.1,0.1735434659746531,-11,11,4479204.0
small,33,0.1,0.1361447798353379,-30,30,4763166.0
small,37,0.1,0.1544919477832123,-45,45,5201910.0
small,41,0.1,0.13228247636215418,-8,8,5427978.0
small,45,0.1,0.20798154159639104,-14,14,5779682.0
small,49,0.1,0.14523770113724455,-9,9,6726880.0
small,53,0.1,0.1205910842235185,-6,6,6982486.0
small,57,0.1,0.1301781248578071,-27,27,7334583.0
small,61,0.1,0.16998348897674243,-14,14,7932835.0
small,65,0.1,0.20757358746263121,-35,35,8253819.0
small,69,0.1,0.20739289130397864,-11,11,8445228.0
small,73,0.1,0.18666144078291147,-44,44,8754396.0
small,77,0.1,0.0611032317130209,-3,3,8877276.0
small,81,0.1,0.09714799378983541,-6,6,9536967.0
small,85,0.1,0.0432972900712878,-3,3,9708684.0
small,89,0.1,0.044378998324770436,-3,3,9836684.0
small,93,0.1,0.15654515084933252,-55,55,1.0260855E7
small,97,0.1,0.041625637835761564,-4,4,1.0419181E7
small,101,0.1,0.04325860847065721,-3,3,1.0620042E7
small,105,0.1,0.044626717269850236,-3,3,1.080515E7
small,109,0.1,0.1871545543827935,-8,8,1.0966232E7
small,113,0.1,0.14857654754806404,-16,16,1.1334084E7
small,117,0.1,0.24621608378491944,-9,9,1.1488865E7
small,121,0.1,0.185235736237773,-63,63,1.187444E7
small,125,0.1,0.10789335940028044,-5,5,1.2022132E7
small,129,0.1,0.17733582949776983,-6,6,1.2228113E7
small,133,0.1,0.24603014537178236,-6,6,1.2383288E7
small,137,0.1,0.04068018268203977,-4,4,1.2491596E7
small,141,0.1,0.20186331949757097,-8,8,1.2704666E7
small,145,0.1,0.0962107844261526,-4,4,1.2832666E7
small,149,0.1,0.039549051990234396,-3,3,1.2963029E7
small,153,0.1,0.043113052602587576,-3,3,1.308197E7
small,157,0.1,0.03852390899581293,-3,3,1.3322216E7
small,1,0.1,0.11979010000000001,-55,55,291445.0
small,5,0.1,0.13365561289095917,-80,80,1194139.0
small,9,0.1,0.14316087590976978,-15,15,2257128.0
small,13,0.1,0.09873686600564469,-5,5,3013705.0
small,17,0.1,0.13456574541539584,-16,16,3943968.0
small,21,0.1,0.1334913480595783,-10,10,4179488.0
small,25,0.1,0.205021643165071,-75,75,5043585.0
small,29,0.1,0.18000958000673362,-80,80,5587091.0
small,33,0.1,0.053512122061149636,-3,3,5783226.0
small,37,0.1,0.09679407454658406,-4,4,5898229.0
small,41,0.1,0.09865520912587833,-4,4,6142413.0
small,45,0.1,0.1657760896230931,-5,5,6268050.0
small,49,0.1,0.02797981092427948,-3,3,6449613.0
small,53,0.1,0.12586376105992025,-5,5,6828098.0
small,57,0.1,0.04029104414681717,-3,3,7169956.0
small,61,0.1,0.039096183990986244,-3,3,7323950.0
small,65,0.1,0.029702460327443614,-3,3,7694952.0
small,69,0.1,0.03794395372406445,-3,3,7824921.0
small,73,0.1,0.12201972086113733,-7,7,8033265.0
small,77,0.1,0.15330120890190013,-19,19,8465314.0
small,81,0.1,0.09606721016895525,-4,4,8588588.0
small,85,0.1,0.04541179612105539,-4,4,8747701.0
small,89,0.1,0.11823053447355658,-14,14,8997793.0
small,93,0.1,0.037564770175934736,-3,3,9305386.0
small,97,0.1,0.04129569911225661,-3,3,9442444.0
small,101,0.1,0.046614768663017614,-4,4,9731133.0
small,105,0.1,0.055777301071318064,-3,3,9858739.0
small,109,0.1,0.031162711869751725,-3,3,9991859.0
small,113,0.1,0.025195101529839503,-3,3,1.0202172E7
small,117,0.1,0.09883469493886277,-5,5,1.0317569E7
small,121,0.1,0.15929357570114844,-9,9,1.0485347E7
small,125,0.1,0.09846739332443821,-5,5,1.0628707E7
small,129,0.1,0.04600529962180988,-3,3,1.0811057E7
small,133,0.1,0.09862629006995216,-4,4,1.0965839E7
small,137,0.1,0.2501898955206179,-8,8,1.1240743E7
small,141,0.1,0.04298237376848135,-3,3,1.1370318E7
small,145,0.1,0.03946133234124183,-3,3,1.1494773E7
small,149,0.1,0.07487441204061573,-3,3,1.2047338E7
small,153,0.1,0.0972532074646324,-4,4,1.2158797E7
small,157,0.1,0.06356316870680834,-3,3,1.2303732E7
small,1,0.1,0.1099,-29,29,211102.0
small,5,0.1,0.11869119,-11,11,1525364.0
small,9,0.1,0.11259317838079413,-12,12,2348107.0
small,13,0.1,0.14620565238428418,-131,131,3079872.0
small,17,0.1,0.11555394375805106,-15,15,3339810.0
small,21,0.1,0.09798829927564223,-4,4,4302762.0
small,25,0.1,0.11042486097827697,-7,7,4451242.0
small,29,0.1,0.09729726499210978,-5,5,4777740.0
small,33,0.1,0.11107943422852262,-17,17,5731240.0
small,37,0.1,0.14026834733616722,-34,34,6296802.0
small,41,0.1,0.18849508877293664,-5,5,6818253.0
small,45,0.1,0.15973279594048506,-6,6,7035262.0
small,49,0.1,0.1292016468749302,-34,34,7466523.0
small,53,0.1,0.07539170012233987,-3,3,7683138.0
small,57,0.1,0.097301859980226,-5,5,7802079.0
small,61,0.1,0.09743844985380568,-4,4,7924565.0
small,65,0.1,0.07804384723155255,-5,5,8126214.0
small,69,0.1,0.18255528812051036,-5,5,8235309.0
small,73,0.1,0.13917615575443998,-28,28,8470041.0
small,77,0.1,0.098845183826894,-5,5,8579924.0
small,81,0.1,0.09831022413509061,-6,6,8963135.0
small,85,0.1,0.041698487809792795,-3,3,9090347.0
small,89,0.1,0.10514923717756863,-4,4,9377067.0
small,93,0.1,0.1397019346010735,-32,32,9627159.0
small,97,0.1,0.0874275452432498,-3,3,9765792.0
small,101,0.1,0.22192797143302045,-5,5,9886309.0
small,105,0.1,0.06105319029804712,-3,3,1.00021E7
small,109,0.1,0.04685226320840652,-3,3,1.0115133E7
small,113,0.1,0.04464292376193679,-3,3,1.0291182E7
small,117,0.1,0.04274441174993271,-4,4,1.0399884E7
small,121,0.1,0.09752350963258705,-4,4,1.0524733E7
small,125,0.1,0.2019503401536289,-8,8,1.0708265E7
small,129,0.1,0.058632396631838724,-3,3,1.0819329E7
small,133,0.1,0.03846871543014929,-3,3,1.0949298E7
small,137,0.1,0.044777984983437547,-4,4,1.1082024E7
small,141,0.1,0.04471294714127305,-4,4,1.1252559E7
small,145,0.1,0.04459459136618693,-3,3,1.1429396E7
small,149,0.1,0.1441655917679734,-7,7,1.1627106E7
small,153,0.1,0.11843005051905564,-5,5,1.1746835E7
small,157,0.1,0.17490961059191878,-74,74,1.2180459E7
small,1,0.1,0.1099,-100,100,474584.0
small,5,0.1,0.14067711183380505,-82,82,1945203.0
small,9,0.1,0.15676385727253606,-33,33,2654124.0
small,13,0.1,0.0472451049,-3,3,3065299.0
small,17,0.1,0.09871376514957553,-4,4,3474111.0
small,21,0.1,0.09854310066961669,-5,5,3720264.0
small,25,0.1,0.09767206566662257,-7,7,4259832.0
small,29,0.1,0.16178979201442623,-10,10,4497715.0
small,33,0.1,0.12326930643075196,-12,12,4675733.0
small,37,0.1,0.006040320592497483,-3,3,5181037.0
small,41,0.1,0.1843010880518543,-39,39,5473664.0
small,45,0.1,0.15036554366788124,-29,29,5734390.0
small,49,0.1,0.11509547026306954,-8,8,6009688.0
small,53,0.1,0.09689716224859302,-4,4,6298770.0
small,57,0.1,0.040314679129803244,-3,3,6791077.0
small,61,0.1,0.17629162941997034,-14,14,7074252.0
small,65,0.1,0.1685762081065536,-42,42,7541747.0
small,69,0.1,0.09735712972208832,-4,4,7692983.0
small,73,0.1,0.048611288519219364,-3,3,8167567.0
small,77,0.1,0.11043996547303392,-5,5,8303050.0
small,81,0.1,0.2088380799270979,-13,13,8537388.0
small,85,0.1,0.0972376261967649,-4,4,8667357.0
small,89,0.1,0.06830286985759493,-4,4,9073018.0
small,93,0.1,0.1433458440627824,-7,7,9229768.0
small,97,0.1,0.07479140117506144,-4,4,9360525.0
small,101,0.1,0.06866545867815921,-3,3,9523971.0
small,105,0.1,0.05160511411431212,-3,3,9719712.0
small,109,0.1,0.04531329784812632,-3,3,9891035.0
small,113,0.1,0.16892951071752704,-13,13,1.0042665E7
small,117,0.1,0.029340124146354896,-3,3,1.0150185E7
small,121,0.1,0.04755479303814569,-3,3,1.0288031E7
small,125,0.1,0.0961413492135823,-4,4,1.0477471E7
small,129,0.1,0.1047884201723559,-8,8,1.0665729E7
small,133,0.1,0.15689269236590198,-26,26,1.0939451E7
small,137,0.1,0.24034792789234571,-9,9,1.1113137E7
small,141,0.1,0.09609513076322429,-6,6,1.1241925E7
small,145,0.1,0.12958262421546474,-6,6,1.1447118E7
small,149,0.1,0.1137911301300858,-8,8,1.1585358E7
small,153,0.1,0.09612825709009476,-4,4,1.1696816E7
small,157,0.1,0.03829028135435131,-5,5,1.1894133E7
small,1,0.1,0.12869119,-88,88,494669.0
small,5,0.1,0.12330235602817041,-32,32,1653757.0
small,9,0.1,0.1488667527204257,-37,37,2785668.0
small,13,0.1,0.0983382847666796,-6,6,3144855.0
small,17,0.1,0.15616278642186376,-80,80,3908128.0
small,21,0.1,0.1409263782340826,-36,36,4508742.0
small,25,0.1,0.18595028850378226,-6,6,4954969.0
small,29,0.1,0.18216353192541446,-19,19,5484691.0
small,33,0.1,0.18583052331095873,-19,19,5775743.0
small,37,0.1,0.0970888581529703,-4,4,5955731.0
small,41,0.1,0.17368916170683835,-14,14,6392899.0
small,45,0.1,0.17770757700600104,-11,11,6736726.0
small,49,0.1,0.10548067645646908,-7,7,6894658.0
small,53,0.1,0.09763220787029558,-5,5,7012812.0
small,57,0.1,0.1761653544152757,-34,34,7429500.0
small,61,0.1,0.18105860501233728,-7,7,7590583.0
small,65,0.1,0.0632470029270693,-3,3,7722127.0
small,69,0.1,0.20293387528026718,-33,33,8014361.0
small,73,0.1,0.07835549792933616,-5,5,8177019.0
small,77,0.1,0.2561628735196655,-7,7,8485400.0
small,81,0.1,0.16998929893307269,-5,5,9000550.0
small,85,0.1,0.20353509056589547,-14,14,9199836.0
small,89,0.1,0.1649590893632107,-5,5,9314445.0
small,93,0.1,0.13959093730149696,-5,5,9428660.0
small,97,0.1,0.22666930320664158,-40,40,9687022.0
small,101,0.1,0.09624922371372868,-4,4,9879219.0
small,105,0.1,0.05076584863602296,-4,4,9980043.0
small,109,0.1,0.14535238696513897,-27,27,1.0221077E7
small,113,0.1,0.04342504922173451,-3,3,1.0339624E7
small,117,0.1,0.028491174794379903,-3,3,1.0430603E7
small,121,0.1,0.12895681487660493,-8,8,1.0544818E7
small,125,0.1,0.03439912738852913,-4,4,1.0660608E7
small,129,0.1,0.02995579046935193,-3,3,1.0772067E7
small,133,0.1,0.13902782765284627,-34,34,1.1088718E7
small,137,0.1,0.125238552257656,-6,6,1.1544004E7
small,141,0.1,0.09911148699992278,-6,6,1.1673185E7
small,145,0.1,0.050967363912689745,-3,3,1.1806305E7
small,149,0.1,0.1763632522452796,-38,38,1.2114292E7
small,153,0.1,0.11018798239693695,-4,4,1.245103E7
small,157,0.1,0.10562002484571842,-7,7,1.2596753E7
small,1,0.1,0.1099,-61,61,325710.0
small,5,0.1,0.12621130906808475,-44,44,1584834.0
small,9,0.1,0.14459093061033124,-41,41,2079504.0
small,13,0.1,0.12854826106484674,-16,16,2525731.0
small,17,0.1,0.1476598107586613,-133,133,3254739.0
small,21,0.1,0.12491124278496768,-7,7,3387071.0
small,25,0.1,0.09202562943160997,-6,6,3736018.0
small,29,0.1,0.043179764022097,-3,3,4183033.0
small,33,0.1,0.029582110323127964,-3,3,4911253.0
small,37,0.1,0.17489597479680752,-29,29,5211363.0
small,41,0.1,0.02347305975575109,-3,3,5369689.0
small,45,0.1,0.09702992081177131,-4,4,5670193.0
small,49,0.1,0.16343915758238792,-43,43,5961245.0
small,53,0.1,0.19938545725504575,-5,5,6224334.0
small,57,0.1,0.14597824118926273,-43,43,6573674.0
small,61,0.1,0.12783435343478722,-38,38,6949403.0
small,65,0.1,0.09740164888582026,-6,6,7147901.0
small,69,0.1,0.03924817039783246,-3,3,7258572.0
small,73,0.1,0.1493618541815973,-30,30,7736700.0
small,77,0.1,0.20984026727261185,-12,12,7905660.0
small,81,0.1,0.04355450138795347,-3,3,8025783.0
small,85,0.1,0.045263751998500856,-3,3,8182927.0
small,89,0.1,0.032997275206907206,-3,3,8331013.0
small,93,0.1,0.1295794421006149,-18,18,8717375.0
small,97,0.1,0.0447520781269688,-3,3,8820563.0
small,101,0.1,0.09624123759124714,-4,4,8947381.0
small,105,0.1,0.2150442568148383,-6,6,9110433.0
small,109,0.1,0.1388557008794682,-41,41,9420783.0
small,113,0.1,0.04174008809263974,-3,3,9577140.0
small,117,0.1,0.09855452403489329,-7,7,9713410.0
small,121,0.1,0.05037275227359039,-3,3,9847318.0
small,125,0.1,0.03914212511837101,-3,3,9955232.0
small,129,0.1,0.03439445350610004,-3,3,1.0116708E7
small,133,0.1,0.04598934618174022,-5,5,1.0266763E7
small,137,0.1,0.037670352406040886,-3,3,1.0390825E7
small,141,0.1,0.2164051897206598,-7,7,1.0761433E7
small,145,0.1,0.16207006489900655,-12,12,1.1000104E7
small,149,0.1,0.041278611493998474,-3,3,1.115134E7
small,153,0.1,0.2027014167504,-8,8,1.1295882E7
small,157,0.1,0.10055821464237402,-5,5,1.1529826E7
small,1,0.1,0.1099,-69,69,343433.0
small,5,0.1,0.14528628074854416,-253,253,1976710.0
small,9,0.1,0.1553180570239422,-15,15,2303602.0
small,13,0.1,0.12643769005739647,-40,40,3015675.0
small,17,0.1,0.0643394482734232,-3,3,3415822.0
small,21,0.1,0.09784406109034238,-4,4,4009347.0
small,25,0.1,0.028239395405259327,-3,3,4887228.0
small,29,0.1,0.1668768493732744,-18,18,5173948.0
small,33,0.1,0.18580354494874451,-26,26,5663104.0
small,37,0.1,0.1416079147187499,-9,9,5958094.0
small,41,0.1,0.021463788099972847,-3,3,6191645.0
small,45,0.1,0.15780576229462895,-15,15,6392900.0
small,49,0.1,0.2148617158806554,-55,55,7019508.0
small,53,0.1,0.16142371275072986,-61,61,7490153.0
small,57,0.1,0.08044502940933884,-3,3,7887149.0
small,61,0.1,0.05277998379546722,-3,3,7982854.0
small,65,0.1,0.09901985032868177,-9,9,8256576.0
small,69,0.1,0.11415884174509161,-10,10,8640576.0
small,73,0.1,0.05502951112487997,-3,3,8770545.0
small,77,0.1,0.07678689182510912,-5,5,9162815.0
small,81,0.1,0.25322404384118347,-8,8,9318777.0
small,85,0.1,0.07628186000630444,-3,3,9719712.0
small,89,0.1,0.15253533965401855,-31,31,9962715.0
small,93,0.1,0.16197328781261167,-30,30,1.0222653E7
small,97,0.1,0.0539801983527719,-3,3,1.0329385E7
small,101,0.1,0.15649038293304862,-50,50,1.0722049E7
small,105,0.1,0.061906834794053456,-3,3,1.0871316E7
small,109,0.1,0.09722852371558988,-4,4,1.0980018E7
small,113,0.1,0.1299450882660076,-19,19,1.1363623E7
small,117,0.1,0.1629612761236623,-7,7,1.1560546E7
small,121,0.1,0.09734931635186994,-5,5,1.1705481E7
small,125,0.1,0.07603039175841442,-3,3,1.2080816E7
small,129,0.1,0.1189152765270034,-7,7,1.2374624E7
small,133,0.1,0.1691109287314958,-5,5,1.2560126E7
small,137,0.1,0.052554373686152456,-3,3,1.2673553E7
small,141,0.1,0.06423555574718964,-3,3,1.2809036E7
small,145,0.1,0.060288560189562634,-3,3,1.2920494E7
small,149,0.1,0.047668685213825945,-3,3,1.30481E7
small,153,0.1,0.05383766060698991,-3,3,1.3321823E7
small,157,0.1,0.1224076677624053,-7,7,1.3516776E7
small,1,0.2,0.2,-5,5,56713.0
small,5,0.2,0.28399463929600005,-16,16,1435172.0
small,9,0.2,0.31655343070996866,-20,20,2262248.0
small,13,0.2,0.3786271761818141,-16,16,2639158.0
small,17,0.2,0.30691775439205515,-30,30,2960142.0
small,21,0.2,0.27240656413173925,-25,25,3687968.0
small,25,0.2,0.1722799104052919,-5,5,4061728.0
small,29,0.2,0.1972528126716213,-7,7,4349629.0
small,33,0.2,0.22315709656205263,-11,11,4771437.0
small,37,0.2,0.23481619398287656,-8,8,4909677.0
small,41,0.2,0.3235017087577723,-8,8,5279104.0
small,45,0.2,0.18198297746121073,-5,5,5383473.0
small,49,0.2,0.3967725056634803,-5,5,5530377.0
small,53,0.2,0.18141210011962627,-5,5,5666648.0
small,57,0.2,0.19646459043218556,-6,6,5828518.0
small,61,0.2,0.19293507937474264,-5,5,5971878.0
small,65,0.2,0.19799355492599435,-4,4,6141626.0
small,69,0.2,0.19302898665959978,-5,5,6286955.0
small,73,0.2,0.19254143255999523,-5,5,6831643.0
small,77,0.2,0.11019243812792068,-3,3,7015569.0
small,81,0.2,0.1214442169921921,-3,3,7299137.0
small,85,0.2,0.04279589614969703,-3,3,7441709.0
small,89,0.2,0.08011027836395157,-3,3,7586251.0
small,93,0.2,0.19611072306588606,-4,4,7738275.0
small,97,0.2,0.10040869020973364,-3,3,8000970.0
small,101,0.2,0.07641778110001107,-3,3,8251850.0
small,105,0.2,0.3800453239596666,-6,6,8597252.0
small,109,0.2,0.10346711113086249,-3,3,9037965.0
small,113,0.2,0.19518855200549323,-7,7,9175023.0
small,117,0.2,0.1188584078532604,-3,3,9295146.0
small,121,0.2,0.19460795688081634,-4,4,9660635.0
small,125,0.2,0.11006466840341522,-3,3,9776031.0
small,129,0.2,0.2596952348248487,-5,5,9990283.0
small,133,0.2,0.09426936217511006,-3,3,1.0176178E7
small,137,0.2,0.19555336236087584,-4,4,1.028488E7
small,141,0.2,0.3574402108065349,-7,7,1.0425876E7
small,145,0.2,0.19263253918381373,-4,4,1.0521187E7
small,149,0.2,0.45584979527550784,-11,11,1.0646824E7
small,153,0.2,0.07952606126478257,-5,5,1.0783882E7
small,157,0.2,0.06986874285858269,-3,3,1.0959537E7
small,1,0.2,0.27128,-27,27,191015.0
small,5,0.2,0.28195461627136,-58,58,1374127.0
small,9,0.2,0.1978846228170812,-5,5,1534028.0
small,13,0.2,0.34623799232393426,-17,17,2083836.0
small,17,0.2,0.01717986918399994,-3,3,2383159.0
small,21,0.2,0.19878985311999997,-11,11,2652549.0
small,25,0.2,0.008395538551557724,-3,3,2788426.0
small,29,0.2,0.3511491304673835,-6,6,3116499.0
small,33,0.2,0.32579332207698364,-48,48,3452056.0
small,37,0.2,0.1918720830805798,-4,4,5103450.0
small,41,0.2,0.10018478026244138,-3,3,5238145.0
small,45,0.2,0.08687748194229483,-4,4,5349603.0
small,49,0.2,0.1954040773509469,-5,5,5480360.0
small,53,0.2,0.1156502252605196,-3,3,5637504.0
small,57,0.2,0.06055410333080058,-3,3,5842304.0
small,61,0.2,0.1974371430649644,-6,6,5986451.0
small,65,0.2,0.0729058951624093,-4,4,6090426.0
small,69,0.2,0.05882116263012538,-3,3,6199128.0
small,73,0.2,0.07222678484376166,-3,3,6316887.0
small,77,0.2,0.35248282792709995,-7,7,6504358.0
small,81,0.2,0.2596366591625463,-21,21,6801317.0
small,85,0.2,0.36935029069095293,-49,49,7139631.0
small,89,0.2,0.1736583846928852,-4,4,7255815.0
small,93,0.2,0.34194082489073674,-25,25,7461402.0
small,97,0.2,0.3082571226725701,-3,3,7832799.0
small,101,0.2,0.298540462325406,-11,11,8024601.0
small,105,0.2,0.22798024386971405,-3,3,8185290.0
small,109,0.2,0.1381675989539346,-4,4,8302262.0
small,113,0.2,0.12123638298573525,-5,5,8477130.0
small,117,0.2,0.09244725738780923,-3,3,8607099.0
small,121,0.2,0.06554808783478361,-5,5,8795751.0
small,125,0.2,0.04746009548817254,-3,3,8891061.0
small,129,0.2,0.10118724827448355,-4,4,9000944.0
small,133,0.2,0.19317034911667452,-6,6,9110039.0
small,137,0.2,0.43924858592311233,-29,29,9323110.0
small,141,0.2,0.26107547401356346,-7,7,9462137.0
small,145,0.2,0.1950466849634127,-5,5,9566900.0
small,149,0.2,0.4334213931358448,-7,7,9694506.0
small,153,0.2,0.17800226876512015,-3,3,9849287.0
small,157,0.2,0.08988601624305925,-3,3,9959564.0
small,1,0.2,0.2396,-46,46,232368.0
small,5,0.2,0.23912080000000002,-18,18,944047.0
small,9,0.2,0.32719075745317105,-107,107,2064931.0
small,13,0.2,0.19604504707473902,-8,8,2520611.0
small,17,0.2,0.1943129876869336,-4,4,2782518.0
small,21,0.2,0.27895597108171133,-17,17,3020794.0
small,25,0.2,0.0498937526183405,-3,3,3246074.0
small,29,0.2,0.02619484654529125,-3,3,3374468.0
small,33,0.2,0.1736371744102314,-5,5,3682849.0
small,37,0.2,0.1957356275038098,-4,4,3780128.0
small,41,0.2,0.4457277462620308,-31,31,4026282.0
small,45,0.2,0.19709711720608625,-4,4,4377986.0
small,49,0.2,0.19466500349832616,-4,4,4649345.0
small,53,0.2,0.39549593771326075,-6,6,4847450.0
small,57,0.2,0.1954448560097326,-4,4,4956151.0
small,61,0.2,0.36457856219481233,-8,8,5082181.0
small,65,0.2,0.36255408846993475,-6,6,5242083.0
small,69,0.2,0.13806187872790954,-3,3,5743448.0
small,73,0.2,0.19515936983128013,-4,4,5849786.0
small,77,0.2,0.19499572424921485,-5,5,6012444.0
small,81,0.2,0.07387048611369362,-3,3,6104998.0
small,85,0.2,0.24733090227870003,-3,3,6417318.0
small,89,0.2,0.3134501121982547,-24,24,6743815.0
small,93,0.2,0.2242477474862965,-8,8,6920258.0
small,97,0.2,0.5289030319328301,-12,12,7082916.0
small,101,0.2,0.41397092264422497,-58,58,7504331.0
small,105,0.2,0.15341100392857676,-3,3,7660294.0
small,109,0.2,0.1297962431310049,-5,5,7793807.0
small,113,0.2,0.3752625436036432,-23,23,7974976.0
small,117,0.2,0.08806143302625857,-3,3,8117155.0
small,121,0.2,0.22000807159732982,-9,9,8232945.0
small,125,0.2,0.050246082562994676,-3,3,8416871.0
small,129,0.2,0.0647999466183804,-4,4,8518877.0
small,133,0.2,0.1932674708427844,-4,4,8718163.0
small,137,0.2,0.15559545113858153,-5,5,8865855.0
small,141,0.2,0.45069783483004766,-8,8,9002913.0
small,145,0.2,0.4471948613620964,-6,6,9132094.0
small,149,0.2,0.36627166382359744,-7,7,9259306.0
small,153,0.2,0.1932646323565843,-3,3,9450715.0
small,157,0.2,0.1028174338071075,-3,3,9730739.0
small,1,0.2,0.2396,-18,18,105945.0
small,5,0.2,0.19880239840000002,-11,11,765242.0
small,9,0.2,0.2880341385408336,-108,108,2528882.0
small,13,0.2,0.27791769691812584,-45,45,2915638.0
small,17,0.2,0.17988037830040415,-4,4,3048364.0
small,21,0.2,0.3890584161488915,-48,48,3508769.0
small,25,0.2,0.4063775813254531,-18,18,3799427.0
small,29,0.2,0.08210738229110115,-3,3,3944756.0
small,33,0.2,0.07282506176517556,-5,5,4076301.0
small,37,0.2,0.43544685304745867,-6,6,4266528.0
small,41,0.2,0.07215724099606424,-3,3,4492595.0
small,45,0.2,0.24554149027279548,-19,19,4763561.0
small,49,0.2,0.27842171593510434,-64,64,5306674.0
small,53,0.2,0.2517379846686585,-10,10,5544556.0
small,57,0.2,0.1293777236270195,-3,3,5682402.0
small,61,0.2,0.34253220746449653,-29,29,6034500.0
small,65,0.2,0.13312532604534244,-3,3,6172740.0
small,69,0.2,0.07451807723419268,-4,4,6263718.0
small,73,0.2,0.19760795169069634,-4,4,6437404.0
small,77,0.2,0.06386184946727269,-3,3,6531927.0
small,81,0.2,0.10048658395941468,-4,4,6631570.0
small,85,0.2,0.1956532302017191,-5,5,6733970.0
small,89,0.2,0.24153723337536492,-6,6,6940345.0
small,93,0.2,0.31874856826764164,-8,8,7059680.0
small,97,0.2,0.0743244722808174,-3,3,7208947.0
small,101,0.2,0.04700615817008691,-4,4,7331827.0
small,105,0.2,0.40291548828933,-5,5,7466128.0
small,109,0.2,0.09656027546498236,-3,3,7656356.0
small,113,0.2,0.19500035110514924,-5,5,7833980.0
small,117,0.2,0.1925246863815393,-6,6,7950164.0
small,121,0.2,0.19488325011250662,-4,4,8093524.0
small,125,0.2,0.21356780755901017,-10,10,8255395.0
small,129,0.2,0.4463546541714589,-5,5,8471616.0
small,133,0.2,0.058209705364130615,-4,4,8579529.0
small,137,0.2,0.4499278153969253,-6,6,8740218.0
small,141,0.2,0.272145600420691,-15,15,9142335.0
small,145,0.2,0.11147083793231505,-4,4,9321534.0
small,149,0.2,0.1921560983083257,-11,11,9558235.0
small,153,0.2,0.1028446233286342,-3,3,9836684.0
small,157,0.2,0.19267347382426392,-4,4,9987921.0
small,1,0.2,0.28482265312000005,-88,88,402904.0
small,5,0.2,0.32613768913664004,-73,73,1173265.0
small,9,0.2,0.2921694332649547,-25,25,2028698.0
small,13,0.2,0.19491663373202828,-5,5,2193719.0
small,17,0.2,0.20115447903980632,-5,5,2332746.0
small,21,0.2,0.28210628380659664,-7,7,2632857.0
small,25,0.2,0.3637918018855766,-14,14,2810875.0
small,29,0.2,0.07562211430027532,-3,3,2958567.0
small,33,0.2,0.31554125569872715,-48,48,3244892.0
small,37,0.2,0.1954896450593755,-5,5,3693089.0
