gridWorld,iteration,epsilon,lastMaxDelta,rewards,numOfActions,runningTime
large,56,0.2,0.18482797758921565,-257,257,1.29531832E8
large,61,0.2,0.1789762555393608,-95,95,1.30968974E8
large,66,0.2,0.1782648765390249,-77,77,1.33886581E8
large,71,0.2,0.17843736481294137,-80,80,1.36001925E8
large,76,0.2,0.20424437131673834,-85,85,1.41594925E8
large,81,0.2,0.15705906051734608,-191,191,1.45158438E8
large,86,0.2,0.16165153995452108,-879,879,1.57153002E8
large,91,0.2,0.2079996284997705,-55,55,1.60054067E8
large,96,0.2,0.21341054840769003,-93,93,1.65249283E8
large,101,0.2,0.1376157777483522,-245,245,1.6614213E8
large,106,0.2,0.1581728392024795,-63,63,1.67938853E8
large,111,0.2,0.1577981009552829,-40,40,1.68607603E8
large,116,0.2,0.20087087371410295,-121,121,1.70524449E8
large,121,0.2,0.2603023021446462,-71,71,1.71762305E8
large,126,0.2,0.19793417110912337,-51,51,1.79768789E8
large,131,0.2,0.21117048447502107,-50,50,1.81218141E8
large,136,0.2,0.17975754996583504,-84,84,1.82614716E8
large,141,0.2,0.1760347800950388,-60,60,1.84066825E8
large,146,0.2,0.18863773371508152,-53,53,1.84968337E8
large,151,0.2,0.16222527613534865,-2873,2873,1.93175289E8
large,156,0.2,0.1687591247691902,-27,27,1.94029145E8
large,161,0.2,0.17950755660157558,-34,34,1.9452736E8
large,166,0.2,0.2560645045377794,-65,65,1.95465894E8
large,171,0.2,0.214028882784568,-54,54,1.95916453E8
large,176,0.2,0.14709318553072048,-98,98,1.96759676E8
large,181,0.2,0.17017802398007476,-209,209,1.98997112E8
large,186,0.2,0.2016395147345209,-46,46,1.99407893E8
large,191,0.2,0.17128868315013435,-342,342,2.00294045E8
large,196,0.2,0.25314809174663155,-46,46,2.00703644E8
large,201,0.2,0.14388161988349424,-33,33,2.01062044E8
large,206,0.2,0.19444488687122785,-39,39,2.01467705E8
large,211,0.2,0.200978352052946,-39,39,2.01780024E8
large,216,0.2,0.17063313369651922,-296,296,2.02848527E8
large,221,0.2,0.1496009197277699,-23,23,2.03381006E8
large,226,0.2,0.16698051198964503,-223,223,2.07500629E8
large,231,0.2,0.22144301416118495,-83,83,2.09528146E8
large,236,0.2,0.17595851386422012,-41,41,2.10263849E8
large,241,0.2,0.15312855886607402,-34,34,2.11648216E8
large,246,0.2,0.19838750967960905,-30,30,2.15709156E8
large,251,0.2,0.17691341633919144,-40,40,2.16626422E8
large,256,0.2,0.16625011217045405,-83,83,2.17558261E8
large,261,0.2,0.2370276503969313,-44,44,2.21109565E8
large,266,0.2,0.19437666175180723,-36,36,2.2255104E8
large,271,0.2,0.25885839198064353,-44,44,2.23502964E8
large,276,0.2,0.22896637429558853,-530,530,2.26090923E8
large,281,0.2,0.21656787479334128,-40,40,2.34452262E8
large,286,0.2,0.1752881299526461,-58,58,2.44327543E8
large,291,0.2,0.20887635189406062,-24,24,2.45333818E8
large,296,0.2,0.18097762787573224,-28,28,2.46002961E8
large,301,0.2,0.17414669545632755,-27,27,2.47042713E8
large,306,0.2,0.16311186099957098,-41,41,2.51083174E8
large,311,0.2,0.19289434703568498,-26,26,2.51814545E8
large,316,0.2,0.13512451845397422,-48,48,2.55548987E8
large,321,0.2,0.22751550301099943,-40,40,2.66779884E8
large,326,0.2,0.2396947923422874,-36,36,2.67491169E8
large,331,0.2,0.21664821908987086,-19,19,2.68077999E8
large,336,0.2,0.2545433284096621,-25,25,2.68768804E8
large,341,0.2,0.275745878493324,-28,28,2.69370206E8
large,346,0.2,0.22484290261513085,-25,25,2.70751816E8
large,351,0.2,0.2744827500225542,-20,20,2.71286658E8
large,356,0.2,0.21132557288441234,-26,26,2.7195265E8
large,361,0.2,0.19934694620215332,-34,34,2.72550508E8
large,366,0.2,0.2557119847348459,-32,32,2.73196808E8
large,371,0.2,0.22763290478365805,-26,26,2.73811995E8
large,376,0.2,0.19449182723991676,-30,30,2.74509101E8
large,381,0.2,0.1301843906779272,-25,25,2.76714242E8
large,386,0.2,0.21658639996130447,-27,27,2.78643297E8
large,391,0.2,0.2239328315254121,-33,33,2.80556598E8
large,396,0.2,0.2498862935904853,-51,51,2.81202505E8
large,401,0.2,0.3129524910827266,-48,48,2.81839353E8
large,406,0.2,0.2992707877326497,-21,21,2.88444929E8
large,411,0.2,0.2429745107628909,-33,33,2.88750553E8
large,416,0.2,0.2012757312049267,-21,21,2.88999463E8
large,421,0.2,0.23955783468206615,-37,37,2.89285395E8
large,426,0.2,0.23739235394426839,-35,35,2.91386955E8
large,431,0.2,0.23129814980361552,-30,30,2.9168864E8
large,436,0.2,0.18128546506528131,-20,20,2.92037587E8
large,441,0.2,0.21967221766717593,-39,39,2.94347491E8
large,446,0.2,0.09406637419218278,-18,18,2.94732278E8
large,451,0.2,0.2414905634373783,-21,21,2.94993791E8
large,456,0.2,0.229714327693209,-27,27,2.95260031E8
large,461,0.2,0.20957769863482945,-23,23,2.95545175E8
large,466,0.2,0.16196543077963987,-26,26,2.95829925E8
large,471,0.2,0.17647590338774233,-83,83,2.97103227E8
large,476,0.2,0.09844156208421806,-21,21,2.99946792E8
large,481,0.2,0.16503306580053057,-35,35,3.00623812E8
large,486,0.2,0.21675505460348088,-27,27,3.01279958E8
large,491,0.2,0.2405067846261426,-31,31,3.02792325E8
large,496,0.2,0.21802080245370092,-40,40,3.03477222E8
large,501,0.2,0.21469097803082526,-27,27,3.04088864E8
large,506,0.2,0.21398133604730862,-68,68,3.05672517E8
large,511,0.2,0.23838992078320276,-109,109,3.06493291E8
large,516,0.2,0.21399335963936217,-20,20,3.09619636E8
large,521,0.2,0.08204241461331563,-17,17,3.10195832E8
large,526,0.2,0.2430045229009865,-31,31,3.10828348E8
large,531,0.2,0.1408002402463886,-26,26,3.11358464E8
large,536,0.2,0.10184956269711964,-27,27,3.11931115E8
large,541,0.2,0.22320549047100435,-31,31,3.12475803E8
large,546,0.2,0.21792938600577405,-22,22,3.13062239E8
large,551,0.2,0.26568922168551623,-27,27,3.15689582E8
large,556,0.2,0.23989366289045666,-39,39,3.23766959E8
large,561,0.2,0.2521500847801583,-33,33,3.24517628E8
large,566,0.2,0.1798013989070526,-18,18,3.25169836E8
large,571,0.2,0.23153871732310982,-26,26,3.25665294E8
large,576,0.2,0.23675797967130663,-29,29,3.26304899E8
large,581,0.2,0.2616313422993972,-37,37,3.27019334E8
large,586,0.2,0.19124031440564426,-28,28,3.27656182E8
large,591,0.2,0.2636655240380159,-34,34,3.28225683E8
large,596,0.2,0.1652355649721411,-26,26,3.28790851E8
large,1,0.2,0.1301154275485633,-507,507,2039332.0
large,6,0.2,0.14396348458505626,-299,299,3.2751794E7
large,11,0.2,0.15288197892267508,-1135,1135,6.6656768E7
large,16,0.2,0.15590358628170442,-310,310,7.2377373E7
large,21,0.2,0.14034171557523578,-219,219,7.9715108E7
large,26,0.2,0.1569259089904822,-918,918,9.4789936E7
large,31,0.2,0.1579467271519599,-325,325,1.11245587E8
large,36,0.2,0.15044133647600288,-3659,3659,1.35953088E8
large,41,0.2,0.15290169037710033,-735,735,1.51380409E8
large,46,0.2,0.16394024663900453,-174,174,1.63838922E8
large,51,0.2,0.16778910674699699,-1149,1149,1.67127531E8
large,56,0.2,0.17191213518311477,-69,69,1.69066433E8
large,61,0.2,0.21827590025239818,-114,114,1.71396816E8
large,66,0.2,0.14521846927538729,-590,590,1.72887915E8
large,71,0.2,0.18868642221895682,-93,93,1.74599961E8
large,76,0.2,0.14471407981148232,-197,197,1.76513656E8
large,81,0.2,0.1959443970270749,-527,527,1.78332828E8
large,86,0.2,0.16402587289400739,-160,160,1.85244816E8
large,91,0.2,0.14979326678254523,-240,240,1.86779632E8
large,96,0.2,0.19847449528087857,-50,50,1.90872474E8
large,101,0.2,0.2524953133085228,-73,73,1.92463216E8
large,106,0.2,0.15287820229380067,-194,194,1.93645934E8
large,111,0.2,0.22245559606425847,-35,35,1.97978234E8
large,116,0.2,0.18355429742755636,-43,43,1.99246416E8
large,121,0.2,0.17460754205280793,-48,48,2.02090374E8
large,126,0.2,0.14269735546641904,-96,96,2.04003675E8
large,131,0.2,0.15790315057195237,-683,683,2.06154465E8
large,136,0.2,0.24562110292860373,-63,63,2.07985453E8
large,141,0.2,0.21237903538238911,-289,289,2.10024391E8
large,146,0.2,0.18348333649384774,-49,49,2.10607676E8
large,151,0.2,0.1606835978231942,-40,40,2.11707292E8
large,156,0.2,0.14632974201376214,-233,233,2.12496953E8
large,161,0.2,0.1619383557278855,-34,34,2.13060939E8
large,166,0.2,0.18851473793199092,-304,304,2.14305885E8
large,171,0.2,0.18152873938660186,-1610,1610,2.17617731E8
large,176,0.2,0.17602978135874636,-45,45,2.18091133E8
large,181,0.2,0.23115720620076874,-407,407,2.21484506E8
large,186,0.2,0.2129300658432105,-3563,3563,2.27925848E8
large,191,0.2,0.1629908346800928,-304,304,2.28829724E8
large,196,0.2,0.21356532504814663,-42,42,2.29232627E8
large,201,0.2,0.20386349001330917,-61,61,2.29725722E8
large,206,0.2,0.20968866284307186,-53,53,2.31195159E8
large,211,0.2,0.15331447425214684,-134,134,2.31699282E8
large,216,0.2,0.16332107503601279,-43,43,2.32107699E8
large,221,0.2,0.18555190921767206,-38,38,2.32738246E8
large,226,0.2,0.20118906679015858,-38,38,2.38330064E8
large,231,0.2,0.24479313301904426,-48,48,2.39607698E8
large,236,0.2,0.23722266788992963,-41,41,2.40131907E8
large,241,0.2,0.17374246844806507,-183,183,2.44231838E8
large,246,0.2,0.20619239870863604,-58,58,2.44693425E8
large,251,0.2,0.18540540277279405,-63,63,2.49956382E8
large,256,0.2,0.20419939193382142,-42,42,2.5043963E8
large,261,0.2,0.1440444848511575,-35,35,2.54161469E8
large,266,0.2,0.21714052175207277,-21,21,2.54495844E8
large,271,0.2,0.16121856030576787,-55,55,2.55117726E8
large,276,0.2,0.1702149041675547,-41,41,2.55600975E8
large,281,0.2,0.17238937705959412,-213,213,2.59607171E8
large,286,0.2,0.2352378450758703,-31,31,2.59930912E8
large,291,0.2,0.19549476499871155,-35,35,2.60565397E8
large,296,0.2,0.19258138847802808,-34,34,2.61084879E8
large,301,0.2,0.17969142324300336,-137,137,2.61577186E8
large,306,0.2,0.12138570437047846,-22,22,2.61961579E8
large,311,0.2,0.24805795586616197,-42,42,2.6228847E8
large,316,0.2,0.16920975706378716,-20,20,2.62565344E8
large,321,0.2,0.22507819583260513,-50,50,2.62918623E8
large,326,0.2,0.2685923076181751,-33,33,2.63238426E8
large,331,0.2,0.18456556217393638,-32,32,2.63619274E8
large,336,0.2,0.18980910122150796,-283,283,2.69526168E8
large,341,0.2,0.1443531621419174,-30,30,2.69829429E8
large,346,0.2,0.1995526751987633,-22,22,2.707656E8
large,351,0.2,0.1782191604872292,-33,33,2.71499728E8
large,356,0.2,0.1486766471852654,-68,68,2.72361462E8
large,361,0.2,0.2436619763940886,-27,27,2.72928205E8
large,366,0.2,0.25178497698168734,-47,47,2.73656032E8
large,371,0.2,0.1618833171524745,-434,434,2.7575956E8
large,376,0.2,0.2198320976368926,-21,21,2.76663042E8
large,381,0.2,0.0996571203544887,-20,20,2.77167952E8
large,386,0.2,0.14118154298613206,-23,23,2.77694917E8
large,391,0.2,0.2549313350430382,-42,42,2.783743E8
large,396,0.2,0.26371219995657746,-28,28,2.7888945E8
large,401,0.2,0.23283567846015885,-37,37,2.79699196E8
large,406,0.2,0.22557895744312617,-30,30,2.80226556E8
large,411,0.2,0.18364441783018393,-25,25,2.80737373E8
large,416,0.2,0.20810168347395042,-22,22,2.81232437E8
large,421,0.2,0.17891721630619628,-22,22,2.81891734E8
large,426,0.2,0.23566486522371233,-35,35,2.83068151E8
large,431,0.2,0.19710804413234495,-25,25,2.83814488E8
large,436,0.2,0.1840474204067366,-35,35,2.8437296E8
large,441,0.2,0.21670180201376965,-28,28,2.84979089E8
large,446,0.2,0.22347578498250442,-26,26,2.92570066E8
large,451,0.2,0.09723313246401188,-18,18,2.93112391E8
large,456,0.2,0.26113960968061,-29,29,2.93681892E8
large,461,0.2,0.2315064560143112,-31,31,2.94632241E8
large,466,0.2,0.09401296235979473,-22,22,2.95147785E8
large,471,0.2,0.21481965748640874,-58,58,2.9588782E8
large,476,0.2,0.2534587518107294,-40,40,2.96565628E8
large,481,0.2,0.09857890889095278,-25,25,2.9786138E8
large,486,0.2,0.21376264197376216,-40,40,2.98514769E8
large,491,0.2,0.17619981174515864,-30,30,2.99098842E8
large,496,0.2,0.2237629574272395,-35,35,2.99730176E8
large,501,0.2,0.22211533557630503,-20,20,3.00894384E8
large,506,0.2,0.20372964869270405,-20,20,3.01437496E8
large,511,0.2,0.20315980689722757,-23,23,3.01943982E8
large,516,0.2,0.2856015457770198,-25,25,3.02570196E8
large,521,0.2,0.2340533218849128,-28,28,3.08386506E8
large,526,0.2,0.23735744142161885,-38,38,3.08948917E8
large,531,0.2,0.09222849652984255,-23,23,3.09536928E8
large,536,0.2,0.22803548389293216,-20,20,3.10233247E8
large,541,0.2,0.228885185697977,-58,58,3.11202107E8
large,546,0.2,0.1001063889915823,-20,20,3.12030758E8
large,551,0.2,0.27643901569101903,-33,33,3.13222534E8
large,556,0.2,0.21900505511081647,-35,35,3.14268194E8
large,561,0.2,0.2284572899947115,-26,26,3.15114568E8
large,566,0.2,0.22540109202208747,-21,21,3.16069643E8
large,571,0.2,0.23694725733150612,-19,19,3.16847094E8
large,576,0.2,0.15067141013333085,-39,39,3.1896677E8
large,581,0.2,0.23613242328300732,-22,22,3.19490978E8
large,586,0.2,0.2426448756610995,-24,24,3.20096713E8
large,591,0.2,0.19552604148987562,-30,30,3.21395615E8
large,596,0.2,0.22482397428975176,-36,36,3.22003712E8
large,1,0.2,0.1099,-98,98,444652.0
large,6,0.2,0.14633778849174528,-2423,2423,2.5890219E7
large,11,0.2,0.14766192163386505,-1904,1904,5.7796427E7
large,16,0.2,0.137441517701395,-2107,2107,8.1854477E7
large,21,0.2,0.15470757677483293,-324,324,9.0556492E7
large,26,0.2,0.16393678007090173,-3408,3408,1.13500353E8
large,31,0.2,0.14119720478734177,-327,327,1.1724031E8
large,36,0.2,0.15121784597968513,-68,68,1.2245758E8
large,41,0.2,0.14666989684793696,-85,85,1.41961595E8
large,46,0.2,0.1565881194456833,-483,483,1.512658E8
large,51,0.2,0.17946619848389478,-111,111,1.56160117E8
large,56,0.2,0.16042940180019016,-2186,2186,1.66289823E8
large,61,0.2,0.18180868668139105,-79,79,1.68227936E8
large,66,0.2,0.15553563068478593,-198,198,1.7146889E8
large,71,0.2,0.21894288572360088,-153,153,1.73472776E8
large,76,0.2,0.23125991278133728,-47,47,1.83856905E8
large,81,0.2,0.13876681327060503,-64,64,1.85514995E8
large,86,0.2,0.17290092719427053,-105,105,1.88943419E8
large,91,0.2,0.18525102747811673,-121,121,1.94807778E8
large,96,0.2,0.17973060115417017,-53,53,1.99365752E8
large,101,0.2,0.15120947499055948,-37,37,2.01650843E8
large,106,0.2,0.20621532038526436,-111,111,2.09350128E8
large,111,0.2,0.17283535594925148,-89,89,2.14904924E8
large,116,0.2,0.22091594507586532,-30,30,2.20270675E8
large,121,0.2,0.15105670454161846,-38,38,2.22929919E8
large,126,0.2,0.20331391972617152,-52,52,2.25331195E8
large,131,0.2,0.18948650310642412,-44,44,2.34347105E8
large,136,0.2,0.15737149051543575,-41,41,2.35922093E8
large,141,0.2,0.1694744430847619,-404,404,2.38894051E8
large,146,0.2,0.15459868923026043,-2265,2265,2.54758146E8
large,151,0.2,0.21491265458036235,-112,112,2.57015668E8
large,156,0.2,0.15842599418976988,-67,67,2.6467163E8
large,161,0.2,0.162061642494141,-177,177,2.67429336E8
large,166,0.2,0.13824488116068956,-73,73,2.72282693E8
large,171,0.2,0.20158441641370572,-47,47,2.79524723E8
large,176,0.2,0.23553662588730484,-51,51,2.81924818E8
large,181,0.2,0.23498687797976103,-86,86,2.91370413E8
large,186,0.2,0.2241896531312424,-47,47,2.93982002E8
large,191,0.2,0.21569640085174857,-25,25,2.94621607E8
large,196,0.2,0.19286907577298784,-35,35,3.01787625E8
large,201,0.2,0.21246070278156992,-106,106,3.06808761E8
large,206,0.2,0.21444623731256307,-28,28,3.14916858E8
large,211,0.2,0.1992922822978409,-33,33,3.16702553E8
large,216,0.2,0.1374981280070724,-43,43,3.17976643E8
large,221,0.2,0.20778036982215387,-55,55,3.18752912E8
large,226,0.2,0.1820364093812321,-72,72,3.21008859E8
large,231,0.2,0.14986376718364625,-89,89,3.22215208E8
large,236,0.2,0.15490717079884142,-22,22,3.24705099E8
large,241,0.2,0.09326609439005473,-21,21,3.26655815E8
large,246,0.2,0.2150463876390969,-34,34,3.29628167E8
large,251,0.2,0.23405132739705614,-30,30,3.31702157E8
large,256,0.2,0.17536316716480016,-44,44,3.33489822E8
large,261,0.2,0.17741244963227842,-32,32,3.34454743E8
large,266,0.2,0.16746604476949045,-21,21,3.35040785E8
large,271,0.2,0.22322858749285857,-23,23,3.36520856E8
large,276,0.2,0.2412606235450816,-44,44,3.43454505E8
large,281,0.2,0.20388167526178158,-26,26,3.4459902E8
large,286,0.2,0.22718141792967073,-20,20,3.50166814E8
large,291,0.2,0.24729494181113498,-30,30,3.51889888E8
large,296,0.2,0.1818038585215156,-23,23,3.53167916E8
large,301,0.2,0.17008269986604496,-22,22,3.54556221E8
large,306,0.2,0.18938432938051353,-118,118,3.55937043E8
large,311,0.2,0.2687625669723561,-25,25,3.56872426E8
large,316,0.2,0.25826579805460526,-22,22,3.57612462E8
large,321,0.2,0.24349817448648192,-39,39,3.58384399E8
large,326,0.2,0.22767497172434492,-226,226,3.73938144E8
large,331,0.2,0.18913710671954576,-23,23,3.76080663E8
large,336,0.2,0.2844332512415455,-33,33,3.77109781E8
large,341,0.2,0.05932008542161138,-19,19,3.80579954E8
large,346,0.2,0.22092690078510735,-45,45,3.812361E8
large,351,0.2,0.1412667246595447,-23,23,3.81738253E8
large,356,0.2,0.21858767272897328,-33,33,3.8232784E8
large,361,0.2,0.17833496571604357,-27,27,3.83812243E8
large,366,0.2,0.2594038480309031,-28,28,3.86161531E8
large,371,0.2,0.2071997644883954,-28,28,3.87207979E8
large,376,0.2,0.22404651344800142,-30,30,3.88307989E8
large,381,0.2,0.24088839635867054,-37,37,3.8927291E8
large,386,0.2,0.21110327134399376,-23,23,3.90280367E8
large,391,0.2,0.2482040439589639,-36,36,3.91243319E8
large,396,0.2,0.19512262566661143,-28,28,3.92146407E8
large,401,0.2,0.12323928639621151,-24,24,3.93225543E8
large,406,0.2,0.20666967332288788,-24,24,3.94182588E8
large,411,0.2,0.09721458558995266,-20,20,3.94945073E8
large,416,0.2,0.2547403661141576,-29,29,3.96007668E8
large,421,0.2,0.08945790518090657,-20,20,3.96998583E8
large,426,0.2,0.23100522943324364,-45,45,3.97961141E8
large,431,0.2,0.20533814639426717,-28,28,4.02907052E8
large,436,0.2,0.1248997118917714,-148,148,4.04740403E8
large,441,0.2,0.27460239236048034,-37,37,4.05857743E8
large,446,0.2,0.21059357152930058,-34,34,4.06960904E8
large,451,0.2,0.2508658905334977,-20,20,4.12054901E8
large,456,0.2,0.2618409306876597,-27,27,4.12937508E8
large,461,0.2,0.20074844870802622,-24,24,4.13819328E8
large,466,0.2,0.20610671979701856,-32,32,4.14759438E8
large,471,0.2,0.245454671165513,-20,20,4.15892925E8
large,476,0.2,0.11503306425547422,-20,20,4.16552616E8
large,481,0.2,0.21883661038117097,-25,25,4.18053955E8
large,486,0.2,0.239685667477314,-31,31,4.30737354E8
large,491,0.2,0.1752140762982286,-19,19,4.31294251E8
large,496,0.2,0.09461298026971532,-22,22,4.3183697E8
large,501,0.2,0.09442000670494366,-19,19,4.32519505E8
large,506,0.2,0.19981900890869309,-22,22,4.3306695E8
large,511,0.2,0.1983543495282145,-35,35,4.33764844E8
large,516,0.2,0.22258557637037235,-379,379,4.35661604E8
large,521,0.2,0.1671629448615306,-41,41,4.36751768E8
large,526,0.2,0.2373516788913861,-36,36,4.37535127E8
large,531,0.2,0.1798054416606547,-25,25,4.38090055E8
large,536,0.2,0.24385256006080813,-34,34,4.38667432E8
large,541,0.2,0.2534297033795996,-30,30,4.39252293E8
large,546,0.2,0.1965840308366591,-29,29,4.39808009E8
large,551,0.2,0.19304616185069357,-28,28,4.40370026E8
large,556,0.2,0.24249196961871222,-41,41,4.41013963E8
large,561,0.2,0.22441551562913276,-45,45,4.46541191E8
large,566,0.2,0.09462302027539149,-27,27,4.47069337E8
large,571,0.2,0.2315688034550325,-32,32,4.55345212E8
large,576,0.2,0.23479475610166212,-43,43,4.56516114E8
large,581,0.2,0.2492382115507752,-34,34,4.57160839E8
large,586,0.2,0.25838862647697347,-45,45,4.57835891E8
large,591,0.2,0.24533143801182788,-21,21,4.5842272E8
large,596,0.2,0.2364019597700766,-25,25,4.59074928E8
large,1,0.2,0.1099,-226,226,932232.0
large,6,0.2,0.13988224759072876,-1990,1990,2.445032E7
large,11,0.2,0.13221423162277546,-64,64,5.2943857E7
large,16,0.2,0.15307536983902725,-255,255,6.8045467E7
large,21,0.2,0.1378002647616352,-122,122,8.3307766E7
large,26,0.2,0.16590582502004425,-106,106,9.0862116E7
large,31,0.2,0.19517615671372557,-104,104,1.11819421E8
large,36,0.2,0.17564372674164908,-151,151,1.17506943E8
large,41,0.2,0.16727817770540332,-151,151,1.21022801E8
large,46,0.2,0.19938553365856215,-109,109,1.43637013E8
large,51,0.2,0.1616987421252971,-2043,2043,1.59819729E8
large,56,0.2,0.18696158009189467,-90,90,1.62795626E8
large,61,0.2,0.14516897684954522,-4429,4429,1.81341414E8
large,66,0.2,0.1601456762073994,-1290,1290,1.96324477E8
large,71,0.2,0.1915519926485052,-130,130,1.98081028E8
large,76,0.2,0.1656502717242958,-484,484,2.01257785E8
large,81,0.2,0.13306980263734225,-38,38,2.04605471E8
large,86,0.2,0.14336849357296622,-227,227,2.12251193E8
large,91,0.2,0.18557281381342516,-34,34,2.20448693E8
large,96,0.2,0.1521018745145799,-63,63,2.36680245E8
large,101,0.2,0.1802805448208531,-30,30,2.5660725E8
large,106,0.2,0.17045576901051085,-106,106,2.61300706E8
large,111,0.2,0.17761952070679055,-61,61,2.63497576E8
large,116,0.2,0.22659693946171,-48,48,2.66077658E8
large,121,0.2,0.19036142976269677,-62,62,2.6811699E8
large,126,0.2,0.17552914710515832,-75,75,2.71695469E8
large,131,0.2,0.16015355493540007,-38,38,2.80613312E8
large,136,0.2,0.19599752361890932,-73,73,2.82712902E8
large,141,0.2,0.19462715082176052,-24,24,2.84595484E8
large,146,0.2,0.1534398707499891,-236,236,2.89403943E8
large,151,0.2,0.18685559662484863,-67,67,2.91449182E8
large,156,0.2,0.241669509638486,-40,40,2.94523934E8
large,161,0.2,0.18790507609857787,-44,44,2.99460787E8
large,166,0.2,0.1827010541307139,-79,79,3.06134498E8
large,171,0.2,0.16691173470053222,-5838,5838,3.45669098E8
large,176,0.2,0.19212011783033667,-29,29,3.70263172E8
large,181,0.2,0.17813702664589126,-50,50,3.72539992E8
large,186,0.2,0.18211159541670074,-396,396,3.76828576E8
large,191,0.2,0.16237583607713546,-34,34,3.78287773E8
large,196,0.2,0.17005302483322637,-31,31,3.80755215E8
large,201,0.2,0.2288406963259897,-70,70,3.84973693E8
large,206,0.2,0.1618004724935158,-367,367,3.88092162E8
large,211,0.2,0.16280119299655915,-35,35,3.90450114E8
large,216,0.2,0.21999623422477188,-337,337,3.94735941E8
large,221,0.2,0.06493374123365525,-15,15,3.95748124E8
large,226,0.2,0.23751757091085857,-40,40,4.03726251E8
large,231,0.2,0.18232785080168679,-33,33,4.04629339E8
large,236,0.2,0.18783229386941613,-56,56,4.08670193E8
large,241,0.2,0.23703867371597642,-43,43,4.11885153E8
large,246,0.2,0.17162364417070286,-41,41,4.13771673E8
large,251,0.2,0.17161079319092565,-29,29,4.25600821E8
large,256,0.2,0.228322599296519,-224,224,4.34481643E8
large,261,0.2,0.19317845871302985,-38,38,4.35697837E8
large,266,0.2,0.15705281294742512,-45,45,4.50979041E8
large,271,0.2,0.22555630976167507,-36,36,4.52400429E8
large,276,0.2,0.20526642474773693,-163,163,4.53822211E8
large,281,0.2,0.1710717598654572,-822,822,4.57978856E8
large,286,0.2,0.28152833868490035,-31,31,4.58839409E8
large,291,0.2,0.23517548842229163,-26,26,4.59610558E8
large,296,0.2,0.2877397089938345,-34,34,4.60321055E8
large,301,0.2,0.11406625245613533,-26,26,4.60973263E8
large,306,0.2,0.09825985360973388,-28,28,4.61846813E8
large,311,0.2,0.20189221596655793,-33,33,4.62808977E8
large,316,0.2,0.21118480345994506,-19,19,4.63727031E8
large,321,0.2,0.24031235165004716,-33,33,4.66015667E8
large,326,0.2,0.23007577913642052,-25,25,4.67651307E8
large,331,0.2,0.1940107731139502,-38,38,4.72071828E8
large,336,0.2,0.21060420947999425,-32,32,4.72991851E8
large,341,0.2,0.1855061991162188,-20,20,4.7395756E8
large,346,0.2,0.0983639871734332,-26,26,4.75807059E8
large,351,0.2,0.23351319467458342,-36,36,4.77954304E8
large,356,0.2,0.21226678291491652,-26,26,4.78786893E8
large,361,0.2,0.16104241357775884,-24,24,4.80080282E8
large,366,0.2,0.2539433990609088,-31,31,4.81412267E8
large,371,0.2,0.24237053370928674,-24,24,4.82278333E8
large,376,0.2,0.20814539467208615,-28,28,4.83169605E8
large,381,0.2,0.26230578564831797,-25,25,4.84002195E8
large,386,0.2,0.26201664820590853,-28,28,4.8556458E8
large,391,0.2,0.18411631912515958,-29,29,4.87708674E8
large,396,0.2,0.15941601263333993,-25,25,4.9064558E8
large,401,0.2,0.22326738193531703,-28,28,4.91475412E8
large,406,0.2,0.23473845098803015,-37,37,4.92500592E8
large,411,0.2,0.2283522317776665,-21,21,4.93339877E8
large,416,0.2,0.19776515984765908,-36,36,4.93817611E8
large,421,0.2,0.243659745742292,-2136,2136,5.0132273E8
large,426,0.2,0.20640368022951527,-24,24,5.01871751E8
large,431,0.2,0.1689050553476079,-34,34,5.02355393E8
large,436,0.2,0.15350472826431272,-25,25,5.02873694E8
large,441,0.2,0.15064954089085703,-29,29,5.03535748E8
large,446,0.2,0.21033919291163627,-40,40,5.04078861E8
large,451,0.2,0.22421318869688456,-31,31,5.09318581E8
large,456,0.2,0.21440160269934339,-24,24,5.09809312E8
large,461,0.2,0.24329916051650358,-21,21,5.1104835E8
large,466,0.2,0.2181090607924423,-38,38,5.11685198E8
large,471,0.2,0.22268564739582608,-24,24,5.12158994E8
large,476,0.2,0.23592385677684646,-44,44,5.12849405E8
large,481,0.2,0.11341034809267692,-19,19,5.13372038E8
large,486,0.2,0.25205126943208,-28,28,5.13935237E8
large,491,0.2,0.23386688338869632,-22,22,5.14451962E8
large,496,0.2,0.17262038718668649,-25,25,5.14889131E8
large,501,0.2,0.21534799197272392,-43,43,5.1541649E8
large,506,0.2,0.27708787090006215,-25,25,5.15989141E8
large,511,0.2,0.23318259438768418,-26,26,5.1658306E8
large,516,0.2,0.20106206926860182,-22,22,5.17132081E8
large,521,0.2,0.2373639769979472,-26,26,5.17644474E8
large,526,0.2,0.21898939717136479,-43,43,5.24873901E8
large,531,0.2,0.25803011529077713,-31,31,5.25795105E8
large,536,0.2,0.1325172963058776,-29,29,5.26559953E8
large,541,0.2,0.16804976437953734,-24,24,5.2737797E8
large,546,0.2,0.22099055668019574,-34,34,5.28317685E8
large,551,0.2,0.22432536199428554,-30,30,5.29206595E8
large,556,0.2,0.23991357869660312,-35,35,5.30098261E8
large,561,0.2,0.2050801676884575,-44,44,5.31829212E8
large,566,0.2,0.20547861544003965,-19,19,5.32747265E8
large,571,0.2,0.1832915770647343,-23,23,5.33756691E8
large,576,0.2,0.2125536915023969,-34,34,5.34579828E8
