gridWorld,strategy,maxIteration,gamma,lastMaxDelta,rewards,numOfActions,runningTime
small,PolicyIteration,3,0.9,1.7968676690473662,-4,4,9039541.0
small,PolicyIteration,3,0.9,1.7968676690473662,-5,5,5358268.0
small,PolicyIteration,3,0.9,1.7968676690473662,-5,5,5208606.0
small,PolicyIteration,3,0.9,1.7968676690473662,-3,3,7396024.0
small,PolicyIteration,3,0.9,1.7968676690473662,-4,4,8497216.0
small,PolicyIteration,3,0.99,2.971076198094627,-4,4,9611011.0
small,PolicyIteration,3,0.99,2.971076198094627,-8,8,5780075.0
small,PolicyIteration,3,0.99,2.971076198094627,-4,4,5294465.0
small,PolicyIteration,3,0.99,2.971076198094627,-3,3,5166465.0
small,PolicyIteration,3,0.99,2.971076198094627,-6,6,4874625.0
small,PolicyIteration,3,0.99,2.971076198094627,-6,6,4743869.0
small,PolicyIteration,3,0.99,2.971076198094627,-3,3,4897862.0
small,PolicyIteration,3,0.99,2.971076198094627,-3,3,4797037.0
small,PolicyIteration,3,0.99,2.971076198094627,-9,9,4820274.0
small,PolicyIteration,3,0.99,2.971076198094627,-3,3,4867535.0
small,PolicyIteration,4,0.8,0.019752556740589178,-3,3,6164075.0
small,PolicyIteration,4,0.8,0.019752556740589178,-4,4,6162500.0
small,PolicyIteration,4,0.8,0.019752556740589178,-3,3,6744209.0
small,PolicyIteration,4,0.8,0.019752556740589178,-3,3,6363755.0
small,PolicyIteration,4,0.8,0.019752556740589178,-5,5,5972273.0
small,PolicyIteration,4,0.8,0.019752556740589178,-3,3,6082943.0
small,PolicyIteration,4,0.8,0.019752556740589178,-4,4,6683951.0
small,PolicyIteration,4,0.8,0.019752556740589178,-3,3,6061282.0
small,PolicyIteration,4,0.8,0.019752556740589178,-4,4,6088456.0
small,PolicyIteration,4,0.8,0.019752556740589178,-3,3,6048679.0
small,PolicyIteration,4,0.9,0.08138601831408643,-3,3,6041195.0
small,PolicyIteration,4,0.9,0.08138601831408643,-3,3,6270808.0
small,PolicyIteration,4,0.9,0.08138601831408643,-3,3,5792285.0
small,PolicyIteration,4,0.9,0.08138601831408643,-3,3,5862783.0
small,PolicyIteration,4,0.9,0.08138601831408643,-4,4,5723756.0
small,PolicyIteration,4,0.9,0.08138601831408643,-3,3,3.7772143E7
small,PolicyIteration,4,0.9,0.08138601831408643,-3,3,6954129.0
small,PolicyIteration,4,0.9,0.08138601831408643,-3,3,8151813.0
small,PolicyIteration,4,0.9,0.08138601831408643,-3,3,6434253.0
small,PolicyIteration,4,0.9,0.08138601831408643,-8,8,6398019.0
small,PolicyIteration,4,0.99,0.2604578515807514,-5,5,6498450.0
small,PolicyIteration,4,0.99,0.2604578515807514,-3,3,3896313.0
small,PolicyIteration,4,0.99,0.2604578515807514,-4,4,4052275.0
small,PolicyIteration,4,0.99,0.2604578515807514,-3,3,3755316.0
small,PolicyIteration,4,0.99,0.2604578515807514,-4,4,3603686.0
small,PolicyIteration,4,0.99,0.2604578515807514,-3,3,3567452.0
small,PolicyIteration,4,0.99,0.2604578515807514,-7,7,3728142.0
small,PolicyIteration,4,0.99,0.2604578515807514,-3,3,3578086.0
small,PolicyIteration,4,0.99,0.2604578515807514,-6,6,3557606.0
small,PolicyIteration,4,0.99,0.2604578515807514,-3,3,3531612.0
small,PolicyIteration,5,0.8,1.7147887802870798E-4,-3,3,4415401.0
small,PolicyIteration,5,0.8,1.7147887802870798E-4,-3,3,4470934.0
small,PolicyIteration,5,0.8,1.7147887802870798E-4,-7,7,4523709.0
small,PolicyIteration,5,0.8,1.7147887802870798E-4,-3,3,4515438.0
small,PolicyIteration,5,0.8,1.7147887802870798E-4,-4,4,4978994.0
small,PolicyIteration,5,0.8,1.7147887802870798E-4,-3,3,4479599.0
small,PolicyIteration,5,0.8,1.7147887802870798E-4,-4,4,4448091.0
small,PolicyIteration,5,0.8,1.7147887802870798E-4,-7,7,4678490.0
small,PolicyIteration,5,0.8,1.7147887802870798E-4,-3,3,7278264.0
small,PolicyIteration,5,0.8,1.7147887802870798E-4,-4,4,7441709.0
small,PolicyIteration,5,0.9,0.0014311324249147717,-5,5,7383421.0
small,PolicyIteration,5,0.9,0.0014311324249147717,-5,5,6932862.0
