gridWorld,iteration,learningRate,lastMaxDelta,rewards,numOfActions,runningTime
small,341,0.1,0.1588889468339456,-135,135,1.225615945E9
small,346,0.1,0.23047170142138773,-20,20,1.226371341E9
small,351,0.1,0.31815151144169973,-45,45,1.227297271E9
small,356,0.1,0.257573114337867,-120,120,1.228869896E9
small,361,0.1,0.2036004734856709,-132,132,1.230145168E9
small,366,0.1,0.2309043611578534,-21,21,1.230835973E9
small,371,0.1,0.1946403033095887,-32,32,1.231585461E9
small,376,0.1,0.17379250363614318,-85,85,1.232594887E9
small,381,0.1,0.2148163887175194,-20,20,1.23328451E9
small,386,0.1,0.1918818190448519,-29,29,1.233939081E9
small,391,0.1,0.18030606194892584,-30,30,1.234705504E9
small,396,0.1,0.24405099661395102,-39,39,1.235874438E9
small,401,0.1,0.25088551874067555,-31,31,1.236586904E9
small,406,0.1,0.1753298627114397,-25,25,1.237246201E9
small,411,0.1,0.18909066428030208,-27,27,1.238280833E9
small,416,0.1,0.2116678527722642,-31,31,1.246370025E9
small,421,0.1,0.2288681824551677,-168,168,1.247728398E9
small,426,0.1,0.23042797350387012,-24,24,1.248423929E9
small,431,0.1,0.21468847461546403,-37,37,1.249263608E9
small,436,0.1,0.19148761381872959,-34,34,1.254164227E9
small,441,0.1,0.15541902991340528,-26,26,1.254716004E9
small,446,0.1,0.21709747916145172,-31,31,1.255356397E9
small,451,0.1,0.2844633929276732,-20,20,1.255967645E9
small,456,0.1,0.24148642576042256,-42,42,1.257011336E9
small,461,0.1,0.23821516065667225,-29,29,1.258316933E9
small,466,0.1,0.2213563553543878,-31,31,1.259014434E9
small,471,0.1,0.20911830643032303,-29,29,1.259735171E9
small,476,0.1,0.21888724592869835,-22,22,1.260305459E9
small,481,0.1,0.14289250698010392,-26,26,1.261833186E9
small,486,0.1,0.17973857521279513,-19,19,1.26247988E9
small,491,0.1,0.232496358996519,-26,26,1.263296715E9
small,496,0.1,0.08277359971158305,-20,20,1.287354765E9
small,501,0.1,0.1478443262417386,-24,24,1.28798413E9
small,506,0.1,0.1403163358594397,-31,31,1.288689507E9
small,511,0.1,0.09727756354877037,-23,23,1.289328325E9
small,516,0.1,0.23268434249374592,-23,23,1.289954539E9
small,521,0.1,0.24293263980811552,-35,35,1.290635104E9
small,526,0.1,0.18735959872838492,-30,30,1.291248715E9
small,531,0.1,0.2249380300081305,-27,27,1.291980086E9
small,536,0.1,0.2225133194673834,-28,28,1.29267798E9
small,541,0.1,0.11130256048624432,-19,19,1.293225425E9
small,546,0.1,0.2154940772329108,-30,30,1.297299363E9
small,551,0.1,0.1579980708037807,-18,18,1.297855866E9
small,556,0.1,0.10725142947687605,-24,24,1.298481293E9
small,561,0.1,0.12767825385034115,-19,19,1.299106326E9
small,566,0.1,0.08881322409507852,-18,18,1.300809707E9
small,571,0.1,0.2267343997789104,-21,21,1.301438679E9
small,576,0.1,0.07961478685269174,-18,18,1.302032991E9
small,581,0.1,0.21668883164869168,-22,22,1.302624153E9
small,586,0.1,0.24303133980351976,-20,20,1.303170023E9
small,591,0.1,0.19650367350314468,-25,25,1.303785997E9
small,596,0.1,0.23227058882454532,-24,24,1.304316901E9
small,1,0.1,0.1442617378804909,-997,997,4254318.0
small,6,0.1,0.14690693223202955,-580,580,6.6009679E7
small,11,0.1,0.14695448521941845,-215,215,1.09370095E8
small,16,0.1,0.16923113995834727,-432,432,1.28412523E8
small,21,0.1,0.14110912786180863,-194,194,1.50168939E8
small,26,0.1,0.15167389921969665,-70,70,1.55505545E8
small,31,0.1,0.15457187157520025,-440,440,1.60839394E8
small,36,0.1,0.14099589384690248,-57,57,1.67847874E8
small,41,0.1,0.16317642785270614,-100,100,1.80324111E8
small,46,0.1,0.16030992688469947,-37,37,1.8627866E8
small,51,0.1,0.16618403382661118,-582,582,1.90112352E8
small,56,0.1,0.15888620020930322,-81,81,1.99079425E8
small,61,0.1,0.15749683982534068,-1874,1874,2.07419496E8
small,66,0.1,0.15882156219409538,-137,137,2.12034971E8
small,71,0.1,0.1415383745158536,-491,491,2.15894263E8
small,76,0.1,0.1550023865044805,-3023,3023,2.25533237E8
small,81,0.1,0.15642248091136146,-106,106,2.29721783E8
small,86,0.1,0.16414009321176337,-79,79,2.31741029E8
small,91,0.1,0.16394969184700514,-43,43,2.32360942E8
small,96,0.1,0.17207918201650152,-56,56,2.34158058E8
small,101,0.1,0.21870494219958392,-75,75,2.37646741E8
small,106,0.1,0.17400855442116203,-99,99,2.43605623E8
small,111,0.1,0.1687629128806183,-144,144,2.5635125E8
small,116,0.1,0.150484995226968,-94,94,2.61003746E8
small,121,0.1,0.22768012367607593,-71,71,2.67843266E8
small,126,0.1,0.16244936098247642,-41,41,2.68888532E8
small,131,0.1,0.17931429830344126,-102,102,2.71725795E8
small,136,0.1,0.19901331291104718,-40,40,2.72904574E8
small,141,0.1,0.19492955101912113,-37,37,2.73905729E8
small,146,0.1,0.1801502043372709,-34,34,2.83022858E8
small,151,0.1,0.19077787037078586,-86,86,2.85740785E8
small,156,0.1,0.20842362119509494,-937,937,2.91371594E8
small,161,0.1,0.24167098986715274,-37,37,2.96410059E8
small,166,0.1,0.17566548428515638,-48,48,3.02557593E8
small,171,0.1,0.18792968356897966,-56,56,3.04798573E8
small,176,0.1,0.2230728623785294,-636,636,3.078237E8
small,181,0.1,0.15089308170832894,-61,61,3.11032753E8
small,186,0.1,0.2043502075791146,-52,52,3.12739679E8
small,191,0.1,0.20559144749022762,-37,37,3.13595505E8
small,196,0.1,0.21069000827085915,-36,36,3.15080696E8
small,201,0.1,0.14523710031312653,-40,40,3.21063209E8
small,206,0.1,0.13238619247348105,-29,29,3.21783158E8
small,211,0.1,0.19978391601883416,-55,55,3.25853157E8
small,216,0.1,0.1579120698560903,-229,229,3.33898238E8
small,221,0.1,0.20069462830796247,-37,37,3.35526002E8
small,226,0.1,0.22061504808789056,-48,48,3.40313587E8
small,231,0.1,0.2544219766877438,-28,28,3.41235186E8
small,236,0.1,0.19688869025587685,-31,31,3.45181517E8
small,241,0.1,0.20958831833335978,-27,27,3.45842783E8
small,246,0.1,0.2525769082509923,-46,46,3.46856542E8
small,251,0.1,0.1674354055227809,-43,43,3.47782472E8
small,256,0.1,0.08682382164772307,-20,20,3.49581558E8
small,261,0.1,0.23000427076751961,-36,36,3.5046456E8
small,266,0.1,0.17185819785228862,-31,31,3.52460175E8
small,271,0.1,0.20210067233589113,-1056,1056,3.56456525E8
small,276,0.1,0.15649542530924165,-33,33,3.66682722E8
small,281,0.1,0.14753352852514467,-32,32,3.67234499E8
small,286,0.1,0.23219247207345717,-46,46,3.68080086E8
small,291,0.1,0.15325475959297918,-130,130,3.70136353E8
small,296,0.1,0.1615145747401625,-26,26,3.70733029E8
small,301,0.1,0.25096329144926166,-52,52,3.71384449E8
small,306,0.1,0.12425610332721959,-29,29,3.72225309E8
small,311,0.1,0.16310371140822788,-34,34,3.74983803E8
small,316,0.1,0.15352155018161007,-41,41,3.75637192E8
small,321,0.1,0.2752489983925632,-30,30,3.76135013E8
small,326,0.1,0.13135841072177,-25,25,3.76618261E8
small,331,0.1,0.22329410096034463,-1215,1215,3.80242427E8
small,336,0.1,0.21983545822269157,-25,25,3.80705983E8
small,341,0.1,0.1635234778883241,-21,21,3.8116757E8
small,346,0.1,0.2136037842229026,-33,33,3.81683114E8
small,351,0.1,0.20312608263779275,-28,28,3.82143519E8
small,356,0.1,0.22536189795708772,-24,24,3.82683481E8
small,361,0.1,0.20455678090413087,-34,34,3.83201388E8
small,366,0.1,0.21585485695774764,-73,73,3.83857928E8
small,371,0.1,0.21098189260786349,-23,23,3.84339995E8
small,376,0.1,0.18158662688299376,-33,33,3.84837028E8
small,381,0.1,0.2142943723559778,-31,31,3.85274197E8
small,386,0.1,0.21604935784600698,-908,908,3.93879326E8
small,391,0.1,0.21523702994552174,-29,29,3.9453114E8
small,396,0.1,0.20535195982902898,-20,20,3.95117576E8
small,401,0.1,0.12207713125440733,-20,20,3.9569968E8
small,406,0.1,0.2713225401267336,-25,25,3.96394817E8
small,411,0.1,0.21783675236480127,-31,31,3.97480649E8
small,416,0.1,0.12151083701511212,-24,24,3.98478653E8
small,421,0.1,0.19723935504807955,-25,25,3.99053274E8
small,426,0.1,0.22309281976099493,-30,30,3.9971139E8
small,431,0.1,0.2425309475712507,-35,35,4.01817281E8
small,436,0.1,0.212142269235283,-40,40,4.02503754E8
small,441,0.1,0.15832393524699917,-25,25,4.03190227E8
small,446,0.1,0.09351584680073799,-18,18,4.03640786E8
small,451,0.1,0.09619006783742456,-25,25,4.12492856E8
small,456,0.1,0.23276445086650832,-37,37,4.13171846E8
small,461,0.1,0.23090283357488106,-28,28,4.13831931E8
small,466,0.1,0.20412125797248493,-28,28,4.1446169E8
small,471,0.1,0.19385657747400442,-24,24,4.15060729E8
small,476,0.1,0.08305295420667136,-17,17,4.15718844E8
small,481,0.1,0.23239374979790473,-29,29,4.16339151E8
small,486,0.1,0.18484320088064798,-25,25,4.16904713E8
small,491,0.1,0.2154510939204135,-100,100,4.19210678E8
small,496,0.1,0.23742061262569614,-33,33,4.19817594E8
small,501,0.1,0.2065691131133518,-110,110,4.20799845E8
small,506,0.1,0.10090896187584164,-21,21,4.21685603E8
small,511,0.1,0.18310594605372366,-23,23,4.22261799E8
small,516,0.1,0.217780954207627,-32,32,4.22908099E8
small,521,0.1,0.20383248056069148,-30,30,4.23475631E8
small,526,0.1,0.19931431225083962,-30,30,4.241239E8
small,531,0.1,0.1573894120153536,-69,69,4.24858028E8
small,536,0.1,0.20314066834094824,-28,28,4.25414926E8
small,541,0.1,0.13217272971079197,-25,25,4.26056894E8
small,546,0.1,0.1993118623900223,-33,33,4.26673262E8
small,551,0.1,0.2038685149616093,-38,38,4.27326651E8
small,556,0.1,0.14871384413577604,-21,21,4.28013518E8
small,561,0.1,0.23219435220081763,-44,44,4.28770489E8
small,566,0.1,0.2681378690462779,-31,31,4.2968618E8
small,571,0.1,0.2026813021043541,-33,33,4.32557707E8
small,576,0.1,0.23403979698013933,-39,39,4.33224881E8
small,581,0.1,0.23459910322798372,-25,25,4.37519372E8
small,586,0.1,0.2348879652853899,-30,30,4.38301155E8
small,591,0.1,0.19518872167929047,-29,29,4.38995111E8
small,596,0.1,0.2113981195924377,-32,32,4.39667799E8
small,1,0.1,0.1108801,-151,151,1504490.0
small,6,0.1,0.14823668049856376,-4608,4608,3.9533813E7
small,11,0.1,0.13616750606587757,-84,84,5.6210805E7
small,16,0.1,0.1549615962857257,-257,257,6.3728134E7
small,21,0.1,0.14635706473006704,-125,125,8.8876741E7
small,26,0.1,0.14739419006407228,-215,215,9.8949339E7
small,31,0.1,0.13165237135433783,-85,85,1.06324489E8
small,36,0.1,0.1588763302093823,-144,144,1.41961201E8
small,41,0.1,0.15113273136016625,-223,223,1.44402255E8
small,46,0.1,0.175927233304503,-281,281,1.47404933E8
small,51,0.1,0.15005664815175646,-1634,1634,1.60113144E8
small,56,0.1,0.1742341874384694,-149,149,1.70588252E8
small,61,0.1,0.16725922621966793,-58,58,1.89572391E8
small,66,0.1,0.15030182113612112,-302,302,1.92466761E8
small,71,0.1,0.17340792206568256,-77,77,1.93879878E8
small,76,0.1,0.1563478264947582,-726,726,2.03057659E8
small,81,0.1,0.16715114624845917,-61,61,2.0809061E8
small,86,0.1,0.18538645682466703,-73,73,2.18280967E8
small,91,0.1,0.16494814731121288,-80,80,2.25070075E8
small,96,0.1,0.18758630215642746,-143,143,2.27073567E8
small,101,0.1,0.1794186896876928,-726,726,2.37231235E8
small,106,0.1,0.19085715625864075,-65,65,2.38920045E8
small,111,0.1,0.17482833037216805,-45,45,2.41159056E8
small,116,0.1,0.2182526822485975,-89,89,2.44470509E8
small,121,0.1,0.16408594278671274,-31,31,2.57503249E8
small,126,0.1,0.19779629625451545,-3985,3985,2.73004612E8
small,131,0.1,0.18967976523894503,-49,49,2.77583459E8
small,136,0.1,0.1522957459175327,-38,38,2.81007158E8
small,141,0.1,0.1793463234149879,-44,44,2.81606591E8
small,146,0.1,0.2491548840752984,-161,161,2.83175277E8
small,151,0.1,0.1749480603855833,-59,59,2.84004716E8
small,156,0.1,0.18130178987962475,-66,66,2.85070461E8
small,161,0.1,0.09227171272397339,-26,26,2.88620584E8
small,166,0.1,0.18181729724459128,-83,83,2.93675591E8
small,171,0.1,0.16081766735677583,-29,29,2.94166322E8
small,176,0.1,0.1911845871442086,-198,198,2.95027268E8
small,181,0.1,0.17694965628977233,-28,28,2.95529815E8
small,186,0.1,0.21662785800786732,-59,59,3.11094981E8
small,191,0.1,0.18894629485646774,-43,43,3.11700716E8
small,196,0.1,0.18454788614732376,-55,55,3.13187088E8
small,201,0.1,0.1736236446093038,-25,25,3.14354053E8
small,206,0.1,0.1574772411450116,-36,36,3.15246112E8
small,211,0.1,0.20828863517393081,-48,48,3.15825065E8
small,216,0.1,0.18804971647101887,-40,40,3.16436314E8
small,221,0.1,0.197102721622894,-210,210,3.17437469E8
small,226,0.1,0.18908944940740113,-70,70,3.1843823E8
small,231,0.1,0.1882431824269073,-43,43,3.19062869E8
small,236,0.1,0.22022829500012708,-21,21,3.19817083E8
small,241,0.1,0.251583393883565,-28,28,3.20251101E8
small,246,0.1,0.20964327432922936,-33,33,3.2091473E8
small,251,0.1,0.18424692782479468,-33,33,3.22125805E8
small,256,0.1,0.18168178219539044,-39,39,3.2340147E8
small,261,0.1,0.16045028899621805,-35,35,3.24182466E8
small,266,0.1,0.24848922945047924,-27,27,3.25287202E8
small,271,0.1,0.16693737857023372,-24,24,3.26206832E8
small,276,0.1,0.18020019465993453,-504,504,3.28725867E8
small,281,0.1,0.19159351415076586,-33,33,3.31072004E8
small,286,0.1,0.19010867882101756,-51,51,3.32431165E8
small,291,0.1,0.16297032401783795,-298,298,3.34146756E8
small,296,0.1,0.17643898266129376,-42,42,3.38923707E8
small,301,0.1,0.09290491558805414,-20,20,3.39322673E8
small,306,0.1,0.24189709328297937,-28,28,3.47734424E8
small,311,0.1,0.1591739545574118,-28,28,3.50927329E8
small,316,0.1,0.1939486500901424,-378,378,3.52881197E8
small,321,0.1,0.16948204201888117,-44,44,3.53675189E8
small,326,0.1,0.14391063701908902,-27,27,3.56288354E8
small,331,0.1,0.23640571858513937,-19,19,3.57792056E8
small,336,0.1,0.21933945981957947,-34,34,3.58444264E8
small,341,0.1,0.15306501370289993,-30,30,3.59152792E8
small,346,0.1,0.15788774753200308,-23,23,3.60219325E8
small,351,0.1,0.2277937403554846,-141,141,3.61148013E8
small,356,0.1,0.21468270907256937,-33,33,3.61678916E8
small,361,0.1,0.17355686326060749,-24,24,3.6231734E8
small,366,0.1,0.15151122246230386,-28,28,3.62994754E8
small,371,0.1,0.1991208789048038,-35,35,3.65331439E8
small,376,0.1,0.18558889499227504,-177,177,3.66428299E8
small,381,0.1,0.21935092547408908,-36,36,3.67006858E8
small,386,0.1,0.2399144369920574,-44,44,3.71261964E8
small,391,0.1,0.23458285614638186,-70,70,3.71969704E8
small,396,0.1,0.2136152035134824,-43,43,3.737298E8
small,401,0.1,0.23959881748598377,-35,35,3.74373737E8
small,406,0.1,0.24876291939176554,-32,32,3.75038548E8
small,411,0.1,0.21666559005276964,-21,21,3.75517464E8
small,416,0.1,0.22302024099425033,-19,19,3.76007802E8
small,421,0.1,0.17427983172939499,-170,170,3.77039283E8
small,426,0.1,0.18353387250878583,-23,23,3.77574125E8
small,431,0.1,0.2468196106718903,-29,29,3.78269656E8
small,436,0.1,0.18111791250234432,-24,24,3.78839551E8
small,441,0.1,0.1351157252665729,-22,22,3.79389753E8
small,446,0.1,0.27026998330599383,-38,38,3.79997062E8
small,451,0.1,0.20332051518650296,-29,29,3.80455499E8
small,456,0.1,0.21221906513113886,-28,28,3.8586851E8
small,461,0.1,0.18053508842021238,-18,18,3.86569555E8
small,466,0.1,0.09191704719887284,-18,18,3.87173714E8
small,471,0.1,0.14921961395948635,-27,27,3.8779087E8
small,476,0.1,0.22824040839993387,-36,36,3.88508063E8
small,481,0.1,0.24639536027698905,-29,29,3.89479286E8
small,486,0.1,0.2113421457435105,-26,26,3.90873498E8
small,491,0.1,0.1734658985126547,-103,103,3.91731294E8
small,496,0.1,0.12790266169335407,-22,22,3.92323244E8
small,501,0.1,0.19966428343715492,-24,24,3.92902196E8
small,506,0.1,0.22578443063310694,-30,30,3.9347406E8
small,511,0.1,0.25867542268606947,-29,29,3.94052619E8
small,516,0.1,0.19820201490507117,-23,23,3.94646538E8
small,521,0.1,0.09221197886823695,-20,20,3.95367669E8
small,526,0.1,0.19793839440416505,-28,28,3.96048628E8
small,531,0.1,0.187575659016451,-28,28,4.01640839E8
small,536,0.1,0.23601773549565053,-28,28,4.0877535E8
small,541,0.1,0.21403644303901892,-32,32,4.0948821E8
small,546,0.1,0.1870046795611664,-24,24,4.10108911E8
small,551,0.1,0.2328924027280994,-27,27,4.10800503E8
small,556,0.1,0.17787213970487237,-98,98,4.11720526E8
small,561,0.1,0.11491549859363914,-18,18,4.12442445E8
small,566,0.1,0.19618689321193017,-23,23,4.13035576E8
small,571,0.1,0.21868825514750512,-25,25,4.13685815E8
small,576,0.1,0.21910947693482186,-26,26,4.14295488E8
small,581,0.1,0.19634719707477544,-27,27,4.14903979E8
small,586,0.1,0.2555487244223027,-36,36,4.15550673E8
small,591,0.1,0.19776832943279032,-24,24,4.16197761E8
small,596,0.1,0.23162784038965079,-28,28,4.16998449E8
small,1,0.1,0.1357605224901,-829,829,7339310.0
small,6,0.1,0.13002708909735328,-392,392,5.1193608E7
small,11,0.1,0.136538878890339,-311,311,7.3304486E7
small,16,0.1,0.14627994472387473,-190,190,8.1464964E7
small,21,0.1,0.15531354994133784,-187,187,1.16664508E8
small,26,0.1,0.16038077469631717,-705,705,1.58332175E8
small,31,0.1,0.16242637712151842,-83,83,1.72969442E8
small,36,0.1,0.1688208323948992,-82,82,1.76729484E8
small,41,0.1,0.18225044889816422,-3067,3067,2.08743606E8
small,46,0.1,0.15420930867469185,-1248,1248,2.47861518E8
small,51,0.1,0.13932017266961694,-4100,4100,2.75728447E8
small,56,0.1,0.1398971822689501,-68,68,2.90162489E8
small,61,0.1,0.16727192060819185,-460,460,2.95009151E8
small,66,0.1,0.1696126211824014,-367,367,2.97744014E8
small,71,0.1,0.17269522396018377,-117,117,2.99350904E8
small,76,0.1,0.1947762892912135,-171,171,3.02502455E8
small,81,0.1,0.15067114640051216,-98,98,3.06307002E8
small,86,0.1,0.17082841331201593,-56,56,3.19201896E8
small,91,0.1,0.18298070115798915,-1122,1122,3.25420322E8
small,96,0.1,0.177585955704616,-61,61,3.30526135E8
small,101,0.1,0.19121791852547165,-160,160,3.3208143E8
small,106,0.1,0.1854861560123462,-75,75,3.33609551E8
small,111,0.1,0.16293843764958638,-295,295,3.56902753E8
small,116,0.1,0.23378562090218935,-90,90,3.66059266E8
small,121,0.1,0.17718705568781878,-54,54,3.77444156E8
small,126,0.1,0.1695543355465663,-34,34,3.78785988E8
small,131,0.1,0.16646029005802276,-48,48,3.81786696E8
small,136,0.1,0.1952301650011634,-39,39,3.82719716E8
small,141,0.1,0.20973961496294158,-53,53,3.83622804E8
small,146,0.1,0.16456931362964067,-65,65,3.84796463E8
small,151,0.1,0.19841730833311022,-76,76,3.86966945E8
small,156,0.1,0.1956083343274475,-106,106,3.89919605E8
small,161,0.1,0.19363060274806188,-56,56,3.97312478E8
small,166,0.1,0.1989812858182134,-137,137,3.98408156E8
small,171,0.1,0.21067396374102998,-39,39,4.05973139E8
small,176,0.1,0.1478184675848837,-42,42,4.06808879E8
small,181,0.1,0.19612631451196627,-47,47,4.11355825E8
small,186,0.1,0.19006359209269386,-49,49,4.12765792E8
small,191,0.1,0.2496379562740727,-96,96,4.13688572E8
small,196,0.1,0.15539366084105666,-426,426,4.16171768E8
small,201,0.1,0.17872453073357342,-26,26,4.17626633E8
small,206,0.1,0.30475017505532564,-50,50,4.18317831E8
small,211,0.1,0.20172791152191039,-45,45,4.19504882E8
small,216,0.1,0.18136697683255498,-61,61,4.20636006E8
small,221,0.1,0.17351889563655476,-230,230,4.22171215E8
small,226,0.1,0.19356821184489714,-3368,3368,4.33005904E8
small,231,0.1,0.17643419833315122,-90,90,4.34018087E8
small,236,0.1,0.21103845507934338,-75,75,4.34782935E8
small,241,0.1,0.15802455118219427,-42,42,4.37706449E8
small,246,0.1,0.236691298429049,-42,42,4.47596696E8
small,251,0.1,0.21522267033362663,-26,26,4.48728608E8
small,256,0.1,0.201677311541669,-102,102,4.49594674E8
small,261,0.1,0.19602441028807682,-36,36,4.50495793E8
small,266,0.1,0.16066247573255232,-30,30,4.51408333E8
small,271,0.1,0.18431979166820955,-44,44,4.60150914E8
small,276,0.1,0.24194281609392299,-40,40,4.62388744E8
small,281,0.1,0.15857212906271556,-29,29,4.63567917E8
small,286,0.1,0.2214930651316731,-26,26,4.65273662E8
small,291,0.1,0.20568562031959203,-25,25,4.6710268E8
small,296,0.1,0.2457947455849796,-87,87,4.68135737E8
small,301,0.1,0.16422983070821573,-33,33,4.68608745E8
small,306,0.1,0.26261094489614223,-21,21,4.68886406E8
small,311,0.1,0.2097710976301963,-23,23,4.69216055E8
small,316,0.1,0.20639476953736668,-18,18,4.69502381E8
small,321,0.1,0.24766499019033628,-47,47,4.70217998E8
small,326,0.1,0.23597623673911983,-38,38,4.70535437E8
small,331,0.1,0.1376012632839636,-20,20,4.71221122E8
small,336,0.1,0.24395054710959174,-39,39,4.71538955E8
small,341,0.1,0.22429274086381046,-51,51,4.71864272E8
small,346,0.1,0.14589307418493025,-933,933,4.73801991E8
small,351,0.1,0.22759033133552808,-28,28,4.74234434E8
small,356,0.1,0.2083363319026068,-602,602,4.7580824E8
small,361,0.1,0.23054983692459885,-32,32,4.76143009E8
small,366,0.1,0.1666219737387591,-122,122,4.8355203E8
small,371,0.1,0.1398318280205899,-23,23,4.84957664E8
small,376,0.1,0.16966529470740088,-428,428,4.87325857E8
small,381,0.1,0.17822943150929138,-1031,1031,5.00993082E8
small,386,0.1,0.2581615591969493,-31,31,5.01719727E8
small,391,0.1,0.20880398429049585,-30,30,5.02427467E8
small,396,0.1,0.1730986681694544,-29,29,5.03113546E8
small,401,0.1,0.23541744371722473,-24,24,5.03662172E8
small,406,0.1,0.1909248920024087,-22,22,5.04318319E8
small,411,0.1,0.23124727978762882,-165,165,5.05452594E8
small,416,0.1,0.21052954262873502,-38,38,5.07783765E8
small,421,0.1,0.1786040905731614,-323,323,5.10197644E8
small,426,0.1,0.22198086409442475,-24,24,5.10741151E8
small,431,0.1,0.19448350206878828,-23,23,5.11495759E8
small,436,0.1,0.2596879209784646,-26,26,5.12057776E8
small,441,0.1,0.3103173310994505,-37,37,5.12709196E8
small,446,0.1,0.24256195159757343,-45,45,5.13510672E8
small,451,0.1,0.17958576335017007,-33,33,5.14353895E8
small,456,0.1,0.2125200791309929,-21,21,5.15265647E8
small,461,0.1,0.26250476012959556,-144,144,5.16314851E8
small,466,0.1,0.2398569327864064,-38,38,5.16980057E8
small,471,0.1,0.11807547165079324,-20,20,5.17586972E8
small,476,0.1,0.19093126568253815,-37,37,5.1820531E8
small,481,0.1,0.08091210992753162,-20,20,5.18863819E8
small,486,0.1,0.18603432628956185,-27,27,5.19503424E8
small,491,0.1,0.1654001972462389,-30,30,5.20228888E8
small,496,0.1,0.25084827818274924,-33,33,5.209768E8
small,501,0.1,0.13998624297623152,-25,25,5.21620344E8
small,506,0.1,0.2275086233857313,-25,25,5.22296576E8
small,511,0.1,0.23187400058071983,-20,20,5.22915701E8
