gridWorld,iteration,initQ,lastMaxDelta,rewards,numOfActions,runningTime
small,89,-0.5,0.2881456524744359,-4,4,2.9298952E7
small,93,-0.5,0.11948680197795847,-3,3,2.9828674E7
small,97,-0.5,0.22799466143847624,-3,3,3.0281596E7
small,101,-0.5,0.2394226101864647,-3,3,3.1282751E7
small,105,-0.5,0.6750528848783892,-7,7,3.1812473E7
small,109,-0.5,0.22415819380242707,-3,3,3.2685629E7
small,113,-0.5,0.2915421763270354,-5,5,3.3302785E7
small,117,-0.5,0.36999377761656227,-3,3,3.4509527E7
small,121,-0.5,0.8565455138918674,-7,7,3.5033735E7
small,125,-0.5,0.8039045732641932,-9,9,3.5767075E7
small,129,-0.5,0.7520940684916555,-11,11,3.6581548E7
small,133,-0.5,0.7264074923185744,-5,5,3.7148292E7
small,137,-0.5,0.22218667831230832,-3,3,3.779853E7
small,141,-0.5,0.13024099762779162,-4,4,3.8251847E7
small,145,-0.5,0.6898808062028023,-8,8,3.9016301E7
small,149,-0.5,0.48823600725860405,-21,21,3.9768151E7
small,153,-0.5,0.28927145246645436,-4,4,4.0197443E7
small,157,-0.5,0.1758962030675748,-3,3,4.0714956E7
small,1,-0.5,0.38715450000000007,-29,29,666387.0
small,5,-0.5,0.47411640739049976,-64,64,4685186.0
small,9,-0.5,0.2872771953405,-5,5,5908470.0
small,13,-0.5,0.44344487061824234,-15,15,7440529.0
small,17,-0.5,0.6518828473392886,-7,7,8906815.0
small,21,-0.5,0.042784179268919864,-3,3,9405817.0
small,25,-0.5,0.6621503386149548,-18,18,1.0780732E7
small,29,-0.5,0.18871446365676947,-4,4,1.1308879E7
small,33,-0.5,0.42838092127045035,-29,29,1.2199363E7
small,37,-0.5,0.736106495753698,-14,14,1.2789738E7
small,41,-0.5,0.23168168386432741,-5,5,1.328165E7
small,45,-0.5,0.2891493576958952,-6,6,1.3896049E7
small,49,-0.5,0.10044404723226918,-3,3,1.4621119E7
small,53,-0.5,0.11013030025681925,-4,4,1.5291838E7
small,57,-0.5,0.14050118883110807,-4,4,1.5964526E7
small,61,-0.5,0.1348133166955381,-4,4,1.7201988E7
small,65,-0.5,0.2955136030197707,-4,4,1.7895156E7
small,69,-0.5,0.24467993211691663,-6,6,1.8974293E7
small,73,-0.5,0.4700793514978514,-6,6,2.0396469E7
small,77,-0.5,0.6399044706936208,-6,6,2.1175889E7
small,81,-0.5,0.45460022638851627,-5,5,2.192262E7
small,85,-0.5,0.4696890690621025,-5,5,2.2618151E7
small,89,-0.5,0.20974433127475356,-5,5,2.3303442E7
small,93,-0.5,0.29688449538277584,-4,4,2.4126185E7
small,97,-0.5,0.3336230629277539,-6,6,2.6099351E7
small,101,-0.5,0.29688162650529626,-6,6,2.6851202E7
small,105,-0.5,0.6257291657584663,-10,10,2.7655828E7
small,109,-0.5,0.29809846607365653,-6,6,2.8379716E7
small,113,-0.5,0.6628418644821421,-6,6,2.9050041E7
small,117,-0.5,0.14197574397488477,-3,3,2.9827492E7
small,121,-0.5,0.6602956161359348,-23,23,3.1884941E7
small,125,-0.5,0.48553593619112956,-5,5,3.2643487E7
small,129,-0.5,0.22827702439821618,-3,3,3.398138E7
small,133,-0.5,0.6867994759788685,-6,6,3.489392E7
small,137,-0.5,0.11543544768921721,-6,6,3.5543371E7
small,141,-0.5,0.9069216342457556,-20,20,3.6262927E7
small,145,-0.5,0.7280209123807184,-9,9,3.6715061E7
small,149,-0.5,0.44076228533960915,-3,3,3.719831E7
small,153,-0.5,0.6972371848976451,-14,14,3.8290837E7
small,157,-0.5,0.8660096375832649,-9,9,3.8787476E7
small,1,-0.5,0.38715450000000007,-62,62,1198078.0
small,5,-0.5,0.5181867937110824,-14,14,4862810.0
small,9,-0.5,0.48042759334126695,-9,9,7340492.0
small,13,-0.5,0.2912372068300435,-5,5,9437325.0
small,17,-0.5,0.12691498910897137,-3,3,9796512.0
small,21,-0.5,0.7372490601618518,-12,12,1.0757889E7
small,25,-0.5,0.13710057118660357,-3,3,1.115331E7
small,29,-0.5,0.631316142194704,-10,10,1.164601E7
small,33,-0.5,0.4991402094785493,-7,7,1.2085936E7
small,37,-0.5,0.6583734237451511,-5,5,1.2465997E7
small,41,-0.5,0.5883193956645889,-5,5,1.2960273E7
small,45,-0.5,0.3649829808305687,-5,5,1.3469121E7
small,49,-0.5,0.3300696521103621,-7,7,1.3939373E7
small,53,-0.5,0.34238021956450293,-6,6,1.4678621E7
small,57,-0.5,0.11635292359622484,-3,3,1.5201647E7
small,61,-0.5,0.22470316916591537,-8,8,1.5769966E7
small,65,-0.5,0.29140128509879304,-4,4,1.6406421E7
small,69,-0.5,0.4494492711227549,-4,4,1.7737618E7
small,73,-0.5,0.3936819699640841,-7,7,1.8134614E7
small,77,-0.5,0.2966756827459518,-4,4,1.887465E7
small,81,-0.5,0.23610443214521348,-3,3,1.9412249E7
small,85,-0.5,0.29221245674384955,-7,7,1.9959694E7
small,89,-0.5,0.3596707243746291,-4,4,2.0393712E7
small,93,-0.5,0.2888257661752047,-5,5,2.0769834E7
small,97,-0.5,0.692557315635022,-6,6,2.1151471E7
small,101,-0.5,0.1598067279840909,-3,3,2.147915E7
small,105,-0.5,0.36002089668751847,-7,7,2.2127813E7
small,109,-0.5,0.17599980046736396,-3,3,2.258428E7
small,113,-0.5,0.30883211109345776,-5,5,2.3018692E7
small,117,-0.5,0.08342723768517235,-3,3,2.3375516E7
small,121,-0.5,0.20623260915074315,-6,6,2.377842E7
small,125,-0.5,0.16611497488340454,-4,4,2.4155724E7
small,129,-0.5,0.5642327885720793,-8,8,2.4597618E7
small,133,-0.5,0.17871423848877788,-3,3,2.4942233E7
small,137,-0.5,0.28846063908038255,-6,6,2.5425088E7
small,141,-0.5,0.2620666940134786,-3,3,2.5853592E7
small,145,-0.5,0.39679825180965844,-9,9,2.637268E7
small,149,-0.5,0.47739464441568025,-6,6,3.2298872E7
small,153,-0.5,0.2937886207425331,-4,4,3.3006613E7
small,157,-0.5,0.16605452705389023,-3,3,3.3688753E7
small,1,-0.5,0.38715450000000007,-84,84,2145276.0
small,5,-0.5,0.46910418,-69,69,5960851.0
small,9,-0.5,0.43918524267212855,-72,72,1.0436116E7
small,13,-0.5,0.3329987666697547,-8,8,1.2993749E7
small,17,-0.5,0.5815863996527795,-6,6,1.4029956E7
small,21,-0.5,0.06146755586730901,-3,3,1.4550226E7
small,25,-0.5,0.5280869677040996,-6,6,1.5283173E7
small,29,-0.5,0.6727429980729822,-6,6,1.6434383E7
small,33,-0.5,0.12422560489381862,-3,3,1.7722257E7
small,37,-0.5,0.28942647724323933,-4,4,1.8478047E7
small,41,-0.5,0.6314113396950582,-5,5,1.9068421E7
small,45,-0.5,0.4093038802336282,-6,6,1.989786E7
small,49,-0.5,0.23593827256278965,-3,3,2.0766289E7
small,53,-0.5,0.48382318926261014,-20,20,2.3945016E7
small,57,-0.5,0.3697089480657483,-3,3,2.4761063E7
small,61,-0.5,0.16696346180930366,-3,3,2.5385702E7
small,65,-0.5,0.20850279786409143,-4,4,2.6086747E7
small,69,-0.5,0.2896466176809227,-5,5,2.6642857E7
small,73,-0.5,0.6857101313928906,-5,5,2.7300185E7
small,77,-0.5,0.17316335592499632,-4,4,2.781376E7
small,81,-0.5,0.21232955869666092,-5,5,2.8460454E7
small,85,-0.5,0.2931537333992682,-6,6,2.8989388E7
small,89,-0.5,0.36972092098795617,-3,3,2.9475393E7
small,93,-0.5,0.6339946400260965,-3,3,2.9748328E7
small,97,-0.5,0.6679917186982811,-16,16,3.031389E7
small,101,-0.5,0.736244360202345,-5,5,3.0688044E7
small,105,-0.5,0.14186004605525993,-3,3,3.0988154E7
small,109,-0.5,0.2716591668094819,-3,3,3.126739E7
small,113,-0.5,0.14857218127435878,-3,3,3.1567107E7
small,117,-0.5,0.29365572210360735,-8,8,3.1966072E7
small,121,-0.5,0.3565953766223555,-3,3,3.238473E7
small,125,-0.5,0.2977812335377332,-3,3,3.2849468E7
small,129,-0.5,0.3404099955648814,-6,6,3.3197627E7
small,133,-0.5,0.6431551985332593,-8,8,3.4262979E7
small,137,-0.5,0.4707770464599559,-4,4,3.5011285E7
small,141,-0.5,0.15587103557476834,-3,3,3.5342509E7
small,145,-0.5,1.1440675326954932,-8,8,3.5690275E7
small,149,-0.5,0.8616081034507206,-12,12,3.6062459E7
small,153,-0.5,0.36477525215008577,-4,4,3.6554372E7
small,157,-0.5,0.16147143085826343,-3,3,3.6835577E7
small,1,-0.5,0.2985,-16,16,272935.0
small,5,-0.5,0.2985,-6,6,3232290.0
small,9,-0.5,0.31920575698761233,-8,8,8409782.0
small,13,-0.5,0.37757786239049995,-9,9,9552328.0
small,17,-0.5,0.320068406733538,-8,8,1.0142308E7
small,21,-0.5,0.5563975912543262,-26,26,1.1043033E7
small,25,-0.5,0.24195073785433752,-3,3,1.2666464E7
small,29,-0.5,0.2669630166398651,-3,3,1.3040617E7
small,33,-0.5,0.29635902179704776,-4,4,1.3570339E7
small,37,-0.5,0.08900893366609441,-3,3,1.3964578E7
small,41,-0.5,0.21850429408706162,-3,3,1.4419076E7
small,45,-0.5,0.07018310859782906,-3,3,1.4823949E7
small,49,-0.5,0.6983122362280023,-6,6,1.5465917E7
small,53,-0.5,0.2880511644258199,-4,4,1.6051565E7
small,57,-0.5,0.2941354558820104,-5,5,1.671165E7
small,61,-0.5,0.42734466570153695,-6,6,1.7193323E7
small,65,-0.5,0.301368108473528,-6,6,1.8044817E7
small,69,-0.5,0.16742585333201543,-3,3,1.8899462E7
small,73,-0.5,0.8014150985006436,-10,10,1.9446513E7
small,77,-0.5,0.289422942817815,-9,9,2.0110931E7
small,81,-0.5,0.06090447861385195,-3,3,2.0533527E7
small,85,-0.5,0.2935012844835736,-5,5,2.0948246E7
small,89,-0.5,0.6173189230342608,-7,7,2.148427E7
small,93,-0.5,0.29225175640822876,-4,4,2.1846214E7
small,97,-0.5,0.18633715475286117,-3,3,2.2286533E7
small,101,-0.5,0.06639003137728361,-3,3,2.2578372E7
small,105,-0.5,0.17759919240832245,-3,3,2.3104944E7
small,109,-0.5,0.18808322739885308,-3,3,2.3420808E7
small,113,-0.5,0.3125346072891202,-4,4,2.3830013E7
small,117,-0.5,0.2241799534143376,-4,4,2.4102948E7
small,121,-0.5,0.27352520834196037,-4,4,2.4447563E7
small,125,-0.5,0.5792630652096888,-6,6,2.4824079E7
small,129,-0.5,0.7766631390219714,-7,7,2.5289998E7
small,133,-0.5,0.4424462430577387,-3,3,2.5899671E7
small,137,-0.5,0.7402853908056217,-11,11,2.6613319E7
small,141,-0.5,0.2330323096806315,-3,3,2.6859866E7
small,145,-0.5,0.8177041867762771,-8,8,2.7197786E7
small,149,-0.5,0.14912665301571426,-3,3,2.7589662E7
small,153,-0.5,0.22147421753148944,-4,4,2.7915372E7
small,157,-0.5,0.5745519274936894,-9,9,2.8309218E7
small,1,-0.5,0.38715450000000007,-16,16,256394.0
small,5,-0.5,0.5395015958185031,-59,59,2758100.0
small,9,-0.5,0.23970016232182134,-4,4,3043244.0
small,13,-0.5,0.6705428195776912,-8,8,4975450.0
small,17,-0.5,0.2967116864999999,-8,8,5540224.0
small,21,-0.5,0.2970040998584753,-6,6,6073491.0
small,25,-0.5,0.46993946753203764,-6,6,6412198.0
small,29,-0.5,0.2882552503640441,-4,4,6996665.0
small,33,-0.5,0.08084525126069719,-3,3,7308197.0
small,37,-0.5,0.3082645520791567,-3,3,7652811.0
small,41,-0.5,0.28984111584880945,-5,5,8032085.0
small,45,-0.5,0.13175207935955324,-3,3,8574804.0
small,49,-0.5,0.13769160130592617,-3,3,9859527.0
small,53,-0.5,0.15843984897185193,-3,3,1.0395157E7
small,57,-0.5,0.2894982070111456,-4,4,1.0840203E7
small,61,-0.5,0.5841525555516014,-11,11,1.1458146E7
small,65,-0.5,0.5725689219387882,-6,6,1.1756681E7
small,69,-0.5,0.5824504707307248,-26,26,1.2458908E7
small,73,-0.5,0.2120007752499693,-3,3,1.2883867E7
small,77,-0.5,0.4706005830683955,-31,31,1.3514413E7
small,81,-0.5,0.7302548837650438,-7,7,1.3938585E7
small,85,-0.5,0.4477368934754731,-10,10,1.6745915E7
small,89,-0.5,0.6521263273572582,-7,7,1.7355588E7
small,93,-0.5,0.7569002614922666,-5,5,1.8919942E7
small,97,-0.5,0.1239071107801939,-4,4,1.9438637E7
small,101,-0.5,0.8561861030242035,-15,15,2.0564641E7
small,105,-0.5,0.14740979196685355,-3,3,2.1491753E7
small,109,-0.5,0.29522967276629375,-5,5,2.2160503E7
small,113,-0.5,0.1426870307734296,-3,3,2.2751665E7
small,117,-0.5,0.6700356406589365,-9,9,2.3409386E7
small,121,-0.5,0.6707403469878841,-24,24,2.4154936E7
small,125,-0.5,0.29311566946285783,-4,4,2.5336866E7
small,129,-0.5,0.29244646062906554,-4,4,2.5853198E7
small,133,-0.5,0.10379551919329177,-3,3,2.6237985E7
small,137,-0.5,0.09955482104991575,-3,3,2.6806697E7
small,141,-0.5,0.11882454721446711,-3,3,2.7284432E7
small,145,-0.5,0.5250970662258352,-7,7,2.7892923E7
small,149,-0.5,0.0859536951899047,-3,3,2.9040195E7
small,153,-0.5,0.08020406567551719,-3,3,2.948721E7
small,157,-0.5,0.045954244271803724,-3,3,2.9861363E7
small,1,-0.5,0.2985,-25,25,529328.0
small,5,-0.5,0.19081499999999996,-3,3,2325264.0
small,9,-0.5,0.42432393747654285,-7,7,4917161.0
small,13,-0.5,0.45315161232680645,-34,34,6292863.0
small,17,-0.5,0.03278551841985,-3,3,6926954.0
small,21,-0.5,0.36520644033218863,-29,29,8316441.0
small,25,-0.5,0.641894408366271,-12,12,1.0147034E7
small,29,-0.5,0.16239233300329525,-3,3,1.0651157E7
small,33,-0.5,0.17703019123490105,-3,3,1.1113925E7
small,37,-0.5,0.6296125790974483,-5,5,1.1569998E7
small,41,-0.5,0.21649644740548646,-5,5,1.2380926E7
small,45,-0.5,0.5528991705777946,-4,4,1.3070943E7
small,49,-0.5,0.45713492184366267,-17,17,1.3958671E7
small,53,-0.5,0.7583580631453049,-9,9,1.6419417E7
small,57,-0.5,0.28836918264501676,-3,3,1.7536363E7
small,61,-0.5,0.2719715395149853,-3,3,1.8289002E7
small,65,-0.5,0.6125343695516001,-5,5,1.870569E7
small,69,-0.5,0.17456386366301269,-3,3,1.9198391E7
small,73,-0.5,0.17333438515069322,-3,3,1.9576482E7
small,77,-0.5,0.9454792879553091,-7,7,2.0086906E7
small,81,-0.5,0.28791979327399275,-5,5,2.076432E7
small,85,-0.5,0.30754601719422503,-8,8,2.1351938E7
small,89,-0.5,0.1571872643303016,-3,3,2.1696159E7
small,93,-0.5,0.3338305625604341,-4,4,2.2290865E7
small,97,-0.5,0.21588062755220405,-4,4,2.2714643E7
small,101,-0.5,0.2843085490199795,-4,4,2.3205374E7
small,105,-0.5,0.26533597541180587,-3,3,2.3566137E7
small,109,-0.5,0.4594104354395947,-6,6,2.4030481E7
small,113,-0.5,0.7706321070778022,-5,5,2.4551932E7
small,117,-0.5,0.6026137363376352,-9,9,2.5080079E7
small,121,-0.5,0.29643207026523544,-6,6,2.5483376E7
small,125,-0.5,0.29203591015369046,-5,5,2.5908336E7
small,129,-0.5,0.14519612060702336,-3,3,2.6292335E7
small,133,-0.5,0.7721142140115544,-44,44,2.7367927E7
small,137,-0.5,0.40424766156900827,-3,3,2.7840148E7
small,141,-0.5,0.3386502276213781,-3,3,3.3104286E7
small,145,-0.5,0.33309371468231674,-6,6,3.3622587E7
small,149,-0.5,0.6457629374445799,-5,5,3.4056211E7
small,153,-0.5,0.14653221920931525,-3,3,3.4403976E7
small,157,-0.5,1.0178038335712225,-9,9,3.4808061E7
small,1,-0.5,0.38715450000000007,-49,49,853857.0
small,5,-0.5,0.5107691843830164,-124,124,3702147.0
small,9,-0.5,0.4957144476653097,-10,10,4882108.0
small,13,-0.5,0.07781727480973721,-3,3,5360236.0
small,17,-0.5,0.29254541008399837,-5,5,7387753.0
small,21,-0.5,0.08389572605442863,-3,3,7744577.0
small,25,-0.5,0.15168656847088013,-3,3,8239640.0
small,29,-0.5,0.2423707530244017,-3,3,8685473.0
small,33,-0.5,0.47946904985177374,-50,50,9850862.0
small,37,-0.5,0.2876915546204666,-5,5,1.0221865E7
small,41,-0.5,0.1274593469286529,-3,3,1.0780337E7
small,45,-0.5,0.1541280566687746,-3,3,1.1889012E7
small,49,-0.5,0.4882608707303193,-37,37,1.2824002E7
small,53,-0.5,0.27132507327543975,-3,3,1.3393502E7
small,57,-0.5,0.20681607637643218,-3,3,1.3743237E7
small,61,-0.5,0.6582600707658974,-5,5,1.4147322E7
small,65,-0.5,0.5813312184347401,-15,15,1.5523418E7
small,69,-0.5,0.5532374938310216,-10,10,1.6364672E7
small,73,-0.5,0.3848442861985617,-6,6,1.6812868E7
small,77,-0.5,0.3152654205911891,-3,3,1.7773457E7
small,81,-0.5,0.45765991068272927,-6,6,1.8188177E7
small,85,-0.5,0.3399163090902184,-4,4,1.8584779E7
small,89,-0.5,0.20852767119244664,-5,5,2.1893081E7
small,93,-0.5,0.1461849204682073,-3,3,2.2279049E7
small,97,-0.5,0.15496378643689113,-3,3,2.2546077E7
small,101,-0.5,0.29146265263463356,-4,4,2.281783E7
small,105,-0.5,0.24355118808234089,-4,4,2.3078949E7
small,109,-0.5,0.295621733935042,-6,6,2.3425534E7
small,113,-0.5,0.28921399805443704,-5,5,2.3663416E7
small,117,-0.5,0.07987110406938536,-3,3,2.3861127E7
small,121,-0.5,0.2927998319952203,-7,7,2.4184868E7
small,125,-0.5,0.29156380414268535,-6,6,2.4474344E7
small,129,-0.5,0.2922300841600749,-9,9,2.4803993E7
small,133,-0.5,0.28908231270161133,-4,4,2.5088349E7
small,137,-0.5,0.08144380025734366,-3,3,2.5346318E7
small,141,-0.5,0.4444553788050807,-5,5,2.5709049E7
small,145,-0.5,0.7052291114896221,-7,7,2.6019794E7
small,149,-0.5,0.8349953967637034,-18,18,2.6487288E7
small,153,-0.5,0.16108771380671105,-3,3,2.6951632E7
small,157,-0.5,0.30462081449340994,-3,3,2.7328936E7
small,1,-0.5,0.38715450000000007,-20,20,421809.0
small,5,-0.5,0.28468499999999985,-4,4,2524156.0
small,9,-0.5,0.569201166471547,-18,18,4080239.0
small,13,-0.5,0.6625532917826582,-48,48,5549677.0
small,17,-0.5,0.1762371150028339,-3,3,9999736.0
small,21,-0.5,0.4616924513749754,-46,46,1.0632252E7
small,25,-0.5,0.2937550151415982,-6,6,1.0910307E7
small,29,-0.5,0.6480130521297038,-30,30,1.1673186E7
small,33,-0.5,0.24200827997767504,-5,5,1.2067031E7
small,37,-0.5,0.687056983896533,-6,6,1.2827153E7
small,41,-0.5,0.1450116912000523,-3,3,1.3069368E7
small,45,-0.5,0.5132805120815012,-21,21,1.3492358E7
small,49,-0.5,0.1638286922194454,-3,3,1.3755841E7
small,53,-0.5,0.6440278771095345,-7,7,1.4278473E7
small,57,-0.5,0.09907126690481594,-4,4,1.4500996E7
small,61,-0.5,0.12256779694793885,-8,8,1.4789291E7
small,65,-0.5,0.06315081196269334,-3,3,1.5133512E7
small,69,-0.5,0.3659562155704208,-6,6,1.5614003E7
small,73,-0.5,0.2940099180578597,-7,7,1.6086618E7
small,77,-0.5,0.7449862073898708,-8,8,1.6665177E7
small,81,-0.5,0.31901625687008117,-13,13,1.705469E7
small,85,-0.5,0.2968711245470388,-4,4,1.7329594E7
small,89,-0.5,0.2960789848729757,-5,5,1.762616E7
small,93,-0.5,0.13164303732959226,-5,5,1.7861286E7
small,97,-0.5,0.06346051951889597,-4,4,1.8123193E7
small,101,-0.5,0.7538097994012039,-14,14,2.563737E7
small,105,-0.5,0.31248788579190645,-7,7,2.6103289E7
small,109,-0.5,0.26086012562077165,-4,4,2.6506587E7
small,113,-0.5,0.34377907274019615,-7,7,2.6965811E7
small,117,-0.5,0.6023035281629316,-5,5,2.7421096E7
small,121,-0.5,0.2430721144097734,-5,5,2.8128443E7
small,125,-0.5,0.5767968018361587,-7,7,2.8522288E7
small,129,-0.5,0.6347347316418648,-33,33,2.9729425E7
small,133,-0.5,0.3085385503200033,-10,10,3.0208341E7
small,137,-0.5,0.2844253847475269,-3,3,3.0569103E7
small,141,-0.5,0.28032567987641066,-6,6,3.1135453E7
small,145,-0.5,0.349792808192702,-6,6,3.1890848E7
small,149,-0.5,0.2070742503955454,-3,3,3.2282331E7
small,153,-0.5,0.5296949096854209,-8,8,3.279433E7
small,157,-0.5,0.22340375437375615,-4,4,3.3266551E7
small,1,-0.5,0.47554303649999996,-121,121,1838076.0
small,5,-0.5,0.4657935825949786,-12,12,2908155.0
small,9,-0.5,0.48981648630080965,-12,12,5108175.0
small,13,-0.5,0.29319840709314704,-4,4,6042377.0
small,17,-0.5,0.4619583848309774,-33,33,8294779.0
small,21,-0.5,0.20012273449604523,-3,3,8913510.0
small,25,-0.5,0.11613061975034711,-3,3,9592893.0
small,29,-0.5,0.4367805595177252,-4,4,1.1306515E7
small,33,-0.5,0.23031509441138232,-4,4,1.1884286E7
small,37,-0.5,0.13188448914478013,-3,3,1.2206452E7
small,41,-0.5,0.17765681128543065,-3,3,1.3265109E7
small,45,-0.5,0.5872900709096469,-9,9,1.3717637E7
small,49,-0.5,0.7855397106295237,-6,6,1.4610091E7
small,53,-0.5,0.17773294185713828,-3,3,1.5351308E7
