gridWorld,iteration,epsilon,lastMaxDelta,rewards,numOfActions,runningTime
small,105,0.11,0.10930448616682353,-5,5,1.3998449E7
small,109,0.11,0.06559398330673205,-5,5,1.4159138E7
small,113,0.11,0.1910271947306441,-79,79,1.4711703E7
small,117,0.11,0.1931989564352512,-8,8,1.4935801E7
small,121,0.11,0.08041444195016645,-3,3,1.5153204E7
small,125,0.11,0.0955347981278063,-6,6,1.5300502E7
small,129,0.11,0.09709675946914675,-4,4,1.5547443E7
small,133,0.11,0.04456075651415148,-3,3,1.5718766E7
small,137,0.11,0.08531015249633622,-3,3,1.6032267E7
small,141,0.11,0.11848134296833024,-4,4,1.6584438E7
small,145,0.11,0.22969140978972225,-5,5,1.6725041E7
small,149,0.11,0.058495492023149964,-3,3,1.6880216E7
small,153,0.11,0.17592104062229819,-52,52,1.7323292E7
small,157,0.11,0.06673354219395389,-5,5,1.7499341E7
small,1,0.11,0.1,-12,12,94129.0
small,5,0.11,0.1284799797608489,-23,23,1235099.0
small,9,0.11,0.12945017126188607,-27,27,2375676.0
small,13,0.11,0.14777456335172823,-103,103,3248831.0
small,17,0.11,0.11893015605686763,-25,25,4463844.0
small,21,0.11,0.1857163006344289,-39,39,4876594.0
small,25,0.11,0.1767976896650303,-11,11,5171978.0
small,29,0.11,0.09739596090346403,-5,5,6113663.0
small,33,0.11,0.09721479474210382,-4,4,6780443.0
small,37,0.11,0.09711757994736159,-5,5,6964369.0
small,41,0.11,0.1715734230858348,-12,12,7505513.0
small,45,0.11,0.13846678001383417,-32,32,8301868.0
small,49,0.11,0.07389029428273353,-3,3,8537782.0
small,53,0.11,0.18234358299931452,-5,5,9039935.0
small,57,0.11,0.10835969151712677,-6,6,9284906.0
small,61,0.11,0.13667900398287802,-5,5,9750038.0
small,65,0.11,0.03634442344950917,-3,3,9919785.0
small,69,0.11,0.16322615120876138,-64,64,1.0427452E7
small,73,0.11,0.0743020459579129,-3,3,1.0648006E7
small,77,0.11,0.2115093959541039,-9,9,1.0835476E7
small,81,0.11,0.07130893019284024,-3,3,1.1276583E7
small,85,0.11,0.1438691568467143,-25,25,1.1650736E7
small,89,0.11,0.05520714407341587,-3,3,1.182836E7
small,93,0.11,0.07174270298114638,-4,4,1.2136348E7
small,97,0.11,0.09731917883660524,-4,4,1.2540039E7
small,101,0.11,0.07211303209852904,-4,4,1.2703485E7
small,105,0.11,0.0484359176605027,-3,3,1.2855115E7
small,109,0.11,0.0973600483213457,-4,4,1.2991386E7
small,113,0.11,0.03897269688499527,-3,3,1.319461E7
small,117,0.11,0.045057884103902435,-3,3,1.3316308E7
small,121,0.11,0.09758027872710073,-5,5,1.4131962E7
small,125,0.11,0.14701363932593825,-9,9,1.4332824E7
small,129,0.11,0.07778970409278507,-3,3,1.4656958E7
small,133,0.11,0.20254155487744496,-12,12,1.4940527E7
small,137,0.11,0.09818311966146664,-3,3,1.5074435E7
small,141,0.11,0.10243297351088576,-5,5,1.5229216E7
small,145,0.11,0.09916113558049444,-7,7,1.5429289E7
small,149,0.11,0.1874985343241531,-7,7,1.5650237E7
small,153,0.11,0.12402403029856668,-11,11,1.6094888E7
small,157,0.11,0.11261288200936725,-3,3,1.6228008E7
small,1,0.11,0.1099,-50,50,308775.0
small,5,0.11,0.09990000000000002,-13,13,1155936.0
small,9,0.11,0.14207260486423057,-146,146,2687601.0
small,13,0.11,0.1295301651977937,-47,47,3552486.0
small,17,0.11,0.1379001770699284,-61,61,4672976.0
small,21,0.11,0.17310897389662205,-58,58,5240114.0
small,25,0.11,0.12389021077882645,-27,27,5645381.0
small,29,0.11,0.09741481796262441,-5,5,6324370.0
small,33,0.11,0.09617249917249504,-4,4,6854880.0
small,37,0.11,0.023839800905880892,-3,3,7022264.0
small,41,0.11,0.12385837969758429,-17,17,7285353.0
small,45,0.11,0.09787010289276799,-4,4,7670140.0
small,49,0.11,0.1355777162892844,-51,51,8166385.0
small,53,0.11,0.1763380240465806,-41,41,8647664.0
small,57,0.11,0.10681368855708384,-12,12,8824895.0
small,61,0.11,0.09644837680767404,-5,5,9516094.0
small,65,0.11,0.033460276847361525,-3,3,9701201.0
small,69,0.11,0.09862374807291108,-10,10,9869373.0
small,73,0.11,0.0963834195668567,-7,7,1.0017459E7
small,77,0.11,0.04409804859870481,-3,3,1.0178542E7
small,81,0.11,0.18294906981476267,-7,7,1.0364437E7
small,85,0.11,0.04778081917386423,-3,3,1.051331E7
small,89,0.11,0.16849926468107146,-62,62,1.0987106E7
small,93,0.11,0.21518451008254713,-7,7,1.1203328E7
small,97,0.11,0.09722758531843034,-5,5,1.1393555E7
small,101,0.11,0.2206223729792096,-20,20,1.175668E7
small,105,0.11,0.15217646356257974,-27,27,1.2047732E7
small,109,0.11,0.0841671267729649,-3,3,1.2209997E7
small,113,0.11,0.09586549946597334,-6,6,1.2588482E7
small,117,0.11,0.17647377730137714,-5,5,1.286378E7
small,121,0.11,0.06821907984635267,-3,3,1.2994931E7
small,125,0.11,0.0991130727469618,-5,5,1.3230844E7
small,129,0.11,0.11661125934705563,-6,6,1.3530954E7
small,133,0.11,0.04747254786978594,-3,3,1.3664074E7
small,137,0.11,0.05108033668021772,-3,3,1.3801526E7
small,141,0.11,0.04274173724922514,-3,3,1.3953157E7
small,145,0.11,0.09880525594836631,-4,4,1.4135113E7
small,149,0.11,0.04189786779132931,-3,3,1.4334793E7
small,153,0.11,0.1513012775073319,-25,25,1.4611272E7
small,157,0.11,0.03486648456795716,-3,3,1.4737697E7
small,1,0.11,0.1099,-44,44,284751.0
small,5,0.11,0.13562137786941986,-24,24,1651394.0
small,9,0.11,0.12281880773459086,-21,21,2294150.0
small,13,0.11,0.13121546337160495,-86,86,3797064.0
small,17,0.11,0.1272678373106555,-59,59,4728115.0
small,21,0.11,0.16550718298055056,-36,36,5483511.0
small,25,0.11,0.16897228866218672,-44,44,6034500.0
small,29,0.11,0.12858811480329413,-32,32,6469306.0
small,33,0.11,0.10222005211643337,-8,8,7194375.0
small,37,0.11,0.09697112396567853,-5,5,7453919.0
small,41,0.11,0.19683305273286544,-22,22,1.1677124E7
small,45,0.11,0.03594508008327635,-3,3,1.1805124E7
small,49,0.11,0.09841555256555301,-4,4,1.2067031E7
small,53,0.11,0.18851230791773288,-7,7,1.224308E7
small,57,0.11,0.14165001861157922,-11,11,1.2407314E7
small,61,0.11,0.24526456173208544,-55,55,1.3062279E7
small,65,0.11,0.14993206416052995,-30,30,1.3429343E7
small,69,0.11,0.03266940912249172,-3,3,1.352229E7
small,73,0.11,0.04338511534314682,-3,3,1.3635718E7
small,77,0.11,0.09608286240475872,-4,4,1.3941342E7
small,81,0.11,0.13950650295697553,-17,17,1.4243421E7
small,85,0.11,0.22908239271613162,-11,11,1.4434436E7
small,89,0.11,0.17136746378090306,-10,10,1.4563618E7
small,93,0.11,0.1330469486857797,-6,6,1.4903112E7
small,97,0.11,0.0956763288983975,-4,4,1.5082706E7
small,101,0.11,0.13631011702410767,-8,8,1.5239456E7
small,105,0.11,0.0957653206512239,-5,5,1.5420625E7
small,109,0.11,0.15706347405886523,-5,5,1.5526964E7
small,113,0.11,0.05768803023022295,-3,3,1.5652994E7
small,117,0.11,0.09720865093164921,-6,6,1.5819197E7
small,121,0.11,0.16330638938828823,-26,26,1.5997609E7
small,125,0.11,0.09740511710838984,-5,5,1.6105916E7
small,129,0.11,0.2684733808068509,-12,12,1.640327E7
small,133,0.11,0.05001422360845975,-3,3,1.6525362E7
small,137,0.11,0.19335776431748153,-10,10,1.665218E7
small,141,0.11,0.17427300055618233,-6,6,1.6760881E7
small,145,0.11,0.06041876962063686,-5,5,1.6868401E7
small,149,0.11,0.2529248733993641,-9,9,1.7090924E7
small,153,0.11,0.2174907134635473,-5,5,1.7246887E7
small,157,0.11,0.06037962879277203,-4,4,1.7436326E7
small,1,0.11,0.1,-11,11,73649.0
small,5,0.11,0.13547379917270785,-37,37,844405.0
small,9,0.11,0.13179528850728595,-11,11,1521425.0
small,13,0.11,0.11336013972906911,-34,34,2437509.0
small,17,0.11,0.1714462289308274,-131,131,3727747.0
small,21,0.11,0.14641319141435072,-47,47,4300005.0
small,25,0.11,0.18089670573101135,-16,16,4897074.0
small,29,0.11,0.1264024276646324,-33,33,5368113.0
small,33,0.11,0.12022165083425751,-9,9,5850968.0
small,37,0.11,0.09779857686401927,-5,5,5980937.0
small,41,0.11,0.18574210739895824,-23,23,6465761.0
small,45,0.11,0.19470321931749845,-89,89,7589008.0
small,49,0.11,0.017665431087440897,-3,3,7738275.0
small,53,0.11,0.21188011961175857,-18,18,8335345.0
small,57,0.11,0.09769473195134815,-6,6,8489733.0
small,61,0.11,0.14356313856680591,-18,18,8845769.0
small,65,0.11,0.029534969659033905,-3,3,8963922.0
small,69,0.11,0.09863758849067716,-5,5,9127368.0
small,73,0.11,0.09850165432921876,-5,5,9522789.0
small,77,0.11,0.09639461788264558,-4,4,9653546.0
small,81,0.11,0.03932248077658085,-3,3,9849681.0
small,85,0.11,0.19909106779944574,-5,5,1.0276216E7
small,89,0.11,0.1792610407633376,-22,22,1.056963E7
small,93,0.11,0.09825545374787992,-5,5,1.0860682E7
small,97,0.11,0.06144024435777928,-3,3,1.1169457E7
small,101,0.11,0.05678971183731241,-3,3,1.1299032E7
small,105,0.11,0.09720809884567316,-6,6,1.1706662E7
small,109,0.11,0.16709731063211675,-9,9,1.1898465E7
small,113,0.11,0.18324652550656895,-10,10,1.2072939E7
small,117,0.11,0.09857882722330036,-5,5,1.2239929E7
small,121,0.11,0.09612469260905243,-4,4,1.239471E7
small,125,0.11,0.1111687278884359,-5,5,1.2585331E7
small,129,0.11,0.045871181713157405,-3,3,1.271215E7
small,133,0.11,0.04412500290418486,-3,3,1.2909466E7
small,137,0.11,0.04015395999003357,-4,4,1.3100481E7
small,141,0.11,0.09795380787544694,-7,7,1.3265896E7
small,145,0.11,0.07082952696252609,-3,3,1.3408075E7
small,149,0.11,0.17897831244357265,-8,8,1.3606179E7
small,153,0.11,0.06278560807281308,-3,3,1.3749539E7
small,157,0.11,0.0645460609425923,-3,3,1.3921255E7
small,1,0.11,0.1,-34,34,224098.0
small,5,0.11,0.11679138171000003,-31,31,1028724.0
small,9,0.11,0.12779304968529992,-86,86,2789607.0
small,13,0.11,0.14249999010186998,-21,21,3207084.0
small,17,0.11,0.15788373662222188,-67,67,3752166.0
small,21,0.11,0.03878130318778439,-3,3,4710786.0
small,25,0.11,0.1667413564572504,-5,5,4991597.0
small,29,0.11,0.16631824306976717,-49,49,5774168.0
small,33,0.11,0.09904383135237815,-4,4,5987633.0
small,37,0.11,0.1852999288862791,-47,47,7108517.0
small,41,0.11,0.027808755344304714,-3,3,7785931.0
small,45,0.11,0.09668119170245904,-8,8,8033660.0
small,49,0.11,0.029095128701884132,-3,3,8571653.0
small,53,0.11,0.20876764558440297,-5,5,8794175.0
small,57,0.11,0.19482635310241658,-42,42,9219922.0
small,61,0.11,0.049428471674447305,-3,3,9381005.0
small,65,0.11,0.21127162837188762,-25,25,9620069.0
small,69,0.11,0.04626387655385167,-3,3,9919786.0
small,73,0.11,0.1020802732373769,-5,5,1.0058419E7
small,77,0.11,0.026347928965245515,-3,3,1.0201385E7
small,81,0.11,0.223528545602794,-5,5,1.0339231E7
small,85,0.11,0.15921359175779237,-5,5,1.0707083E7
small,89,0.11,0.09617747240210095,-5,5,1.1039488E7
small,93,0.11,0.03935041010727636,-3,3,1.1166306E7
small,97,0.11,0.09767770873556803,-4,4,1.1328177E7
small,101,0.11,0.09876065074749096,-4,4,1.1476263E7
small,105,0.11,0.0515991255513899,-3,3,1.1639709E7
small,109,0.11,0.09624102167314863,-4,4,1.1811425E7
small,113,0.11,0.16350787028597535,-10,10,1.2005985E7
small,117,0.11,0.048172320138427205,-3,3,1.2138317E7
small,121,0.11,0.05512419257387702,-3,3,1.2282071E7
small,125,0.11,0.045040815764972875,-3,3,1.2423461E7
small,129,0.11,0.03283475469266528,-3,3,1.2803522E7
small,133,0.11,0.09750859166661163,-5,5,1.293034E7
small,137,0.11,0.1428376852532982,-6,6,1.3216666E7
small,141,0.11,0.14244424818562118,-5,5,1.3385232E7
small,145,0.11,0.0538090648138696,-3,3,1.3558918E7
small,149,0.11,0.09718404317065144,-5,5,1.3792074E7
small,153,0.11,0.09892481052447089,-4,4,1.3919286E7
small,157,0.11,0.04043058081690454,-3,3,1.4077218E7
small,1,0.11,0.11672109000000003,-92,92,550596.0
small,5,0.11,0.09920279440699442,-5,5,1374520.0
small,9,0.11,0.14455577361232141,-11,11,2532032.0
small,13,0.11,0.14776136863731226,-57,57,3112167.0
small,17,0.11,0.16819338426510522,-7,7,3857322.0
small,21,0.11,0.1708992991144852,-12,12,4433518.0
small,25,0.11,0.0982291623829139,-4,4,4828545.0
small,29,0.11,0.13985123972354851,-18,18,5540618.0
small,33,0.11,0.04419230666455043,-3,3,5994721.0
small,37,0.11,0.17073582119334185,-75,75,6749329.0
small,41,0.11,0.08357206059879774,-4,4,7065981.0
small,45,0.11,0.11685435300734559,-7,7,7613032.0
small,49,0.11,0.034646129021773664,-3,3,7819407.0
small,53,0.11,0.2110263232930032,-16,16,8029327.0
small,57,0.11,0.03761562456153489,-3,3,8140392.0
small,61,0.11,0.19111421992229305,-9,9,8525178.0
small,65,0.11,0.10495443607260224,-12,12,9024575.0
small,69,0.11,0.0986420399756891,-10,10,9612980.0
small,73,0.11,0.09708668727183278,-4,4,9967047.0
small,77,0.11,0.1460983836629497,-45,45,1.0367981E7
small,81,0.11,0.09698393395280158,-4,4,1.0516067E7
small,85,0.11,0.2587719629804299,-7,7,1.0656276E7
small,89,0.11,0.07315755246255051,-4,4,1.0782701E7
small,93,0.11,0.14263484079345323,-22,22,1.1128103E7
small,97,0.11,0.05671585292921666,-3,3,1.1265949E7
small,101,0.11,0.0658635527260385,-3,3,1.1633407E7
small,105,0.11,0.06687349962993672,-3,3,1.1866957E7
small,109,0.11,0.1362904999110368,-12,12,1.2058366E7
small,113,0.11,0.23026533493429624,-17,17,1.2296249E7
small,117,0.11,0.09695946731845106,-5,5,1.2500655E7
small,121,0.11,0.09692865340103918,-5,5,1.2661343E7
small,125,0.11,0.2417171258661306,-7,7,1.2786192E7
small,129,0.11,0.08107153316313909,-3,3,1.2946488E7
small,133,0.11,0.10646016786016865,-10,10,1.3121355E7
small,137,0.11,0.053571996047308446,-3,3,1.3253687E7
small,141,0.11,0.18562664027114173,-42,42,1.3813341E7
small,145,0.11,0.18575489757030184,-12,12,1.4005932E7
small,149,0.11,0.1557799277776737,-10,10,1.4147322E7
small,153,0.11,0.14353038348376135,-6,6,1.4535654E7
small,157,0.11,0.14780780487136447,-5,5,1.467862E7
small,1,0.11,0.1099,-35,35,214646.0
small,5,0.11,0.1347445430578178,-77,77,1927086.0
small,9,0.11,0.09960344091000001,-4,4,2350470.0
small,13,0.11,0.17238716282818112,-62,62,3614713.0
small,17,0.11,0.15467041241164647,-7,7,4259045.0
small,21,0.11,0.11913116072778052,-7,7,4802945.0
small,25,0.11,0.027963367012411755,-3,3,5000262.0
small,29,0.11,0.19257665970399995,-21,21,5791891.0
small,33,0.11,0.14752066617550152,-58,58,6403139.0
small,37,0.11,0.11869180547189195,-7,7,6540985.0
small,41,0.11,0.09706668430092202,-5,5,6823766.0
small,45,0.11,0.14061536156872934,-39,39,7172713.0
small,49,0.11,0.022524881619370607,-3,3,7528750.0
small,53,0.11,0.015660417150280104,-3,3,7708737.0
small,57,0.11,0.188254147784352,-7,7,8015149.0
small,61,0.11,0.11902753405154276,-7,7,8335739.0
small,65,0.11,0.047857722155117965,-3,3,8544477.0
small,69,0.11,0.14080554658555489,-51,51,9344377.0
small,73,0.11,0.20156257287943014,-7,7,9696081.0
small,77,0.11,0.033187394582917085,-3,3,9839441.0
small,81,0.11,0.028488875022357085,-3,3,9971379.0
small,85,0.11,0.07645318426253,-4,4,1.0121828E7
small,89,0.11,0.16677763629539033,-77,77,1.1083205E7
small,93,0.11,0.13389820912182504,-12,12,1.1206085E7
small,97,0.11,0.04518798568427851,-3,3,1.1295094E7
small,101,0.11,0.03708167094590609,-3,3,1.1376226E7
small,105,0.11,0.045048993961098294,-3,3,1.1485321E7
small,109,0.11,0.24776815073073477,-9,9,1.1672004E7
small,113,0.11,0.044056067251454056,-3,3,1.1859474E7
small,117,0.11,0.03601017796874295,-3,3,1.1942182E7
small,121,0.11,0.16885146160260156,-5,5,1.2057972E7
small,125,0.11,0.0986606986116747,-5,5,1.2218661E7
small,129,0.11,0.09818260467482376,-6,6,1.2404556E7
small,133,0.11,0.16546749425308738,-10,10,1.2514439E7
small,137,0.11,0.12049254760435457,-5,5,1.2677491E7
small,141,0.11,0.09636056335825449,-4,4,1.2762956E7
small,145,0.11,0.0334204584691018,-3,3,1.2893712E7
small,149,0.11,0.04431223618098468,-3,3,1.3088666E7
small,153,0.11,0.17451740167642704,-6,6,1.319461E7
small,157,0.11,0.13091648825639735,-8,8,1.3296616E7
small,1,0.11,0.1099,-27,27,124849.0
small,5,0.11,0.11979010000000001,-16,16,908208.0
small,9,0.11,0.12340826860753928,-32,32,1770335.0
small,13,0.11,0.09863350616332767,-6,6,2071233.0
small,17,0.11,0.13122997963145266,-73,73,2792758.0
small,21,0.11,0.1490718586641897,-15,15,3103502.0
small,25,0.11,0.09811218591793125,-4,4,3448511.0
small,29,0.11,0.09801407373201343,-4,4,3838812.0
small,33,0.11,0.09909361720254672,-21,21,4019587.0
small,37,0.11,0.1857666008805101,-76,76,4717875.0
small,41,0.11,0.12087604499006854,-21,21,4872262.0
small,45,0.11,0.10691308397020949,-8,8,5090453.0
small,49,0.11,0.19508501624847296,-15,15,5585123.0
small,53,0.11,0.09826584181805931,-16,16,5819854.0
small,57,0.11,0.04202230977485444,-3,3,6038045.0
small,61,0.11,0.09737998052925345,-6,6,6227484.0
small,65,0.11,0.055388749477252475,-3,3,6323583.0
small,69,0.11,0.04831114227512545,-3,3,6416924.0
small,73,0.11,0.04511309366221994,-3,3,6509084.0
small,77,0.11,0.04810756987105158,-3,3,6740271.0
small,81,0.11,0.1412501115269733,-23,23,6913563.0
small,85,0.11,0.09579902238864779,-7,7,7028960.0
small,89,0.11,0.04629699293388878,-3,3,7133329.0
small,93,0.11,0.09870662897009108,-5,5,7294806.0
small,97,0.11,0.053129800838164876,-4,4,7451162.0
small,101,0.11,0.1295058679843537,-10,10,7563408.0
small,105,0.11,0.0960542332597969,-5,5,7657537.0
small,109,0.11,0.1037114616994943,-7,7,7911174.0
small,113,0.11,0.09735980814284373,-4,4,8072257.0
small,117,0.11,0.153067804697272,-51,51,8450348.0
small,121,0.11,0.0826385920196877,-3,3,8646089.0
small,125,0.11,0.04797896639323351,-3,3,8741006.0
small,129,0.11,0.25779750176137695,-8,8,8856403.0
small,133,0.11,0.08165009380914867,-3,3,9098224.0
small,137,0.11,0.05488499396395419,-3,3,9225830.0
small,141,0.11,0.21375192623272588,-6,6,9353436.0
small,145,0.11,0.1782021234612281,-8,8,9580685.0
small,149,0.11,0.09560204788154181,-4,4,9701201.0
small,153,0.11,0.10214562563300156,-15,15,9828020.0
small,157,0.11,0.0734233834176643,-6,6,9921755.0
small,1,0.11,0.11681910000000001,-91,91,338313.0
small,5,0.11,0.14226760870997146,-89,89,1142939.0
small,9,0.11,0.16602068194963676,-22,22,1609646.0
small,13,0.11,0.12824070040118474,-8,8,1895184.0
small,17,0.11,0.1402887761573708,-82,82,2706112.0
small,21,0.11,0.0990525692671862,-4,4,2860893.0
small,25,0.11,0.09830344490016296,-6,6,3266948.0
small,29,0.11,0.10356314153179214,-11,11,3641101.0
small,33,0.11,0.09707754664199797,-6,6,3953027.0
small,37,0.11,0.20190876573647132,-5,5,4233445.0
small,41,0.11,0.035254384979855447,-3,3,4370109.0
small,45,0.11,0.03369374620366439,-3,3,4619019.0
small,49,0.11,0.12742783585824302,-7,7,4867930.0
small,53,0.11,0.05480170786115823,-3,3,4999080.0
small,57,0.11,0.14525034402423165,-40,40,5286981.0
small,61,0.11,0.09650578972937529,-4,4,5450821.0
small,65,0.11,0.027078704418969535,-3,3,5563461.0
small,69,0.11,0.1497295067468054,-7,7,5674131.0
small,73,0.11,0.16154748039808364,-6,6,5769836.0
small,77,0.11,0.13122995907046953,-6,6,5872630.0
small,81,0.11,0.09863835191017367,-6,6,5971879.0
small,85,0.11,0.20154265522658932,-5,5,6090426.0
small,89,0.11,0.03567291456360855,-3,3,6225515.0
small,93,0.11,0.031210219015508134,-3,3,6498844.0
small,97,0.11,0.16024236299736727,-5,5,7000209.0
small,101,0.11,0.20907608790918752,-5,5,7106153.0
small,105,0.11,0.14235234869378033,-60,60,7426350.0
small,109,0.11,0.045005925525933854,-3,3,7524417.0
small,113,0.11,0.09755763268411943,-4,4,7706374.0
small,117,0.11,0.22523750496632267,-7,7,7987973.0
small,121,0.11,0.22984639438066834,-5,5,8085647.0
small,125,0.11,0.12535368361797827,-11,11,8251456.0
small,129,0.11,0.13136274351162713,-5,5,8433806.0
small,133,0.11,0.05335273375861105,-3,3,8600797.0
small,137,0.11,0.15123510837862986,-30,30,9001338.0
small,141,0.11,0.0496972504801283,-3,3,9272303.0
small,145,0.11,0.042317631856649385,-3,3,9382186.0
small,149,0.11,0.2147322914183185,-7,7,9491282.0
small,153,0.11,0.2449593217368109,-7,7,9629521.0
small,157,0.11,0.21019574514526518,-5,5,9754764.0
small,1,0.11,0.1,-30,30,137452.0
small,5,0.11,0.13469036481500862,-33,33,1163813.0
small,9,0.11,0.1637104808609149,-27,27,2061781.0
small,13,0.11,0.15035777869263423,-36,36,2572992.0
small,17,0.11,0.09977420671126014,-5,5,2844746.0
small,21,0.11,0.0975751816225543,-4,4,3167305.0
small,25,0.11,0.1968493694334985,-33,33,3574541.0
small,29,0.11,0.038953462467813615,-3,3,4004621.0
small,33,0.11,0.09704332499942803,-4,4,4104263.0
small,37,0.11,0.09697319095681678,-4,4,4224780.0
small,41,0.11,0.16341473550665775,-38,38,4743081.0
small,45,0.11,0.15768079606054597,-23,23,4907314.0
small,49,0.11,0.15577461162402217,-63,63,5372446.0
small,53,0.11,0.03496460740181595,-3,3,5459486.0
small,57,0.11,0.07100068762446776,-3,3,5643018.0
small,61,0.11,0.048281570182328704,-3,3,5735965.0
small,65,0.11,0.088093938487801,-3,3,5829307.0
small,69,0.11,0.12086200194609731,-12,12,5945097.0
small,73,0.11,0.2122671864175527,-7,7,6057737.0
small,77,0.11,0.17819054150541147,-5,5,6171952.0
small,81,0.11,0.0998655513615736,-7,7,6489785.0
small,85,0.11,0.14822121344887584,-31,31,6676862.0
small,89,0.11,0.03576756567334449,-3,3,6803680.0
small,93,0.11,0.13179276037867327,-8,8,6910806.0
small,97,0.11,0.03512717648368957,-3,3,7018326.0
small,101,0.11,0.18933106240686381,-5,5,7174289.0
small,105,0.11,0.20769236633948984,-6,6,7317649.0
small,109,0.11,0.09857594129607117,-5,5,7410990.0
small,113,0.11,0.09735878555050359,-4,4,7758362.0
small,117,0.11,0.17206242890546397,-69,69,8084466.0
small,121,0.11,0.24277409140198047,-12,12,8237672.0
small,125,0.11,0.048473765627623955,-3,3,8348342.0
small,129,0.11,0.18450801517680615,-48,48,8588982.0
small,133,0.11,0.06144633212729733,-3,3,8786298.0
small,137,0.11,0.0551592044359861,-3,3,8885941.0
small,141,0.11,0.06891467605603907,-3,3,9006064.0
small,145,0.11,0.09581718904598979,-4,4,9318777.0
small,149,0.11,0.09880980841803688,-4,4,9408180.0
small,153,0.11,0.24062527048463078,-5,5,9518063.0
small,157,0.11,0.2043484979894168,-5,5,9627552.0
small,1,0.11,0.1099,-70,70,263482.0
small,5,0.11,0.11913776740258442,-78,78,884970.0
small,9,0.11,0.13771176078549752,-130,130,1877855.0
small,13,0.11,0.12927198486155939,-41,41,2189387.0
small,17,0.11,0.15923086356672078,-46,46,2641521.0
small,21,0.11,0.14636905485543283,-85,85,3030640.0
small,25,0.11,0.17317264272678412,-7,7,3272462.0
small,29,0.11,0.09824929966199925,-5,5,3655279.0
small,33,0.11,0.14802359599241965,-11,11,3943180.0
small,37,0.11,0.09708036286529653,-5,5,4357900.0
small,41,0.11,0.09769582789401055,-5,5,4559155.0
small,45,0.11,0.09676254998033107,-4,4,4672976.0
small,49,0.11,0.10855541349986764,-7,7,4915585.0
small,53,0.11,0.034770543667531184,-3,3,5060914.0
small,57,0.11,0.022812953700267258,-3,3,5157800.0
small,61,0.11,0.016413351519037,-3,3,5247203.0
small,65,0.11,0.020921318315714643,-3,3,5342119.0
small,69,0.11,0.21300968206282755,-8,8,5517381.0
small,73,0.11,0.13387212124540193,-22,22,5681220.0
small,77,0.11,0.13918451510578023,-27,27,5954155.0
small,81,0.11,0.04789650108769661,-3,3,6040801.0
small,85,0.11,0.03142489436363771,-3,3,6195976.0
small,89,0.11,0.02750394049287852,-3,3,6274746.0
small,93,0.11,0.13730529010985082,-16,16,6485847.0
small,97,0.11,0.22194158665129882,-6,6,6593366.0
small,101,0.11,0.17495583463923126,-40,40,6867089.0
small,105,0.11,0.2027230596182048,-8,8,7139236.0
small,109,0.11,0.09489692252666071,-6,6,7594522.0
small,113,0.11,0.07306064321435168,-3,3,7717008.0
small,117,0.11,0.09579634240402513,-4,4,8048232.0
small,121,0.11,0.06175858849180882,-3,3,8297142.0
small,125,0.11,0.053482951285791724,-3,3,8381819.0
small,129,0.11,0.18031856935697155,-51,51,8685080.0
small,133,0.11,0.12422026093303629,-15,15,8823319.0
small,137,0.11,0.15810401349888492,-5,5,9080501.0
small,141,0.11,0.232890693340432,-5,5,9179750.0
small,145,0.11,0.04208469401358084,-3,3,9258519.0
small,149,0.11,0.03443337114287548,-3,3,9339651.0
small,153,0.11,0.1699547259581684,-13,13,9551540.0
small,157,0.11,0.032320224189898106,-3,3,9648032.0
small,1,0.11,0.1,-7,7,53957.0
small,5,0.11,0.137259531,-38,38,769968.0
small,9,0.11,0.13651115899927635,-20,20,1409573.0
small,13,0.11,0.16699600534811654,-21,21,2376464.0
small,17,0.11,0.1162902957761085,-8,8,2789608.0
small,21,0.11,0.18422146360084068,-14,14,3272068.0
small,25,0.11,0.13559750938004045,-6,6,3712781.0
small,29,0.11,0.12891758376810536,-29,29,4012892.0
small,33,0.11,0.1812479500516564,-13,13,4351205.0
small,37,0.11,0.1927589274213095,-20,20,4715906.0
small,41,0.11,0.025390256979020087,-3,3,4823426.0
small,45,0.11,0.0227581664919696,-3,3,4900619.0
small,49,0.11,0.20861019858472596,-5,5,5000262.0
small,53,0.11,0.1158077075847348,-5,5,5127474.0
small,57,0.11,0.09771867749163965,-4,4,5208606.0
small,61,0.11,0.09884432571613955,-4,4,5318489.0
small,65,0.11,0.2110543009473429,-5,5,5423646.0
small,69,0.11,0.09746320204934422,-4,4,5550464.0
small,73,0.11,0.03677157431099065,-3,3,5724938.0
small,77,0.11,0.029797317147406632,-3,3,5815522.0
small,81,0.11,0.07023303802684522,-3,3,5955731.0
small,85,0.11,0.1837021575736677,-12,12,6098303.0
small,89,0.11,0.05798957225079948,-3,3,6390143.0
small,93,0.11,0.0851466888941863,-3,3,6515779.0
small,97,0.11,0.062071936203861755,-3,3,6808407.0
small,101,0.11,0.045250441492615145,-3,3,7036443.0
small,105,0.11,0.0974325839657535,-4,4,7153415.0
small,109,0.11,0.05258628767947471,-4,4,7245575.0
small,113,0.11,0.2246029563872809,-8,8,7350338.0
small,117,0.11,0.03687161720012999,-3,3,7452738.0
small,121,0.11,0.09621573223270774,-5,5,7760725.0
small,125,0.11,0.09882364419795198,-5,5,7871396.0
small,129,0.11,0.03276830006179576,-4,4,8099038.0
small,133,0.11,0.03067660520237192,-3,3,8184503.0
small,137,0.11,0.12202813593034367,-5,5,8368035.0
