gridWorld,iteration,initQ,lastMaxDelta,rewards,numOfActions,runningTime
large,361,-0.5,0.6847694175015739,-26,26,6.28140179E8
large,366,-0.5,0.8772057198780381,-32,32,6.29798268E8
large,371,-0.5,0.8514927941815991,-40,40,6.31541822E8
large,376,-0.5,0.5635215596650855,-23,23,6.33166435E8
large,381,-0.5,0.6424710734884567,-20,20,6.3549603E8
large,386,-0.5,0.6797039923451065,-39,39,6.3764367E8
large,391,-0.5,0.3403998282306624,-29,29,6.39729869E8
large,396,-0.5,0.5006671256733242,-21,21,6.4104295E8
large,401,-0.5,0.8306120555519723,-32,32,6.41857028E8
large,406,-0.5,0.8649297339571387,-27,27,6.42593126E8
large,411,-0.5,0.5635972361775146,-26,26,6.43308743E8
large,416,-0.5,0.8847375654430802,-30,30,6.4408068E8
large,421,-0.5,0.8794590676106742,-32,32,6.44853405E8
large,426,-0.5,0.4945385834120586,-23,23,6.45589896E8
large,431,-0.5,0.6139238411560912,-25,25,6.46509131E8
large,436,-0.5,0.256785749839862,-19,19,6.473878E8
large,441,-0.5,0.695588361626875,-32,32,6.48151467E8
large,446,-0.5,0.7221248367642019,-20,20,6.48777287E8
large,451,-0.5,0.9389929815768845,-32,32,6.49636264E8
large,456,-0.5,0.6204198409564885,-42,42,6.50581887E8
large,461,-0.5,0.644812488893848,-22,22,6.51406205E8
large,466,-0.5,0.796785854283593,-29,29,6.52126549E8
large,471,-0.5,0.5415157343202122,-28,28,6.52811446E8
large,476,-0.5,0.6009625071990712,-26,26,6.57094515E8
large,481,-0.5,0.559935249228273,-27,27,6.5845919E8
large,486,-0.5,0.7486497124619715,-41,41,6.60548146E8
large,491,-0.5,0.7894839887240206,-22,22,6.61645006E8
large,496,-0.5,0.6160511092263015,-23,23,6.63175883E8
large,501,-0.5,0.6702323056787725,-34,34,6.6452953E8
large,506,-0.5,0.8051294554724413,-33,33,6.66163201E8
large,511,-0.5,0.5653151107778349,-38,38,6.67614127E8
large,516,-0.5,0.44897866065717373,-23,23,6.68907516E8
large,521,-0.5,0.7656228373060805,-25,25,6.70252498E8
large,526,-0.5,0.32178648000454313,-20,20,6.71543917E8
large,531,-0.5,0.41476987080963923,-24,24,6.72932616E8
large,536,-0.5,0.8112133470381266,-25,25,6.74400478E8
large,541,-0.5,0.6416521183742692,-31,31,6.75728919E8
large,546,-0.5,0.850674565786905,-39,39,6.7722435E8
large,551,-0.5,0.8233763159961587,-33,33,6.78731597E8
large,556,-0.5,0.30575150208055746,-22,22,6.79938339E8
large,561,-0.5,0.28845564002325297,-17,17,6.81218731E8
large,566,-0.5,0.9997272578160477,-41,41,6.82541658E8
large,571,-0.5,0.6618432753138443,-23,23,6.83778726E8
large,576,-0.5,0.6994429311311627,-28,28,6.84931906E8
large,581,-0.5,0.7653118404577626,-29,29,6.86556518E8
large,586,-0.5,0.6291365297087363,-26,26,6.88150411E8
large,591,-0.5,1.0539836234322277,-35,35,6.8939575E8
large,596,-0.5,0.6504142941427293,-36,36,6.90915994E8
large,1,-0.5,0.4952146617716999,-371,371,1.5238274E7
large,6,-0.5,0.5079895881803642,-1072,1072,7.2647551E7
large,11,-0.5,0.5447120606038078,-486,486,7.7685622E7
large,16,-0.5,0.607866822941241,-4068,4068,1.14978455E8
large,21,-0.5,0.5200285858796843,-62,62,1.41074261E8
large,26,-0.5,0.6165979428857993,-123,123,1.44986328E8
large,31,-0.5,0.48593385148646906,-236,236,1.58208507E8
large,36,-0.5,0.6827113219168068,-250,250,1.6186615E8
large,41,-0.5,0.8094365047088612,-44,44,1.67506805E8
large,46,-0.5,0.4785860168650977,-24,24,1.73993045E8
large,51,-0.5,0.8105022395646624,-2139,2139,1.84530774E8
large,56,-0.5,0.6875854534383035,-99,99,1.8852358E8
large,61,-0.5,0.6618786330001685,-41,41,1.91553039E8
large,66,-0.5,0.5275331660469647,-37,37,1.92760963E8
large,71,-0.5,0.5718397995245903,-137,137,2.03865042E8
large,76,-0.5,0.6676360880584946,-42,42,2.10263455E8
large,81,-0.5,0.5279033479144144,-44,44,2.11037755E8
large,86,-0.5,0.53509526833672,-40,40,2.11613557E8
large,91,-0.5,0.7570627386657627,-38,38,2.12228744E8
large,96,-0.5,0.7355353424392663,-184,184,2.13640286E8
large,101,-0.5,0.4127711372933991,-26,26,2.14241688E8
large,106,-0.5,0.5421636526991414,-282,282,2.15674104E8
large,111,-0.5,0.31431824262153363,-22,22,2.16526385E8
large,116,-0.5,0.8574187859184299,-21,21,2.16952526E8
large,121,-0.5,0.5413750773046844,-29,29,2.18072229E8
large,126,-0.5,0.9119894190625377,-21,21,2.18539723E8
large,131,-0.5,0.5101713131532897,-35,35,2.1898595E8
large,136,-0.5,0.4775722388705015,-19,19,2.19468805E8
large,141,-0.5,0.6002626388040233,-28,28,2.20007979E8
large,146,-0.5,0.5849224915215583,-23,23,2.21011891E8
large,151,-0.5,0.7197528573963776,-24,24,2.21458906E8
large,156,-0.5,0.9572243884461127,-38,38,2.2263611E8
large,161,-0.5,0.9362924518449187,-35,35,2.23185918E8
large,166,-0.5,0.811972275405271,-29,29,2.23677437E8
large,171,-0.5,0.8267378423441674,-38,38,2.24291442E8
large,176,-0.5,0.6885671709646433,-21,21,2.24767208E8
large,181,-0.5,0.6086962350183054,-23,23,2.25308351E8
large,186,-0.5,0.5340068356250569,-30,30,2.25842406E8
large,191,-0.5,0.7560112955708682,-23,23,2.26338257E8
large,196,-0.5,0.42929613129985,-21,21,2.26919967E8
large,201,-0.5,0.8264724019907173,-29,29,2.27559178E8
large,206,-0.5,0.6473873620169004,-28,28,2.28135768E8
large,211,-0.5,0.4390880313912664,-25,25,2.28695816E8
large,216,-0.5,0.5789071481043551,-28,28,2.29228689E8
large,221,-0.5,0.5052919751059255,-18,18,2.29764713E8
large,226,-0.5,0.8562297989441741,-27,27,2.30256232E8
large,231,-0.5,0.34060978900403427,-16,16,2.30886384E8
large,236,-0.5,0.7433592362451673,-31,31,2.31557497E8
large,241,-0.5,0.687342861001718,-24,24,2.38404894E8
large,246,-0.5,0.5147220091480662,-18,18,2.38922013E8
large,251,-0.5,0.8224632036444408,-27,27,2.39456068E8
large,256,-0.5,0.715919675279352,-24,24,2.3984755E8
large,261,-0.5,0.5282857193265116,-20,20,2.40344189E8
large,266,-0.5,0.6142972341723194,-36,36,2.41207499E8
large,271,-0.5,0.6052110369561721,-24,24,2.41706895E8
large,276,-0.5,0.6684677175255196,-33,33,2.42199989E8
large,281,-0.5,0.4877737265010573,-27,27,2.4267733E8
large,286,-0.5,0.7679077167329236,-36,36,2.43203507E8
large,291,-0.5,0.5050207176952686,-33,33,2.43721808E8
large,296,-0.5,0.8045556896653216,-37,37,2.44413401E8
large,301,-0.5,0.609636836383487,-30,30,2.45130593E8
large,306,-0.5,0.7723587415122584,-38,38,2.45703638E8
large,311,-0.5,0.8035166099756061,-46,46,2.46217213E8
large,316,-0.5,0.5660793342854404,-32,32,2.46740633E8
large,321,-0.5,0.6036352045986701,-29,29,2.53861359E8
large,326,-0.5,0.9776486243499511,-27,27,2.54340669E8
large,331,-0.5,0.5172904491614077,-26,26,2.54886145E8
large,336,-0.5,0.2706972444379403,-19,19,2.55315437E8
large,341,-0.5,0.8300740953648433,-36,36,2.56785662E8
large,346,-0.5,0.974141835847022,-22,22,2.57799026E8
large,351,-0.5,0.5216366061824633,-24,24,2.58309844E8
large,356,-0.5,0.5040177181151382,-23,23,2.58761584E8
large,361,-0.5,0.6660512558811753,-33,33,2.59310605E8
large,366,-0.5,0.8640274560817343,-31,31,2.59733201E8
large,371,-0.5,0.753289589805668,-30,30,2.60266862E8
large,376,-0.5,0.7985140480483786,-20,20,2.60789101E8
large,381,-0.5,0.7030602805912576,-26,26,2.61833579E8
large,386,-0.5,0.45309858021283844,-20,20,2.6230068E8
large,391,-0.5,0.6412334840449105,-32,32,2.62729577E8
large,396,-0.5,0.9303055335244723,-29,29,2.63202586E8
large,401,-0.5,0.5980682972710234,-19,19,2.63860701E8
large,406,-0.5,0.7991265238766285,-24,24,2.64339224E8
large,411,-0.5,0.8395458972349612,-39,39,2.64809869E8
large,416,-0.5,0.7879913621759447,-33,33,2.65284059E8
large,421,-0.5,0.7615935068955295,-61,61,2.65808267E8
large,426,-0.5,0.7307927301968924,-30,30,2.66302543E8
large,431,-0.5,0.2773067993794811,-16,16,2.66887798E8
large,436,-0.5,0.636748095830761,-29,29,2.67309606E8
large,441,-0.5,0.8786608254812016,-36,36,2.67790885E8
large,446,-0.5,0.5830518171153614,-17,17,2.68254835E8
large,451,-0.5,0.7417604777778521,-30,30,2.68715634E8
large,456,-0.5,0.3525358731689092,-18,18,2.69230784E8
large,461,-0.5,0.2952509590354173,-21,21,2.69748297E8
large,466,-0.5,0.6490383082203586,-33,33,2.70393416E8
large,471,-0.5,1.1269197173478194,-36,36,2.70981821E8
large,476,-0.5,0.7569483156453765,-24,24,2.7142923E8
large,481,-0.5,0.7363928489628986,-28,28,2.7193729E8
large,486,-0.5,0.5445385291659832,-18,18,2.72425659E8
large,491,-0.5,0.660610831060735,-55,55,2.73027455E8
large,496,-0.5,0.6868436308012509,-26,26,2.74569753E8
large,501,-0.5,0.5600940933390604,-25,25,2.75187697E8
large,506,-0.5,0.6137197842024502,-37,37,2.75676065E8
large,511,-0.5,0.5847403359048498,-18,18,2.76202637E8
large,516,-0.5,0.6737291950556781,-31,31,2.76752839E8
large,521,-0.5,0.6080191672886031,-31,31,2.77372751E8
large,526,-0.5,0.7554261781197091,-28,28,2.77801649E8
large,531,-0.5,0.6614001323797165,-21,21,2.787583E8
large,536,-0.5,0.6875648971345356,-31,31,2.7944044E8
large,541,-0.5,0.6370018467050471,-22,22,2.79920144E8
large,546,-0.5,0.6797518859224425,-32,32,2.8058338E8
large,551,-0.5,0.6713116493234867,-35,35,2.81149729E8
large,556,-0.5,0.6013437217988544,-25,25,2.81645581E8
large,561,-0.5,0.462081827688273,-23,23,2.82141038E8
large,566,-0.5,0.7251984574062615,-19,19,2.82548274E8
large,571,-0.5,0.8954341638045449,-26,26,2.83120138E8
large,576,-0.5,0.6137131656308199,-27,27,2.83574242E8
large,581,-0.5,0.5493230820532666,-27,27,2.84098056E8
large,586,-0.5,0.8805589828437554,-21,21,2.84510806E8
large,591,-0.5,0.5851265972246438,-24,24,2.85016898E8
large,596,-0.5,0.960095578283461,-35,35,2.85525746E8
large,1,-0.5,0.5636664073905,-3302,3302,1.0511735E7
large,6,-0.5,0.49256445038477326,-188,188,2.69985E7
large,11,-0.5,0.4623913646794877,-97,97,3.4585145E7
large,16,-0.5,0.5575917883375192,-125,125,3.8134874E7
large,21,-0.5,0.5254619385833559,-1336,1336,4.4956277E7
large,26,-0.5,0.48714871850958197,-36,36,4.6402478E7
large,31,-0.5,0.5455549533345101,-73,73,4.7936506E7
large,36,-0.5,0.49203614113259597,-76,76,6.0786108E7
large,41,-0.5,0.5306920195327489,-1428,1428,8.4265205E7
large,46,-0.5,0.6249525589435572,-1917,1917,9.430787E7
large,51,-0.5,0.6415117662167695,-126,126,9.6247559E7
large,56,-0.5,0.6401064258861404,-45,45,9.8454669E7
large,61,-0.5,0.5719743241353328,-39,39,1.01130455E8
large,66,-0.5,0.7393563730667088,-133,133,1.02183991E8
large,71,-0.5,0.6560350640786647,-39,39,1.03214685E8
large,76,-0.5,0.7682895910704226,-194,194,1.11385009E8
large,81,-0.5,0.7145587484990648,-207,207,1.13374322E8
large,86,-0.5,0.593111834727182,-415,415,1.16747215E8
large,91,-0.5,0.694266565231251,-62,62,1.17348617E8
large,96,-0.5,0.35621330819867936,-23,23,1.18452172E8
large,101,-0.5,0.45763526839797963,-21,21,1.19496256E8
large,106,-0.5,0.7156076790192056,-37,37,1.20150434E8
large,111,-0.5,0.5183975337720668,-32,32,1.20752229E8
large,116,-0.5,0.4672010906341546,-23,23,1.21237841E8
large,121,-0.5,0.7337473472384346,-1535,1535,1.25289723E8
large,126,-0.5,0.6875685727051142,-31,31,1.25801328E8
large,131,-0.5,0.6768495343938774,-51,51,1.26315296E8
large,136,-0.5,0.8019453704106496,-32,32,1.26778459E8
large,141,-0.5,0.8697001814699608,-23,23,1.27249892E8
large,146,-0.5,0.8459005186407236,-26,26,1.27739835E8
large,151,-0.5,0.8112017604583848,-31,31,1.28266013E8
large,156,-0.5,0.4826802555403624,-129,129,1.29404226E8
large,161,-0.5,0.6080922092564585,-25,25,1.29916225E8
large,166,-0.5,0.5899610966330311,-27,27,1.30386477E8
large,171,-0.5,0.5263127476114828,-24,24,1.31510906E8
large,176,-0.5,0.6807040611756587,-24,24,1.31911053E8
large,181,-0.5,0.7502762107567502,-26,26,1.32291901E8
large,186,-0.5,0.7280824956059195,-26,26,1.32714104E8
large,191,-0.5,0.7985009100922564,-26,26,1.33092983E8
large,196,-0.5,0.8073584001325642,-25,25,1.33570324E8
large,201,-0.5,0.6100756871036666,-23,23,1.37576126E8
large,206,-0.5,1.0388515210583518,-28,28,1.38279534E8
large,211,-0.5,0.713989440066241,-32,32,1.38915988E8
large,216,-0.5,0.9522983146808031,-22,22,1.39475642E8
large,221,-0.5,0.7171428378543541,-25,25,1.40101069E8
large,226,-0.5,0.7038444971773501,-30,30,1.40847406E8
large,231,-0.5,1.0521993659776303,-23,23,1.41407454E8
large,236,-0.5,0.7393317240386204,-24,24,1.42102591E8
large,241,-0.5,0.6950983336118846,-25,25,1.42675637E8
large,246,-0.5,0.6408896879254229,-29,29,1.4324435E8
large,251,-0.5,0.758605821598878,-37,37,1.4398281E8
large,256,-0.5,0.3914742415002834,-20,20,1.44616113E8
large,261,-0.5,0.6642061852024135,-27,27,1.45248235E8
large,266,-0.5,0.7742774900413352,-31,31,1.4587248E8
large,271,-0.5,0.6321393494477494,-22,22,1.46508147E8
large,276,-0.5,0.8753453118083945,-40,40,1.47333647E8
large,281,-0.5,0.5930803695310018,-43,43,1.4816151E8
large,286,-0.5,0.8510563420476531,-22,22,1.53224393E8
large,291,-0.5,0.7774898701479436,-17,17,1.53631236E8
large,296,-0.5,0.529078040889555,-27,27,1.5403926E8
large,301,-0.5,0.8495746422052886,-39,39,1.54463825E8
large,306,-0.5,0.7121375745851477,-31,31,1.54880907E8
large,311,-0.5,0.9888932460938893,-28,28,1.55288931E8
large,316,-0.5,0.4634075506871156,-23,23,1.55701287E8
large,321,-0.5,0.6249731473330993,-17,17,1.56160117E8
large,326,-0.5,0.8139537912442996,-21,21,1.56527575E8
large,331,-0.5,0.9164815932000465,-43,43,1.56989556E8
large,336,-0.5,0.640685136828111,-24,24,1.57454687E8
large,341,-0.5,0.7415654986406635,-29,29,1.57901308E8
large,346,-0.5,0.7281335487410043,-25,25,1.58286095E8
large,351,-0.5,0.7096069770043094,-31,31,1.58700027E8
large,356,-0.5,0.7314343861584796,-27,27,1.59089934E8
large,361,-0.5,0.6523413469102071,-25,25,1.59560185E8
large,366,-0.5,0.6417185146946185,-21,21,1.60006806E8
large,371,-0.5,0.7763048806698993,-33,33,1.69518174E8
large,376,-0.5,0.6562542826004698,-27,27,1.70178653E8
large,381,-0.5,0.5015053160993048,-22,22,1.70802898E8
large,386,-0.5,0.6920535912051009,-43,43,1.71477161E8
large,391,-0.5,0.5537494711125923,-23,23,1.72078957E8
large,396,-0.5,0.5484024545506685,-22,22,1.72700051E8
large,401,-0.5,0.67257599299265,-37,37,1.73430634E8
large,406,-0.5,0.6748769716298852,-34,34,1.7444715E8
large,411,-0.5,0.6682681132431814,-40,40,1.75142287E8
large,416,-0.5,0.6869452683320674,-23,23,1.75784255E8
large,421,-0.5,0.7722555972419975,-23,23,1.76461669E8
large,426,-0.5,0.4075159017641852,-21,21,1.7706701E8
large,431,-0.5,0.6300851567814636,-23,23,1.77666836E8
large,436,-0.5,0.8925222359231784,-25,25,1.78270601E8
large,441,-0.5,0.3365834282697868,-18,18,1.78807413E8
large,446,-0.5,0.5857340418600154,-17,17,1.79421418E8
large,451,-0.5,0.7193102818045878,-30,30,1.84912411E8
large,456,-0.5,0.6309664004941675,-32,32,1.85608336E8
large,461,-0.5,0.34447952210561006,-19,19,1.8630623E8
large,466,-0.5,0.8786311643457738,-25,25,1.87016333E8
large,471,-0.5,0.6720279861489953,-23,23,1.87620492E8
large,476,-0.5,0.2969319942689943,-24,24,1.88247888E8
large,481,-0.5,0.5041972705506441,-19,19,1.88861499E8
large,486,-0.5,0.5338228237245701,-110,110,1.89872895E8
large,491,-0.5,0.8844914790010021,-26,26,1.90555429E8
large,496,-0.5,0.7247444702779395,-26,26,1.91128868E8
large,501,-0.5,0.8382946936418527,-28,28,1.91719242E8
large,506,-0.5,0.7297469561904601,-56,56,1.92482121E8
large,511,-0.5,0.8200950733195058,-23,23,1.9317647E8
large,516,-0.5,0.7785211516463857,-48,48,1.93939349E8
large,521,-0.5,0.9724549971301553,-31,31,1.94802658E8
large,526,-0.5,1.0575296840714241,-41,41,1.95536392E8
large,531,-0.5,0.4837422272125771,-29,29,2.00332642E8
large,536,-0.5,0.36735773034677877,-20,20,2.01017539E8
large,541,-0.5,0.7063178895116273,-32,32,2.01710314E8
large,546,-0.5,0.3070726246000204,-16,16,2.02322349E8
large,551,-0.5,0.8347366956350548,-36,36,2.03464895E8
large,556,-0.5,0.7704442785415235,-34,34,2.04232894E8
large,561,-0.5,0.7809715958962724,-22,22,2.04785853E8
large,566,-0.5,0.656931016263703,-25,25,2.05401433E8
large,571,-0.5,0.6524616319695262,-25,25,2.06142257E8
large,576,-0.5,0.5835092436107594,-25,25,2.06762957E8
large,581,-0.5,0.7122834837556198,-33,33,2.07402562E8
large,586,-0.5,0.7092270050074951,-45,45,2.08108727E8
large,591,-0.5,0.630544523867584,-27,27,2.08762116E8
large,596,-0.5,0.6230162171730882,-25,25,2.0936982E8
large,1,-0.5,0.5562963900568174,-3037,3037,1.1562121E7
large,6,-0.5,0.611606291217456,-352,352,2.4583046E7
large,11,-0.5,0.48010909316552564,-113,113,4.0847288E7
large,16,-0.5,0.5428758182811246,-83,83,5.9663255E7
large,21,-0.5,0.49832620664100435,-48,48,6.4308268E7
large,26,-0.5,0.5072769873898348,-55,55,7.7297685E7
large,31,-0.5,0.5550566806587298,-72,72,9.1592699E7
large,36,-0.5,0.5575814287223926,-56,56,9.5224742E7
large,41,-0.5,0.49390179897288355,-118,118,1.0034749E8
large,46,-0.5,0.577049372739082,-187,187,1.07660806E8
large,51,-0.5,0.37843590744768285,-33,33,1.09018392E8
large,56,-0.5,0.565352777040248,-42,42,1.10840321E8
large,61,-0.5,0.677290998344036,-47,47,1.14051737E8
large,66,-0.5,0.6431492926032032,-387,387,1.17859434E8
large,71,-0.5,0.5580898118647806,-48,48,1.20050003E8
large,76,-0.5,0.5550500143721582,-35,35,1.20836118E8
large,81,-0.5,0.8261322908326374,-31,31,1.23730095E8
large,86,-0.5,0.5449763827693195,-35,35,1.24568198E8
large,91,-0.5,0.7678245893020925,-97,97,1.25659938E8
large,96,-0.5,0.6496087078430586,-29,29,1.30356151E8
large,101,-0.5,0.6432864615703853,-63,63,1.32292689E8
large,106,-0.5,0.6507840441807922,-38,38,1.33429327E8
large,111,-0.5,0.702427310527117,-60,60,1.34338716E8
large,116,-0.5,0.6586122004093928,-29,29,1.36995597E8
large,121,-0.5,0.6031434812293388,-350,350,1.39585919E8
large,126,-0.5,0.5362771554209509,-37,37,1.40498459E8
large,131,-0.5,0.7776007121248192,-48,48,1.41738284E8
large,136,-0.5,0.4959135996425257,-20,20,1.50798699E8
large,141,-0.5,0.5967006984575649,-17,17,1.59798462E8
large,146,-0.5,0.739176342832673,-40,40,1.60639716E8
large,151,-0.5,0.5018091552917276,-2216,2216,1.68654077E8
large,156,-0.5,0.8217710390143802,-24,24,1.69811589E8
large,161,-0.5,0.5259007611464455,-20,20,1.71151845E8
large,166,-0.5,0.6153896181700107,-22,22,1.71792631E8
large,171,-0.5,0.6226876261375933,-30,30,1.72569294E8
large,176,-0.5,0.651563515398585,-51,51,1.74663765E8
large,181,-0.5,0.6360555162225365,-32,32,1.75329757E8
large,186,-0.5,0.7246660410164758,-35,35,1.76032771E8
large,191,-0.5,0.7070921545536493,-27,27,1.76736573E8
large,196,-0.5,0.41498846383003674,-20,20,1.77540412E8
large,201,-0.5,0.8407726616652855,-32,32,1.78252484E8
large,206,-0.5,0.6513575336326092,-32,32,1.78950772E8
large,211,-0.5,0.5479104019416567,-27,27,1.79643153E8
large,216,-0.5,0.5893257173603423,-30,30,1.8046117E8
large,221,-0.5,0.7484828254719122,-30,30,1.81060209E8
large,226,-0.5,0.5560036598716613,-28,28,1.81736047E8
large,231,-0.5,0.6830214693373726,-47,47,1.82368957E8
large,236,-0.5,0.7740094028743343,-29,29,1.82988476E8
large,241,-0.5,0.669224468357541,-20,20,1.83480389E8
large,246,-0.5,0.6433972354632316,-36,36,1.84030591E8
large,251,-0.5,0.8030003462068933,-18,18,1.84700128E8
large,256,-0.5,0.6000050803153165,-23,23,1.8545001E8
large,261,-0.5,0.5495287510979523,-24,24,1.87381034E8
large,266,-0.5,0.5131299265505449,-29,29,1.8801867E8
large,271,-0.5,0.6770306418192185,-30,30,1.88809512E8
large,276,-0.5,0.8345082100087104,-39,39,1.89531824E8
large,281,-0.5,0.586733895133916,-18,18,1.89976476E8
large,286,-0.5,0.5829324608116049,-32,32,1.90774801E8
large,291,-0.5,0.5253317110590885,-24,24,1.9134115E8
large,296,-0.5,0.7660957611982022,-38,38,1.94753821E8
large,301,-0.5,1.0140447048590173,-37,37,1.9576049E8
large,306,-0.5,0.7528518926491028,-31,31,1.96880587E8
large,311,-0.5,0.4167808823263939,-18,18,1.97855354E8
large,316,-0.5,0.7647271396899935,-22,22,1.98849026E8
large,321,-0.5,0.837882721072658,-29,29,1.99921074E8
large,326,-0.5,0.8578002494153854,-20,20,2.00863546E8
large,331,-0.5,0.8405192476699295,-33,33,2.01940319E8
large,336,-0.5,0.7592856452418513,-20,20,2.0307617E8
large,341,-0.5,0.8587170454473432,-44,44,2.0432466E8
large,346,-0.5,0.738811131252012,-57,57,2.05600719E8
large,351,-0.5,1.19804342569907,-41,41,2.06904347E8
large,356,-0.5,0.712047618488068,-28,28,2.0794725E8
large,361,-0.5,0.6601905741382925,-35,35,2.09200466E8
large,366,-0.5,0.8737585838981157,-21,21,2.10518273E8
large,371,-0.5,0.6867470443149699,-36,36,2.11563933E8
large,376,-0.5,0.5819037744420221,-33,33,2.12588325E8
large,381,-0.5,0.792960800597184,-40,40,2.13680065E8
large,386,-0.5,0.8565413328951585,-21,21,2.14526439E8
large,391,-0.5,0.3175078829271243,-16,16,2.15481908E8
large,396,-0.5,0.8277191835962574,-31,31,2.16374361E8
large,401,-0.5,0.6877464853743582,-26,26,2.17414507E8
large,406,-0.5,0.7458964695721435,-25,25,2.18380216E8
large,411,-0.5,0.3958198755482414,-27,27,2.19369162E8
large,416,-0.5,0.6625987965960753,-25,25,2.2036756E8
large,421,-0.5,0.6537456068486165,-30,30,2.22382868E8
large,426,-0.5,0.44513402560053095,-24,24,2.37867689E8
large,431,-0.5,0.4503798462651645,-21,21,2.39811711E8
large,436,-0.5,0.7993966077356802,-29,29,2.40505272E8
large,441,-0.5,0.8002266248615051,-28,28,2.41322108E8
large,446,-0.5,0.9006458229572425,-24,24,2.41999522E8
